split,fname,original_shape,mask_area,mask_bbox
train,covid_1016_X-Ray_chest_right+lung.png,"(256, 256)",177408,"(184, 28, 763, 431)"
train,covid_1016_X-Ray_chest_COVID-19+infection.png,"(256, 256)",267904,"(184, 28, 763, 891)"
train,covid_1018_X-Ray_chest_lung.png,"(256, 256)",265664,"(72, 140, 819, 811)"
train,covid_1018_X-Ray_chest_left+lung.png,"(256, 256)",126320,"(72, 548, 711, 403)"
train,covid_1018_X-Ray_chest_right+lung.png,"(256, 256)",139344,"(100, 140, 791, 323)"
train,covid_1018_X-Ray_chest_COVID-19+infection.png,"(256, 256)",214384,"(100, 140, 791, 811)"
train,covid_1020_X-Ray_chest_lung.png,"(256, 256)",213168,"(56, 176, 759, 727)"
train,covid_1020_X-Ray_chest_left+lung.png,"(256, 256)",101232,"(96, 664, 719, 239)"
train,covid_1020_X-Ray_chest_right+lung.png,"(256, 256)",111936,"(56, 176, 551, 367)"
train,covid_1020_X-Ray_chest_COVID-19+infection.png,"(256, 256)",59120,"(344, 196, 459, 707)"
train,covid_1023_X-Ray_chest_lung.png,"(256, 256)",167968,"(160, 192, 623, 635)"
train,covid_1023_X-Ray_chest_left+lung.png,"(256, 256)",75632,"(160, 536, 559, 291)"
train,covid_1023_X-Ray_chest_right+lung.png,"(256, 256)",92336,"(180, 192, 603, 271)"
train,covid_1023_X-Ray_chest_COVID-19+infection.png,"(256, 256)",15040,"(464, 688, 251, 135)"
train,covid_1024_X-Ray_chest_lung.png,"(256, 256)",237328,"(64, 0, 667, 791)"
train,covid_1024_X-Ray_chest_left+lung.png,"(256, 256)",97744,"(64, 448, 647, 343)"
train,covid_1024_X-Ray_chest_right+lung.png,"(256, 256)",139584,"(72, 0, 659, 331)"
train,covid_1024_X-Ray_chest_COVID-19+infection.png,"(256, 256)",43296,"(452, 0, 259, 267)"
train,covid_1025_X-Ray_chest_lung.png,"(256, 256)",158720,"(20, 136, 519, 695)"
train,covid_1025_X-Ray_chest_left+lung.png,"(256, 256)",72112,"(36, 520, 503, 311)"
train,covid_1025_X-Ray_chest_right+lung.png,"(256, 256)",86608,"(20, 136, 479, 287)"
train,covid_1025_X-Ray_chest_COVID-19+infection.png,"(256, 256)",158720,"(20, 136, 519, 695)"
train,covid_1026_X-Ray_chest_lung.png,"(256, 256)",334816,"(148, 4, 823, 975)"
train,covid_1026_X-Ray_chest_left+lung.png,"(256, 256)",202800,"(148, 516, 823, 463)"
train,covid_1026_X-Ray_chest_right+lung.png,"(256, 256)",132016,"(148, 4, 639, 367)"
train,covid_1026_X-Ray_chest_COVID-19+infection.png,"(256, 256)",250816,"(148, 4, 823, 975)"
train,covid_1028_X-Ray_chest_lung.png,"(256, 256)",205952,"(164, 256, 807, 583)"
train,covid_1028_X-Ray_chest_left+lung.png,"(256, 256)",93120,"(172, 616, 799, 223)"
train,covid_1028_X-Ray_chest_right+lung.png,"(256, 256)",112832,"(164, 256, 687, 279)"
train,covid_1028_X-Ray_chest_COVID-19+infection.png,"(256, 256)",69712,"(484, 260, 387, 579)"
train,covid_1030_X-Ray_chest_lung.png,"(256, 256)",200176,"(228, 60, 659, 771)"
train,covid_1030_X-Ray_chest_left+lung.png,"(256, 256)",91504,"(228, 488, 631, 343)"
train,covid_1030_X-Ray_chest_right+lung.png,"(256, 256)",108672,"(264, 60, 623, 279)"
train,covid_1030_X-Ray_chest_COVID-19+infection.png,"(256, 256)",67488,"(572, 60, 315, 759)"
train,covid_1032_X-Ray_chest_lung.png,"(256, 256)",251904,"(196, 88, 755, 859)"
train,covid_1032_X-Ray_chest_left+lung.png,"(256, 256)",111824,"(196, 552, 755, 395)"
train,covid_1032_X-Ray_chest_right+lung.png,"(256, 256)",140080,"(216, 88, 699, 375)"
train,covid_1032_X-Ray_chest_COVID-19+infection.png,"(256, 256)",18656,"(560, 780, 331, 151)"
train,covid_1033_X-Ray_chest_lung.png,"(256, 256)",355440,"(60, 32, 755, 963)"
train,covid_1033_X-Ray_chest_left+lung.png,"(256, 256)",170688,"(60, 552, 727, 443)"
train,covid_1033_X-Ray_chest_right+lung.png,"(256, 256)",184752,"(64, 32, 751, 427)"
train,covid_1033_X-Ray_chest_COVID-19+infection.png,"(256, 256)",340160,"(64, 32, 751, 955)"
train,covid_1035_X-Ray_chest_lung.png,"(256, 256)",380128,"(44, 16, 847, 959)"
train,covid_1035_X-Ray_chest_left+lung.png,"(256, 256)",161920,"(44, 544, 783, 431)"
train,covid_1035_X-Ray_chest_right+lung.png,"(256, 256)",218208,"(60, 16, 831, 411)"
train,covid_1035_X-Ray_chest_COVID-19+infection.png,"(256, 256)",282192,"(52, 24, 791, 939)"
train,covid_1036_X-Ray_chest_lung.png,"(256, 256)",267904,"(288, 128, 731, 743)"
train,covid_1036_X-Ray_chest_left+lung.png,"(256, 256)",121136,"(304, 572, 715, 299)"
train,covid_1036_X-Ray_chest_right+lung.png,"(256, 256)",146768,"(288, 128, 691, 355)"
train,covid_1036_X-Ray_chest_COVID-19+infection.png,"(256, 256)",201952,"(288, 128, 731, 743)"
train,covid_1037_X-Ray_chest_lung.png,"(256, 256)",290272,"(264, 20, 759, 783)"
train,covid_1037_X-Ray_chest_left+lung.png,"(256, 256)",150800,"(264, 472, 755, 331)"
train,covid_1037_X-Ray_chest_right+lung.png,"(256, 256)",139472,"(276, 20, 747, 347)"
train,covid_1037_X-Ray_chest_COVID-19+infection.png,"(256, 256)",237680,"(264, 48, 719, 747)"
train,covid_1039_X-Ray_chest_lung.png,"(256, 256)",204144,"(80, 184, 571, 735)"
train,covid_1039_X-Ray_chest_left+lung.png,"(256, 256)",90800,"(80, 568, 511, 351)"
train,covid_1039_X-Ray_chest_right+lung.png,"(256, 256)",113344,"(84, 184, 567, 291)"
train,covid_1039_X-Ray_chest_COVID-19+infection.png,"(256, 256)",64752,"(88, 184, 563, 735)"
train,covid_104_X-Ray_chest_lung.png,"(256, 256)",363408,"(20, 48, 811, 915)"
train,covid_104_X-Ray_chest_left+lung.png,"(256, 256)",178192,"(20, 568, 791, 395)"
train,covid_104_X-Ray_chest_right+lung.png,"(256, 256)",185216,"(40, 48, 791, 419)"
train,covid_104_X-Ray_chest_COVID-19+infection.png,"(256, 256)",213888,"(24, 48, 799, 915)"
train,covid_1040_X-Ray_chest_lung.png,"(256, 256)",338944,"(88, 48, 743, 927)"
train,covid_1040_X-Ray_chest_left+lung.png,"(256, 256)",153504,"(116, 604, 639, 371)"
train,covid_1040_X-Ray_chest_right+lung.png,"(256, 256)",185440,"(88, 48, 743, 459)"
train,covid_1040_X-Ray_chest_COVID-19+infection.png,"(256, 256)",67760,"(520, 56, 267, 919)"
train,covid_1041_X-Ray_chest_lung.png,"(256, 256)",311904,"(124, 116, 819, 807)"
train,covid_1041_X-Ray_chest_left+lung.png,"(256, 256)",138768,"(124, 564, 811, 359)"
train,covid_1041_X-Ray_chest_right+lung.png,"(256, 256)",173136,"(136, 116, 807, 379)"
train,covid_1041_X-Ray_chest_COVID-19+infection.png,"(256, 256)",102592,"(444, 124, 491, 799)"
train,covid_1043_X-Ray_chest_lung.png,"(256, 256)",168432,"(144, 176, 575, 647)"
train,covid_1043_X-Ray_chest_left+lung.png,"(256, 256)",79968,"(144, 528, 499, 295)"
train,covid_1043_X-Ray_chest_right+lung.png,"(256, 256)",88464,"(172, 176, 547, 259)"
train,covid_1043_X-Ray_chest_COVID-19+infection.png,"(256, 256)",19392,"(420, 188, 203, 147)"
train,covid_1044_X-Ray_chest_lung.png,"(256, 256)",247056,"(20, 144, 651, 779)"
train,covid_1044_X-Ray_chest_left+lung.png,"(256, 256)",125744,"(20, 572, 651, 351)"
train,covid_1044_X-Ray_chest_right+lung.png,"(256, 256)",121312,"(40, 144, 595, 319)"
train,covid_1044_X-Ray_chest_COVID-19+infection.png,"(256, 256)",153104,"(20, 144, 651, 779)"
train,covid_1045_X-Ray_chest_lung.png,"(256, 256)",336288,"(88, 48, 707, 923)"
train,covid_1045_X-Ray_chest_left+lung.png,"(256, 256)",153728,"(88, 576, 691, 395)"
train,covid_1045_X-Ray_chest_right+lung.png,"(256, 256)",182560,"(92, 48, 703, 407)"
train,covid_1045_X-Ray_chest_COVID-19+infection.png,"(256, 256)",251120,"(92, 48, 691, 923)"
train,covid_1046_X-Ray_chest_lung.png,"(256, 256)",310480,"(124, 16, 899, 799)"
train,covid_1046_X-Ray_chest_left+lung.png,"(256, 256)",141520,"(212, 548, 811, 267)"
train,covid_1046_X-Ray_chest_right+lung.png,"(256, 256)",168960,"(124, 16, 775, 463)"
train,covid_1046_X-Ray_chest_COVID-19+infection.png,"(256, 256)",310480,"(124, 16, 899, 799)"
train,covid_1047_X-Ray_chest_lung.png,"(256, 256)",254912,"(120, 112, 687, 795)"
train,covid_1047_X-Ray_chest_left+lung.png,"(256, 256)",119008,"(120, 584, 687, 323)"
train,covid_1047_X-Ray_chest_right+lung.png,"(256, 256)",135904,"(136, 112, 587, 375)"
train,covid_1047_X-Ray_chest_COVID-19+infection.png,"(256, 256)",8208,"(428, 360, 183, 71)"
train,covid_1049_X-Ray_chest_lung.png,"(256, 256)",207248,"(120, 92, 567, 823)"
train,covid_1049_X-Ray_chest_left+lung.png,"(256, 256)",99376,"(120, 552, 515, 363)"
train,covid_1049_X-Ray_chest_right+lung.png,"(256, 256)",107872,"(152, 92, 535, 367)"
train,covid_1049_X-Ray_chest_COVID-19+infection.png,"(256, 256)",93760,"(284, 108, 383, 807)"
train,covid_1051_X-Ray_chest_lung.png,"(256, 256)",325504,"(32, 24, 743, 975)"
train,covid_1051_X-Ray_chest_left+lung.png,"(256, 256)",150432,"(32, 576, 735, 423)"
train,covid_1051_X-Ray_chest_right+lung.png,"(256, 256)",175072,"(80, 24, 695, 431)"
train,covid_1051_X-Ray_chest_COVID-19+infection.png,"(256, 256)",174768,"(144, 24, 587, 959)"
train,covid_1052_X-Ray_chest_lung.png,"(256, 256)",128832,"(8, 280, 507, 539)"
train,covid_1052_X-Ray_chest_left+lung.png,"(256, 256)",55856,"(12, 596, 503, 223)"
train,covid_1052_X-Ray_chest_right+lung.png,"(256, 256)",72976,"(8, 280, 483, 235)"
train,covid_1052_X-Ray_chest_COVID-19+infection.png,"(256, 256)",63456,"(104, 288, 399, 527)"
train,covid_1053_X-Ray_chest_lung.png,"(256, 256)",187856,"(164, 180, 731, 659)"
train,covid_1053_X-Ray_chest_left+lung.png,"(256, 256)",78880,"(204, 604, 691, 235)"
train,covid_1053_X-Ray_chest_right+lung.png,"(256, 256)",108976,"(164, 180, 527, 351)"
train,covid_1053_X-Ray_chest_COVID-19+infection.png,"(256, 256)",165392,"(164, 184, 731, 655)"
train,covid_1054_X-Ray_chest_lung.png,"(256, 256)",127024,"(112, 40, 519, 759)"
train,covid_1054_X-Ray_chest_left+lung.png,"(256, 256)",74816,"(112, 516, 515, 283)"
train,covid_1054_X-Ray_chest_right+lung.png,"(256, 256)",52208,"(172, 40, 459, 247)"
train,covid_1054_X-Ray_chest_COVID-19+infection.png,"(256, 256)",118416,"(116, 40, 515, 759)"
train,covid_1055_X-Ray_chest_lung.png,"(256, 256)",180448,"(16, 140, 615, 615)"
train,covid_1055_X-Ray_chest_left+lung.png,"(256, 256)",73824,"(32, 504, 599, 251)"
train,covid_1055_X-Ray_chest_right+lung.png,"(256, 256)",106624,"(16, 140, 551, 279)"
train,covid_1055_X-Ray_chest_COVID-19+infection.png,"(256, 256)",133392,"(16, 144, 611, 607)"
train,covid_1058_X-Ray_chest_lung.png,"(256, 256)",240704,"(160, 116, 783, 655)"
train,covid_1058_X-Ray_chest_left+lung.png,"(256, 256)",112544,"(172, 500, 771, 271)"
train,covid_1058_X-Ray_chest_right+lung.png,"(256, 256)",128160,"(160, 116, 699, 311)"
train,covid_1058_X-Ray_chest_COVID-19+infection.png,"(256, 256)",61008,"(564, 116, 287, 639)"
train,covid_1059_X-Ray_chest_lung.png,"(256, 256)",424768,"(64, 40, 819, 947)"
train,covid_1059_X-Ray_chest_left+lung.png,"(256, 256)",190720,"(76, 608, 807, 379)"
train,covid_1059_X-Ray_chest_right+lung.png,"(256, 256)",234048,"(64, 40, 787, 431)"
train,covid_1059_X-Ray_chest_COVID-19+infection.png,"(256, 256)",236720,"(204, 44, 679, 943)"
train,covid_106_X-Ray_chest_lung.png,"(256, 256)",241040,"(72, 156, 751, 631)"
train,covid_106_X-Ray_chest_left+lung.png,"(256, 256)",99600,"(72, 476, 663, 311)"
train,covid_106_X-Ray_chest_right+lung.png,"(256, 256)",141440,"(76, 156, 747, 247)"
train,covid_106_X-Ray_chest_COVID-19+infection.png,"(256, 256)",241040,"(72, 156, 751, 631)"
train,covid_1060_X-Ray_chest_lung.png,"(256, 256)",162240,"(264, 48, 627, 667)"
train,covid_1060_X-Ray_chest_left+lung.png,"(256, 256)",74240,"(272, 432, 619, 283)"
train,covid_1060_X-Ray_chest_right+lung.png,"(256, 256)",88000,"(264, 48, 559, 283)"
train,covid_1060_X-Ray_chest_COVID-19+infection.png,"(256, 256)",162240,"(264, 48, 627, 667)"
train,covid_1061_X-Ray_chest_lung.png,"(256, 256)",202480,"(148, 100, 643, 843)"
train,covid_1061_X-Ray_chest_left+lung.png,"(256, 256)",81840,"(148, 556, 643, 387)"
train,covid_1061_X-Ray_chest_right+lung.png,"(256, 256)",120640,"(148, 100, 595, 327)"
train,covid_1061_X-Ray_chest_COVID-19+infection.png,"(256, 256)",202480,"(148, 100, 643, 843)"
train,covid_1062_X-Ray_chest_lung.png,"(256, 256)",337504,"(104, 28, 899, 995)"
train,covid_1062_X-Ray_chest_left+lung.png,"(256, 256)",145104,"(104, 564, 743, 459)"
train,covid_1062_X-Ray_chest_right+lung.png,"(256, 256)",192400,"(116, 28, 887, 419)"
train,covid_1062_X-Ray_chest_COVID-19+infection.png,"(256, 256)",173872,"(104, 60, 743, 963)"
train,covid_1063_X-Ray_chest_lung.png,"(256, 256)",153392,"(224, 208, 611, 591)"
train,covid_1063_X-Ray_chest_left+lung.png,"(256, 256)",60992,"(236, 520, 455, 279)"
train,covid_1063_X-Ray_chest_right+lung.png,"(256, 256)",92400,"(224, 208, 611, 235)"
train,covid_1063_X-Ray_chest_COVID-19+infection.png,"(256, 256)",132864,"(252, 208, 567, 591)"
train,covid_1065_X-Ray_chest_lung.png,"(256, 256)",205632,"(96, 148, 651, 711)"
train,covid_1065_X-Ray_chest_left+lung.png,"(256, 256)",97936,"(108, 572, 583, 287)"
train,covid_1065_X-Ray_chest_right+lung.png,"(256, 256)",107696,"(96, 148, 651, 343)"
train,covid_1065_X-Ray_chest_COVID-19+infection.png,"(256, 256)",51872,"(364, 156, 351, 699)"
train,covid_1066_X-Ray_chest_lung.png,"(256, 256)",154320,"(140, 216, 519, 687)"
train,covid_1066_X-Ray_chest_left+lung.png,"(256, 256)",69856,"(144, 596, 515, 307)"
train,covid_1066_X-Ray_chest_right+lung.png,"(256, 256)",84464,"(140, 216, 467, 283)"
train,covid_1066_X-Ray_chest_COVID-19+infection.png,"(256, 256)",123104,"(140, 216, 515, 683)"
train,covid_1068_X-Ray_chest_lung.png,"(256, 256)",310064,"(92, 100, 751, 851)"
train,covid_1068_X-Ray_chest_left+lung.png,"(256, 256)",140064,"(92, 592, 751, 359)"
train,covid_1068_X-Ray_chest_right+lung.png,"(256, 256)",170000,"(108, 100, 711, 379)"
train,covid_1068_X-Ray_chest_COVID-19+infection.png,"(256, 256)",266256,"(108, 104, 735, 847)"
train,covid_1069_X-Ray_chest_lung.png,"(256, 256)",288160,"(160, 240, 751, 723)"
train,covid_1069_X-Ray_chest_left+lung.png,"(256, 256)",134736,"(160, 616, 691, 347)"
train,covid_1069_X-Ray_chest_right+lung.png,"(256, 256)",153424,"(192, 240, 719, 299)"
train,covid_1069_X-Ray_chest_COVID-19+infection.png,"(256, 256)",288160,"(160, 240, 751, 723)"
train,covid_107_X-Ray_chest_lung.png,"(256, 256)",365744,"(60, 48, 863, 963)"
train,covid_107_X-Ray_chest_left+lung.png,"(256, 256)",181680,"(60, 584, 863, 427)"
train,covid_107_X-Ray_chest_right+lung.png,"(256, 256)",184064,"(80, 48, 751, 415)"
train,covid_107_X-Ray_chest_COVID-19+infection.png,"(256, 256)",287824,"(80, 48, 843, 963)"
train,covid_1070_X-Ray_chest_lung.png,"(256, 256)",267824,"(20, 116, 783, 727)"
train,covid_1070_X-Ray_chest_left+lung.png,"(256, 256)",130720,"(20, 484, 783, 359)"
train,covid_1070_X-Ray_chest_right+lung.png,"(256, 256)",137104,"(28, 116, 767, 279)"
train,covid_1070_X-Ray_chest_COVID-19+infection.png,"(256, 256)",100880,"(348, 116, 443, 699)"
train,covid_1071_X-Ray_chest_lung.png,"(256, 256)",216784,"(152, 44, 559, 855)"
train,covid_1071_X-Ray_chest_left+lung.png,"(256, 256)",101312,"(152, 524, 559, 375)"
train,covid_1071_X-Ray_chest_right+lung.png,"(256, 256)",115472,"(152, 44, 487, 379)"
train,covid_1071_X-Ray_chest_COVID-19+infection.png,"(256, 256)",216784,"(152, 44, 559, 855)"
train,covid_1072_X-Ray_chest_lung.png,"(256, 256)",157360,"(84, 88, 567, 731)"
train,covid_1072_X-Ray_chest_left+lung.png,"(256, 256)",73600,"(104, 528, 547, 291)"
train,covid_1072_X-Ray_chest_right+lung.png,"(256, 256)",83760,"(84, 88, 463, 335)"
train,covid_1072_X-Ray_chest_COVID-19+infection.png,"(256, 256)",58512,"(220, 88, 403, 723)"
train,covid_1074_X-Ray_chest_lung.png,"(256, 256)",205600,"(104, 76, 563, 819)"
train,covid_1074_X-Ray_chest_left+lung.png,"(256, 256)",97584,"(128, 544, 539, 351)"
train,covid_1074_X-Ray_chest_right+lung.png,"(256, 256)",108016,"(104, 76, 563, 367)"
train,covid_1074_X-Ray_chest_COVID-19+infection.png,"(256, 256)",146992,"(104, 76, 563, 819)"
train,covid_1075_X-Ray_chest_lung.png,"(256, 256)",331168,"(4, 156, 895, 771)"
train,covid_1075_X-Ray_chest_left+lung.png,"(256, 256)",134288,"(4, 588, 863, 339)"
train,covid_1075_X-Ray_chest_right+lung.png,"(256, 256)",196880,"(12, 156, 887, 343)"
train,covid_1075_X-Ray_chest_COVID-19+infection.png,"(256, 256)",28000,"(468, 744, 307, 175)"
train,covid_1078_X-Ray_chest_lung.png,"(256, 256)",300304,"(84, 224, 899, 739)"
train,covid_1078_X-Ray_chest_left+lung.png,"(256, 256)",114704,"(84, 620, 815, 343)"
train,covid_1078_X-Ray_chest_right+lung.png,"(256, 256)",185600,"(100, 224, 883, 287)"
train,covid_1078_X-Ray_chest_COVID-19+infection.png,"(256, 256)",300304,"(84, 224, 899, 739)"
train,covid_108_X-Ray_chest_lung.png,"(256, 256)",254144,"(48, 108, 731, 759)"
train,covid_108_X-Ray_chest_left+lung.png,"(256, 256)",117648,"(48, 524, 731, 343)"
train,covid_108_X-Ray_chest_right+lung.png,"(256, 256)",136496,"(60, 108, 671, 347)"
train,covid_108_X-Ray_chest_COVID-19+infection.png,"(256, 256)",43696,"(380, 580, 399, 287)"
train,covid_1081_X-Ray_chest_lung.png,"(256, 256)",172352,"(124, 192, 551, 715)"
train,covid_1081_X-Ray_chest_left+lung.png,"(256, 256)",74464,"(132, 588, 507, 319)"
train,covid_1081_X-Ray_chest_right+lung.png,"(256, 256)",97888,"(124, 192, 551, 295)"
train,covid_1081_X-Ray_chest_COVID-19+infection.png,"(256, 256)",148800,"(132, 196, 543, 711)"
train,covid_1087_X-Ray_chest_lung.png,"(256, 256)",314064,"(56, 0, 831, 1003)"
train,covid_1087_X-Ray_chest_left+lung.png,"(256, 256)",140096,"(56, 600, 831, 403)"
train,covid_1087_X-Ray_chest_right+lung.png,"(256, 256)",173968,"(56, 0, 731, 463)"
train,covid_1087_X-Ray_chest_COVID-19+infection.png,"(256, 256)",205424,"(56, 0, 831, 999)"
train,covid_1088_X-Ray_chest_lung.png,"(256, 256)",303232,"(116, 72, 691, 851)"
train,covid_1088_X-Ray_chest_left+lung.png,"(256, 256)",140176,"(120, 596, 583, 327)"
train,covid_1088_X-Ray_chest_right+lung.png,"(256, 256)",163056,"(116, 72, 691, 419)"
train,covid_1088_X-Ray_chest_COVID-19+infection.png,"(256, 256)",73952,"(412, 108, 351, 803)"
train,covid_109_X-Ray_chest_lung.png,"(256, 256)",220048,"(76, 4, 583, 939)"
train,covid_109_X-Ray_chest_left+lung.png,"(256, 256)",113824,"(76, 500, 583, 443)"
train,covid_109_X-Ray_chest_right+lung.png,"(256, 256)",106224,"(92, 4, 503, 323)"
train,covid_109_X-Ray_chest_COVID-19+infection.png,"(256, 256)",220048,"(76, 4, 583, 939)"
train,covid_1090_X-Ray_chest_lung.png,"(256, 256)",164336,"(208, 212, 575, 747)"
train,covid_1090_X-Ray_chest_left+lung.png,"(256, 256)",63344,"(208, 624, 575, 335)"
train,covid_1090_X-Ray_chest_right+lung.png,"(256, 256)",100992,"(220, 212, 527, 291)"
train,covid_1090_X-Ray_chest_COVID-19+infection.png,"(256, 256)",120320,"(220, 212, 527, 735)"
train,covid_1091_X-Ray_chest_lung.png,"(256, 256)",368608,"(132, 20, 735, 1003)"
train,covid_1091_X-Ray_chest_left+lung.png,"(256, 256)",161568,"(160, 552, 707, 471)"
train,covid_1091_X-Ray_chest_right+lung.png,"(256, 256)",207040,"(132, 20, 683, 423)"
train,covid_1091_X-Ray_chest_COVID-19+infection.png,"(256, 256)",334016,"(132, 20, 735, 1003)"
train,covid_1092_X-Ray_chest_lung.png,"(256, 256)",303968,"(56, 128, 863, 679)"
train,covid_1092_X-Ray_chest_left+lung.png,"(256, 256)",137344,"(64, 528, 827, 279)"
train,covid_1092_X-Ray_chest_right+lung.png,"(256, 256)",166624,"(56, 128, 863, 311)"
train,covid_1092_X-Ray_chest_COVID-19+infection.png,"(256, 256)",77920,"(328, 168, 515, 631)"
train,covid_1094_X-Ray_chest_lung.png,"(256, 256)",266496,"(160, 172, 743, 755)"
train,covid_1094_X-Ray_chest_left+lung.png,"(256, 256)",120992,"(160, 536, 715, 391)"
train,covid_1094_X-Ray_chest_right+lung.png,"(256, 256)",145504,"(184, 172, 719, 267)"
train,covid_1094_X-Ray_chest_COVID-19+infection.png,"(256, 256)",77520,"(484, 172, 383, 751)"
