split,fname,original_shape,mask_area,mask_bbox
train,benign (149)_ultrasound_breast_benign+tumor.png,"(468, 557)",30653,"(320, 217, 147, 288)"
train,benign (149)_ultrasound_breast_tumor.png,"(468, 557)",30653,"(320, 217, 147, 288)"
train,benign (15)_ultrasound_breast_benign+tumor.png,"(526, 701)",6531,"(315, 332, 89, 96)"
train,benign (15)_ultrasound_breast_tumor.png,"(526, 701)",6531,"(315, 332, 89, 96)"
train,benign (150)_ultrasound_breast_benign+tumor.png,"(570, 671)",4274,"(388, 636, 59, 86)"
train,benign (150)_ultrasound_breast_tumor.png,"(570, 671)",4274,"(388, 636, 59, 86)"
train,benign (151)_ultrasound_breast_benign+tumor.png,"(469, 560)",7779,"(324, 614, 87, 116)"
train,benign (151)_ultrasound_breast_tumor.png,"(469, 560)",7779,"(324, 614, 87, 116)"
train,benign (152)_ultrasound_breast_benign+tumor.png,"(471, 555)",209520,"(127, 279, 481, 622)"
train,benign (152)_ultrasound_breast_tumor.png,"(471, 555)",209520,"(127, 279, 481, 622)"
train,benign (153)_ultrasound_breast_benign+tumor.png,"(574, 772)",4931,"(272, 532, 72, 80)"
train,benign (153)_ultrasound_breast_tumor.png,"(574, 772)",4931,"(272, 532, 72, 80)"
train,benign (154)_ultrasound_breast_benign+tumor.png,"(464, 556)",6977,"(306, 499, 80, 115)"
train,benign (154)_ultrasound_breast_tumor.png,"(464, 556)",6977,"(306, 499, 80, 115)"
train,benign (155)_ultrasound_breast_benign+tumor.png,"(583, 783)",103953,"(364, 84, 339, 429)"
train,benign (155)_ultrasound_breast_tumor.png,"(583, 783)",103953,"(364, 84, 339, 429)"
train,benign (156)_ultrasound_breast_benign+tumor.png,"(581, 887)",12779,"(359, 478, 102, 159)"
train,benign (156)_ultrasound_breast_tumor.png,"(581, 887)",12779,"(359, 478, 102, 159)"
train,benign (157)_ultrasound_breast_benign+tumor.png,"(465, 567)",35927,"(175, 545, 176, 263)"
train,benign (157)_ultrasound_breast_tumor.png,"(465, 567)",35927,"(175, 545, 176, 263)"
train,benign (158)_ultrasound_breast_benign+tumor.png,"(464, 556)",123757,"(147, 155, 266, 570)"
train,benign (158)_ultrasound_breast_tumor.png,"(464, 556)",123757,"(147, 155, 266, 570)"
train,benign (159)_ultrasound_breast_benign+tumor.png,"(574, 696)",7305,"(313, 800, 86, 104)"
train,benign (159)_ultrasound_breast_tumor.png,"(574, 696)",7305,"(313, 800, 86, 104)"
train,benign (16)_ultrasound_breast_benign+tumor.png,"(462, 558)",7796,"(323, 602, 82, 107)"
train,benign (16)_ultrasound_breast_tumor.png,"(462, 558)",7796,"(323, 602, 82, 107)"
train,benign (160)_ultrasound_breast_benign+tumor.png,"(585, 624)",9815,"(271, 223, 98, 117)"
train,benign (160)_ultrasound_breast_tumor.png,"(585, 624)",9815,"(271, 223, 98, 117)"
train,benign (161)_ultrasound_breast_benign+tumor.png,"(463, 568)",10114,"(240, 716, 104, 121)"
train,benign (161)_ultrasound_breast_tumor.png,"(463, 568)",10114,"(240, 716, 104, 121)"
train,benign (162)_ultrasound_breast_benign+tumor.png,"(470, 549)",4369,"(364, 136, 61, 85)"
train,benign (162)_ultrasound_breast_tumor.png,"(470, 549)",4369,"(364, 136, 61, 85)"
train,benign (163)_ultrasound_breast_benign+tumor.png,"(576, 779)",3797,"(366, 703, 61, 81)"
train,benign (163)_ultrasound_breast_tumor.png,"(576, 779)",3797,"(366, 703, 61, 81)"
train,benign (164)_ultrasound_breast_benign+tumor.png,"(470, 560)",138672,"(121, 0, 271, 696)"
train,benign (164)_ultrasound_breast_tumor.png,"(470, 560)",138672,"(121, 0, 271, 696)"
train,benign (165)_ultrasound_breast_benign+tumor.png,"(464, 558)",5481,"(319, 795, 58, 114)"
train,benign (165)_ultrasound_breast_tumor.png,"(464, 558)",5481,"(319, 795, 58, 114)"
train,benign (166)_ultrasound_breast_benign+tumor.png,"(471, 555)",9883,"(275, 614, 99, 123)"
train,benign (166)_ultrasound_breast_tumor.png,"(471, 555)",9883,"(275, 614, 99, 123)"
train,benign (167)_ultrasound_breast_benign+tumor.png,"(463, 566)",8455,"(346, 470, 83, 119)"
train,benign (167)_ultrasound_breast_tumor.png,"(463, 566)",8455,"(346, 470, 83, 119)"
train,benign (168)_ultrasound_breast_benign+tumor.png,"(471, 557)",41918,"(360, 327, 176, 304)"
train,benign (168)_ultrasound_breast_tumor.png,"(471, 557)",41918,"(360, 327, 176, 304)"
train,benign (169)_ultrasound_breast_benign+tumor.png,"(469, 561)",4630,"(482, 157, 55, 103)"
train,benign (169)_ultrasound_breast_tumor.png,"(469, 561)",4630,"(482, 157, 55, 103)"
train,benign (17)_ultrasound_breast_benign+tumor.png,"(463, 558)",17117,"(276, 576, 107, 190)"
train,benign (17)_ultrasound_breast_tumor.png,"(463, 558)",17117,"(276, 576, 107, 190)"
train,benign (170)_ultrasound_breast_benign+tumor.png,"(468, 564)",41435,"(361, 505, 161, 324)"
train,benign (170)_ultrasound_breast_tumor.png,"(468, 564)",41435,"(361, 505, 161, 324)"
train,benign (171)_ultrasound_breast_benign+tumor.png,"(463, 566)",4522,"(317, 686, 54, 102)"
train,benign (171)_ultrasound_breast_tumor.png,"(463, 566)",4522,"(317, 686, 54, 102)"
train,benign (172)_ultrasound_breast_benign+tumor.png,"(589, 619)",23977,"(235, 185, 146, 194)"
train,benign (172)_ultrasound_breast_tumor.png,"(589, 619)",23977,"(235, 185, 146, 194)"
train,benign (173)_ultrasound_breast_benign+tumor.png,"(573, 726)",17335,"(192, 66, 125, 177)"
train,benign (173)_ultrasound_breast_tumor.png,"(573, 726)",17335,"(192, 66, 125, 177)"
train,benign (174)_ultrasound_breast_benign+tumor.png,"(490, 556)",87043,"(208, 199, 268, 423)"
train,benign (174)_ultrasound_breast_tumor.png,"(490, 556)",87043,"(208, 199, 268, 423)"
train,benign (175)_ultrasound_breast_benign+tumor.png,"(573, 765)",40348,"(332, 270, 198, 266)"
train,benign (175)_ultrasound_breast_tumor.png,"(573, 765)",40348,"(332, 270, 198, 266)"
train,benign (176)_ultrasound_breast_benign+tumor.png,"(487, 715)",10152,"(319, 347, 81, 158)"
train,benign (176)_ultrasound_breast_tumor.png,"(487, 715)",10152,"(319, 347, 81, 158)"
train,benign (177)_ultrasound_breast_benign+tumor.png,"(470, 562)",9366,"(270, 126, 82, 139)"
train,benign (177)_ultrasound_breast_tumor.png,"(470, 562)",9366,"(270, 126, 82, 139)"
train,benign (178)_ultrasound_breast_benign+tumor.png,"(576, 772)",56748,"(424, 350, 221, 331)"
train,benign (178)_ultrasound_breast_tumor.png,"(576, 772)",56748,"(424, 350, 221, 331)"
train,benign (179)_ultrasound_breast_benign+tumor.png,"(468, 422)",4618,"(85, 330, 67, 80)"
train,benign (179)_ultrasound_breast_tumor.png,"(468, 422)",4618,"(85, 330, 67, 80)"
train,benign (18)_ultrasound_breast_benign+tumor.png,"(469, 564)",173277,"(133, 318, 455, 534)"
train,benign (18)_ultrasound_breast_tumor.png,"(469, 564)",173277,"(133, 318, 455, 534)"
train,benign (180)_ultrasound_breast_benign+tumor.png,"(600, 763)",20843,"(357, 568, 157, 157)"
train,benign (180)_ultrasound_breast_tumor.png,"(600, 763)",20843,"(357, 568, 157, 157)"
train,benign (181)_ultrasound_breast_benign+tumor.png,"(455, 733)",44405,"(363, 430, 228, 279)"
train,benign (181)_ultrasound_breast_tumor.png,"(455, 733)",44405,"(363, 430, 228, 279)"
train,benign (182)_ultrasound_breast_benign+tumor.png,"(463, 555)",10579,"(197, 614, 116, 112)"
train,benign (182)_ultrasound_breast_tumor.png,"(463, 555)",10579,"(197, 614, 116, 112)"
train,benign (183)_ultrasound_breast_benign+tumor.png,"(683, 916)",5888,"(372, 359, 78, 94)"
train,benign (183)_ultrasound_breast_tumor.png,"(683, 916)",5888,"(372, 359, 78, 94)"
train,benign (184)_ultrasound_breast_benign+tumor.png,"(487, 349)",107590,"(175, 296, 224, 569)"
train,benign (184)_ultrasound_breast_tumor.png,"(487, 349)",107590,"(175, 296, 224, 569)"
train,benign (185)_ultrasound_breast_benign+tumor.png,"(592, 752)",6195,"(384, 482, 70, 104)"
train,benign (185)_ultrasound_breast_tumor.png,"(592, 752)",6195,"(384, 482, 70, 104)"
train,benign (186)_ultrasound_breast_benign+tumor.png,"(574, 741)",63743,"(361, 410, 258, 303)"
train,benign (186)_ultrasound_breast_tumor.png,"(574, 741)",63743,"(361, 410, 258, 303)"
train,benign (187)_ultrasound_breast_benign+tumor.png,"(574, 730)",12981,"(304, 285, 84, 198)"
train,benign (187)_ultrasound_breast_tumor.png,"(574, 730)",12981,"(304, 285, 84, 198)"
train,benign (188)_ultrasound_breast_benign+tumor.png,"(600, 655)",431598,"(277, 108, 596, 913)"
train,benign (188)_ultrasound_breast_tumor.png,"(600, 655)",431598,"(277, 108, 596, 913)"
train,benign (189)_ultrasound_breast_benign+tumor.png,"(465, 544)",8348,"(245, 361, 69, 150)"
train,benign (189)_ultrasound_breast_tumor.png,"(465, 544)",8348,"(245, 361, 69, 150)"
train,benign (19)_ultrasound_breast_benign+tumor.png,"(572, 663)",4508,"(387, 627, 64, 86)"
train,benign (19)_ultrasound_breast_tumor.png,"(572, 663)",4508,"(387, 627, 64, 86)"
train,benign (190)_ultrasound_breast_benign+tumor.png,"(470, 734)",59806,"(391, 204, 279, 287)"
train,benign (190)_ultrasound_breast_tumor.png,"(470, 734)",59806,"(391, 204, 279, 287)"
train,benign (191)_ultrasound_breast_benign+tumor.png,"(463, 549)",14311,"(270, 373, 78, 208)"
train,benign (191)_ultrasound_breast_tumor.png,"(463, 549)",14311,"(270, 373, 78, 208)"
train,benign (192)_ultrasound_breast_benign+tumor.png,"(474, 557)",27694,"(297, 548, 151, 227)"
train,benign (192)_ultrasound_breast_tumor.png,"(474, 557)",27694,"(297, 548, 151, 227)"
train,benign (193)_ultrasound_breast_benign+tumor.png,"(580, 754)",8324,"(403, 645, 89, 113)"
train,benign (193)_ultrasound_breast_tumor.png,"(580, 754)",8324,"(403, 645, 89, 113)"
train,benign (194)_ultrasound_breast_benign+tumor.png,"(492, 711)",22142,"(287, 668, 142, 210)"
train,benign (194)_ultrasound_breast_tumor.png,"(492, 711)",22142,"(287, 668, 142, 210)"
train,benign (195)_ultrasound_breast_benign+tumor.png,"(611, 729)",133361,"(375, 13, 423, 441)"
train,benign (195)_ultrasound_breast_tumor.png,"(611, 729)",133361,"(375, 13, 423, 441)"
train,benign (196)_ultrasound_breast_benign+tumor.png,"(580, 766)",27284,"(160, 397, 106, 427)"
train,benign (196)_ultrasound_breast_tumor.png,"(580, 766)",27284,"(160, 397, 106, 427)"
train,benign (197)_ultrasound_breast_benign+tumor.png,"(465, 547)",12577,"(286, 444, 95, 165)"
train,benign (197)_ultrasound_breast_tumor.png,"(465, 547)",12577,"(286, 444, 95, 165)"
train,benign (198)_ultrasound_breast_benign+tumor.png,"(571, 759)",75047,"(305, 409, 196, 513)"
train,benign (198)_ultrasound_breast_tumor.png,"(571, 759)",75047,"(305, 409, 196, 513)"
train,benign (199)_ultrasound_breast_benign+tumor.png,"(473, 556)",165804,"(513, 15, 266, 824)"
train,benign (199)_ultrasound_breast_tumor.png,"(473, 556)",165804,"(513, 15, 266, 824)"
train,benign (2)_ultrasound_breast_benign+tumor.png,"(473, 557)",31699,"(491, 188, 140, 298)"
train,benign (2)_ultrasound_breast_tumor.png,"(473, 557)",31699,"(491, 188, 140, 298)"
train,benign (20)_ultrasound_breast_benign+tumor.png,"(473, 319)",30472,"(216, 431, 164, 246)"
train,benign (20)_ultrasound_breast_tumor.png,"(473, 319)",30472,"(216, 431, 164, 246)"
train,benign (200)_ultrasound_breast_benign+tumor.png,"(473, 554)",115562,"(156, 157, 282, 572)"
train,benign (200)_ultrasound_breast_tumor.png,"(473, 554)",115562,"(156, 157, 282, 572)"
train,benign (201)_ultrasound_breast_benign+tumor.png,"(474, 556)",22141,"(367, 330, 111, 356)"
train,benign (201)_ultrasound_breast_tumor.png,"(474, 556)",22141,"(367, 330, 111, 356)"
train,benign (202)_ultrasound_breast_benign+tumor.png,"(469, 552)",5405,"(212, 868, 64, 97)"
train,benign (202)_ultrasound_breast_tumor.png,"(469, 552)",5405,"(212, 868, 64, 97)"
train,benign (203)_ultrasound_breast_benign+tumor.png,"(471, 569)",88755,"(189, 299, 215, 542)"
train,benign (203)_ultrasound_breast_tumor.png,"(471, 569)",88755,"(189, 299, 215, 542)"
train,benign (204)_ultrasound_breast_benign+tumor.png,"(476, 560)",47178,"(121, 311, 207, 306)"
train,benign (204)_ultrasound_breast_tumor.png,"(476, 560)",47178,"(121, 311, 207, 306)"
train,benign (205)_ultrasound_breast_benign+tumor.png,"(477, 557)",202229,"(366, 85, 322, 817)"
train,benign (205)_ultrasound_breast_tumor.png,"(477, 557)",202229,"(366, 85, 322, 817)"
train,benign (206)_ultrasound_breast_benign+tumor.png,"(485, 569)",48069,"(121, 313, 229, 309)"
train,benign (206)_ultrasound_breast_tumor.png,"(485, 569)",48069,"(121, 313, 229, 309)"
train,benign (207)_ultrasound_breast_benign+tumor.png,"(481, 562)",110541,"(363, 343, 227, 660)"
train,benign (207)_ultrasound_breast_tumor.png,"(481, 562)",110541,"(363, 343, 227, 660)"
train,benign (208)_ultrasound_breast_benign+tumor.png,"(479, 562)",10741,"(276, 357, 95, 139)"
train,benign (208)_ultrasound_breast_tumor.png,"(479, 562)",10741,"(276, 357, 95, 139)"
train,benign (209)_ultrasound_breast_benign+tumor.png,"(477, 558)",26013,"(182, 442, 137, 243)"
train,benign (209)_ultrasound_breast_tumor.png,"(477, 558)",26013,"(182, 442, 137, 243)"
train,benign (21)_ultrasound_breast_benign+tumor.png,"(451, 558)",6254,"(325, 505, 69, 118)"
train,benign (21)_ultrasound_breast_tumor.png,"(451, 558)",6254,"(325, 505, 69, 118)"
train,benign (210)_ultrasound_breast_benign+tumor.png,"(471, 563)",70727,"(371, 65, 319, 310)"
train,benign (210)_ultrasound_breast_tumor.png,"(471, 563)",70727,"(371, 65, 319, 310)"
train,benign (211)_ultrasound_breast_benign+tumor.png,"(465, 557)",15125,"(254, 504, 105, 197)"
train,benign (211)_ultrasound_breast_tumor.png,"(465, 557)",15125,"(254, 504, 105, 197)"
train,benign (212)_ultrasound_breast_benign+tumor.png,"(469, 558)",75053,"(278, 294, 142, 670)"
train,benign (212)_ultrasound_breast_tumor.png,"(469, 558)",75053,"(278, 294, 142, 670)"
train,benign (213)_ultrasound_breast_benign+tumor.png,"(486, 573)",33743,"(235, 461, 163, 262)"
train,benign (213)_ultrasound_breast_tumor.png,"(486, 573)",33743,"(235, 461, 163, 262)"
train,benign (214)_ultrasound_breast_benign+tumor.png,"(396, 602)",38562,"(242, 638, 145, 336)"
train,benign (214)_ultrasound_breast_tumor.png,"(396, 602)",38562,"(242, 638, 145, 336)"
train,benign (215)_ultrasound_breast_benign+tumor.png,"(396, 600)",16327,"(222, 649, 132, 147)"
train,benign (215)_ultrasound_breast_tumor.png,"(396, 600)",16327,"(222, 649, 132, 147)"
train,benign (216)_ultrasound_breast_benign+tumor.png,"(386, 646)",36350,"(274, 674, 137, 339)"
train,benign (216)_ultrasound_breast_tumor.png,"(386, 646)",36350,"(274, 674, 137, 339)"
train,benign (217)_ultrasound_breast_benign+tumor.png,"(396, 603)",60023,"(208, 365, 145, 520)"
train,benign (217)_ultrasound_breast_tumor.png,"(396, 603)",60023,"(208, 365, 145, 520)"
train,benign (218)_ultrasound_breast_benign+tumor.png,"(396, 602)",86904,"(223, 260, 213, 581)"
train,benign (218)_ultrasound_breast_tumor.png,"(396, 602)",86904,"(223, 260, 213, 581)"
train,benign (219)_ultrasound_breast_benign+tumor.png,"(396, 608)",17334,"(296, 723, 97, 243)"
train,benign (219)_ultrasound_breast_tumor.png,"(396, 608)",17334,"(296, 723, 97, 243)"
train,benign (22)_ultrasound_breast_benign+tumor.png,"(463, 562)",45367,"(425, 312, 213, 281)"
train,benign (22)_ultrasound_breast_tumor.png,"(463, 562)",45367,"(425, 312, 213, 281)"
train,benign (220)_ultrasound_breast_benign+tumor.png,"(396, 609)",21715,"(394, 738, 159, 230)"
train,benign (220)_ultrasound_breast_tumor.png,"(396, 609)",21715,"(394, 738, 159, 230)"
train,benign (221)_ultrasound_breast_benign+tumor.png,"(394, 610)",5949,"(467, 878, 68, 113)"
train,benign (221)_ultrasound_breast_tumor.png,"(394, 610)",5949,"(467, 878, 68, 113)"
train,benign (222)_ultrasound_breast_benign+tumor.png,"(392, 605)",23829,"(390, 303, 148, 244)"
train,benign (222)_ultrasound_breast_tumor.png,"(392, 605)",23829,"(390, 303, 148, 244)"
