split,fname,original_shape,mask_area,mask_bbox
train,dermIS_SSM4_dermoscopy_skin_lesion.png,"(483, 550, 3)",271414,"(214, 305, 656, 606)"
train,dermIS_SSM5_dermoscopy_skin_melanoma.png,"(397, 550, 3)",195699,"(224, 268, 510, 602)"
train,dermIS_SSM5_dermoscopy_skin_lesion.png,"(397, 550, 3)",195699,"(224, 268, 510, 602)"
train,dermIS_SSM7_dermoscopy_skin_melanoma.png,"(430, 550, 3)",200096,"(264, 184, 510, 539)"
train,dermIS_SSM7_dermoscopy_skin_lesion.png,"(430, 550, 3)",200096,"(264, 184, 510, 539)"
train,dermIS_SSM9_dermoscopy_skin_melanoma.png,"(451, 550, 3)",173423,"(226, 320, 527, 461)"
train,dermIS_SSM9_dermoscopy_skin_lesion.png,"(451, 550, 3)",173423,"(226, 320, 527, 461)"
train,dermquest_LMM11_dermoscopy_skin_melanoma.png,"(1043, 1640, 3)",74066,"(362, 328, 345, 337)"
train,dermquest_LMM11_dermoscopy_skin_lesion.png,"(1043, 1640, 3)",74066,"(362, 328, 345, 337)"
train,dermquest_LMM13_dermoscopy_skin_melanoma.png,"(1605, 1078, 3)",14160,"(439, 451, 167, 130)"
train,dermquest_LMM13_dermoscopy_skin_lesion.png,"(1605, 1078, 3)",14160,"(439, 451, 167, 130)"
train,dermquest_LMM2_dermoscopy_skin_melanoma.png,"(1605, 1078, 3)",30213,"(453, 315, 201, 269)"
train,dermquest_LMM2_dermoscopy_skin_lesion.png,"(1605, 1078, 3)",30213,"(453, 315, 201, 269)"
train,dermquest_LMM3_dermoscopy_skin_melanoma.png,"(1043, 1640, 3)",228833,"(233, 178, 604, 573)"
train,dermquest_LMM3_dermoscopy_skin_lesion.png,"(1043, 1640, 3)",228833,"(233, 178, 604, 573)"
train,dermquest_LMM5_dermoscopy_skin_melanoma.png,"(1043, 1640, 3)",69860,"(374, 250, 226, 463)"
train,dermquest_LMM5_dermoscopy_skin_lesion.png,"(1043, 1640, 3)",69860,"(374, 250, 226, 463)"
train,dermquest_LMM7_dermoscopy_skin_melanoma.png,"(1043, 1640, 3)",77984,"(395, 268, 374, 378)"
train,dermquest_LMM7_dermoscopy_skin_lesion.png,"(1043, 1640, 3)",77984,"(395, 268, 374, 378)"
train,dermquest_LMM8_2_dermoscopy_skin_melanoma.png,"(1043, 1640, 3)",42033,"(380, 394, 299, 286)"
train,dermquest_LMM8_2_dermoscopy_skin_lesion.png,"(1043, 1640, 3)",42033,"(380, 394, 299, 286)"
test,dermquest_LMM8_dermoscopy_skin_melanoma.png,"(1043, 1640, 3)",9985,"(494, 432, 112, 135)"
test,dermquest_LMM8_dermoscopy_skin_lesion.png,"(1043, 1640, 3)",9985,"(494, 432, 112, 135)"
train,dermquest_LMM9_dermoscopy_skin_melanoma.png,"(1043, 1640, 3)",10433,"(489, 376, 124, 129)"
train,dermquest_LMM9_dermoscopy_skin_lesion.png,"(1043, 1640, 3)",10433,"(489, 376, 124, 129)"
train,dermquest_NM61_dermoscopy_skin_melanoma.png,"(1043, 1640, 3)",37957,"(386, 438, 346, 165)"
train,dermquest_NM61_dermoscopy_skin_lesion.png,"(1043, 1640, 3)",37957,"(386, 438, 346, 165)"
train,dermquest_NM83_dermoscopy_skin_melanoma.png,"(1043, 1640, 3)",55048,"(310, 397, 303, 235)"
train,dermquest_NM83_dermoscopy_skin_lesion.png,"(1043, 1640, 3)",55048,"(310, 397, 303, 235)"
train,dermquest_SSM11_2_dermoscopy_skin_melanoma.png,"(1043, 1640, 3)",25372,"(436, 352, 180, 220)"
train,dermquest_SSM11_2_dermoscopy_skin_lesion.png,"(1043, 1640, 3)",25372,"(436, 352, 180, 220)"
test,dermquest_SSM11_dermoscopy_skin_melanoma.png,"(1043, 1640, 3)",7387,"(502, 432, 97, 117)"
test,dermquest_SSM11_dermoscopy_skin_lesion.png,"(1043, 1640, 3)",7387,"(502, 432, 97, 117)"
train,dermquest_SSM12_dermoscopy_skin_melanoma.png,"(1043, 1640, 3)",19553,"(467, 323, 120, 226)"
train,dermquest_SSM12_dermoscopy_skin_lesion.png,"(1043, 1640, 3)",19553,"(467, 323, 120, 226)"
test,dermquest_SSM15_dermoscopy_skin_melanoma.png,"(1605, 1078, 3)",23785,"(483, 416, 147, 225)"
test,dermquest_SSM15_dermoscopy_skin_lesion.png,"(1605, 1078, 3)",23785,"(483, 416, 147, 225)"
train,dermquest_SSM16_dermoscopy_skin_melanoma.png,"(1605, 1078, 3)",63645,"(357, 384, 400, 262)"
train,dermquest_SSM16_dermoscopy_skin_lesion.png,"(1605, 1078, 3)",63645,"(357, 384, 400, 262)"
train,dermquest_SSM17_dermoscopy_skin_melanoma.png,"(1043, 1640, 3)",26775,"(425, 295, 172, 233)"
train,dermquest_SSM17_dermoscopy_skin_lesion.png,"(1043, 1640, 3)",26775,"(425, 295, 172, 233)"
train,dermquest_SSM18_dermoscopy_skin_melanoma.png,"(1605, 1078, 3)",69138,"(359, 294, 274, 361)"
train,dermquest_SSM18_dermoscopy_skin_lesion.png,"(1605, 1078, 3)",69138,"(359, 294, 274, 361)"
test,dermquest_SSM19_dermoscopy_skin_melanoma.png,"(1605, 1078, 3)",50098,"(232, 385, 278, 230)"
test,dermquest_SSM19_dermoscopy_skin_lesion.png,"(1605, 1078, 3)",50098,"(232, 385, 278, 230)"
train,dermquest_SSM1_2_dermoscopy_skin_melanoma.png,"(1043, 1640, 3)",97405,"(342, 386, 419, 377)"
train,dermquest_SSM1_2_dermoscopy_skin_lesion.png,"(1043, 1640, 3)",97405,"(342, 386, 419, 377)"
train,dermquest_SSM1_dermoscopy_skin_melanoma.png,"(1043, 1640, 3)",15305,"(418, 481, 175, 141)"
train,dermquest_SSM1_dermoscopy_skin_lesion.png,"(1043, 1640, 3)",15305,"(418, 481, 175, 141)"
train,dermquest_SSM21_dermoscopy_skin_melanoma.png,"(1605, 1078, 3)",12059,"(457, 451, 163, 99)"
train,dermquest_SSM21_dermoscopy_skin_lesion.png,"(1605, 1078, 3)",12059,"(457, 451, 163, 99)"
test,dermquest_SSM22_dermoscopy_skin_melanoma.png,"(1080, 1640, 3)",47770,"(339, 364, 312, 230)"
test,dermquest_SSM22_dermoscopy_skin_lesion.png,"(1080, 1640, 3)",47770,"(339, 364, 312, 230)"
train,dermquest_SSM23_dermoscopy_skin_melanoma.png,"(1043, 1640, 3)",12912,"(414, 470, 157, 126)"
train,dermquest_SSM23_dermoscopy_skin_lesion.png,"(1043, 1640, 3)",12912,"(414, 470, 157, 126)"
train,dermquest_SSM24_2_dermoscopy_skin_melanoma.png,"(1605, 1078, 3)",11983,"(436, 462, 131, 147)"
train,dermquest_SSM24_2_dermoscopy_skin_lesion.png,"(1605, 1078, 3)",11983,"(436, 462, 131, 147)"
train,dermquest_SSM24_dermoscopy_skin_melanoma.png,"(1605, 1078, 3)",5024,"(462, 439, 79, 99)"
train,dermquest_SSM24_dermoscopy_skin_lesion.png,"(1605, 1078, 3)",5024,"(462, 439, 79, 99)"
test,dermquest_SSM26_dermoscopy_skin_melanoma.png,"(1043, 1640, 3)",72913,"(332, 270, 345, 347)"
test,dermquest_SSM26_dermoscopy_skin_lesion.png,"(1043, 1640, 3)",72913,"(332, 270, 345, 347)"
train,dermquest_SSM28_2_dermoscopy_skin_melanoma.png,"(1043, 1640, 3)",28310,"(422, 414, 189, 196)"
train,dermquest_SSM28_2_dermoscopy_skin_lesion.png,"(1043, 1640, 3)",28310,"(422, 414, 189, 196)"
train,dermquest_SSM28_dermoscopy_skin_melanoma.png,"(1043, 1640, 3)",7297,"(490, 488, 91, 99)"
train,dermquest_SSM28_dermoscopy_skin_lesion.png,"(1043, 1640, 3)",7297,"(490, 488, 91, 99)"
test,dermquest_SSM29_2_dermoscopy_skin_melanoma.png,"(1043, 1640, 3)",36575,"(388, 433, 223, 255)"
test,dermquest_SSM29_2_dermoscopy_skin_lesion.png,"(1043, 1640, 3)",36575,"(388, 433, 223, 255)"
test,dermquest_SSM29_dermoscopy_skin_melanoma.png,"(1043, 1640, 3)",7346,"(474, 433, 96, 115)"
test,dermquest_SSM29_dermoscopy_skin_lesion.png,"(1043, 1640, 3)",7346,"(474, 433, 96, 115)"
train,dermquest_SSM2_dermoscopy_skin_melanoma.png,"(1043, 1640, 3)",28489,"(370, 426, 191, 272)"
train,dermquest_SSM2_dermoscopy_skin_lesion.png,"(1043, 1640, 3)",28489,"(370, 426, 191, 272)"
train,dermquest_SSM30_2_dermoscopy_skin_melanoma.png,"(1605, 1078, 3)",59699,"(457, 418, 316, 286)"
train,dermquest_SSM30_2_dermoscopy_skin_lesion.png,"(1605, 1078, 3)",59699,"(457, 418, 316, 286)"
train,dermquest_SSM30_dermoscopy_skin_melanoma.png,"(1605, 1078, 3)",12974,"(423, 511, 156, 132)"
train,dermquest_SSM30_dermoscopy_skin_lesion.png,"(1605, 1078, 3)",12974,"(423, 511, 156, 132)"
train,dermquest_SSM31_dermoscopy_skin_melanoma.png,"(1043, 1640, 3)",156410,"(295, 111, 368, 632)"
train,dermquest_SSM31_dermoscopy_skin_lesion.png,"(1043, 1640, 3)",156410,"(295, 111, 368, 632)"
train,dermquest_SSM32_2_dermoscopy_skin_melanoma.png,"(1043, 1640, 3)",153070,"(271, 228, 360, 571)"
train,dermquest_SSM32_2_dermoscopy_skin_lesion.png,"(1043, 1640, 3)",153070,"(271, 228, 360, 571)"
train,dermquest_SSM32_dermoscopy_skin_melanoma.png,"(1043, 1640, 3)",73457,"(358, 343, 250, 391)"
train,dermquest_SSM32_dermoscopy_skin_lesion.png,"(1043, 1640, 3)",73457,"(358, 343, 250, 391)"
train,dermquest_SSM33_2_dermoscopy_skin_melanoma.png,"(1043, 1640, 3)",115986,"(372, 388, 447, 377)"
train,dermquest_SSM33_2_dermoscopy_skin_lesion.png,"(1043, 1640, 3)",115986,"(372, 388, 447, 377)"
test,dermquest_SSM33_dermoscopy_skin_melanoma.png,"(1043, 1640, 3)",22089,"(414, 471, 194, 156)"
test,dermquest_SSM33_dermoscopy_skin_lesion.png,"(1043, 1640, 3)",22089,"(414, 471, 194, 156)"
train,dermquest_SSM34_2_dermoscopy_skin_melanoma.png,"(1043, 1640, 3)",119230,"(377, 285, 363, 456)"
train,dermquest_SSM34_2_dermoscopy_skin_lesion.png,"(1043, 1640, 3)",119230,"(377, 285, 363, 456)"
train,dermquest_SSM34_dermoscopy_skin_melanoma.png,"(1043, 1640, 3)",57341,"(420, 380, 248, 322)"
train,dermquest_SSM34_dermoscopy_skin_lesion.png,"(1043, 1640, 3)",57341,"(420, 380, 248, 322)"
train,dermquest_SSM36_dermoscopy_skin_melanoma.png,"(1043, 1640, 3)",161905,"(330, 180, 476, 518)"
train,dermquest_SSM36_dermoscopy_skin_lesion.png,"(1043, 1640, 3)",161905,"(330, 180, 476, 518)"
train,dermquest_SSM40_dermoscopy_skin_melanoma.png,"(1094, 1640, 3)",33053,"(445, 406, 216, 240)"
train,dermquest_SSM40_dermoscopy_skin_lesion.png,"(1094, 1640, 3)",33053,"(445, 406, 216, 240)"
train,dermquest_SSM41_dermoscopy_skin_melanoma.png,"(1043, 1640, 3)",29665,"(394, 425, 242, 186)"
train,dermquest_SSM41_dermoscopy_skin_lesion.png,"(1043, 1640, 3)",29665,"(394, 425, 242, 186)"
train,dermquest_SSM42_2_dermoscopy_skin_melanoma.png,"(1043, 1640, 3)",82050,"(313, 265, 315, 373)"
train,dermquest_SSM42_2_dermoscopy_skin_lesion.png,"(1043, 1640, 3)",82050,"(313, 265, 315, 373)"
train,dermquest_SSM42_dermoscopy_skin_melanoma.png,"(1043, 1640, 3)",9404,"(467, 490, 111, 122)"
train,dermquest_SSM42_dermoscopy_skin_lesion.png,"(1043, 1640, 3)",9404,"(467, 490, 111, 122)"
train,dermquest_SSM43_dermoscopy_skin_melanoma.png,"(1043, 1640, 3)",102152,"(306, 313, 374, 420)"
train,dermquest_SSM43_dermoscopy_skin_lesion.png,"(1043, 1640, 3)",102152,"(306, 313, 374, 420)"
train,dermquest_SSM45_dermoscopy_skin_melanoma.png,"(1043, 1640, 3)",106321,"(337, 245, 365, 458)"
train,dermquest_SSM45_dermoscopy_skin_lesion.png,"(1043, 1640, 3)",106321,"(337, 245, 365, 458)"
test,dermquest_SSM51_dermoscopy_skin_melanoma.png,"(1043, 1640, 3)",14520,"(460, 451, 103, 204)"
test,dermquest_SSM51_dermoscopy_skin_lesion.png,"(1043, 1640, 3)",14520,"(460, 451, 103, 204)"
train,dermquest_SSM53_dermoscopy_skin_melanoma.png,"(1043, 1640, 3)",52364,"(358, 357, 291, 313)"
train,dermquest_SSM53_dermoscopy_skin_lesion.png,"(1043, 1640, 3)",52364,"(358, 357, 291, 313)"
train,dermquest_SSM55_2_dermoscopy_skin_melanoma.png,"(1043, 1640, 3)",73303,"(372, 313, 326, 357)"
train,dermquest_SSM55_2_dermoscopy_skin_lesion.png,"(1043, 1640, 3)",73303,"(372, 313, 326, 357)"
train,dermquest_SSM55_dermoscopy_skin_melanoma.png,"(1043, 1640, 3)",17857,"(452, 396, 162, 174)"
train,dermquest_SSM55_dermoscopy_skin_lesion.png,"(1043, 1640, 3)",17857,"(452, 396, 162, 174)"
train,dermquest_SSM57_dermoscopy_skin_melanoma.png,"(1043, 1640, 3)",203114,"(325, 189, 456, 701)"
train,dermquest_SSM57_dermoscopy_skin_lesion.png,"(1043, 1640, 3)",203114,"(325, 189, 456, 701)"
train,dermquest_SSM58_dermoscopy_skin_melanoma.png,"(1043, 1640, 3)",85042,"(297, 258, 475, 326)"
train,dermquest_SSM58_dermoscopy_skin_lesion.png,"(1043, 1640, 3)",85042,"(297, 258, 475, 326)"
train,dermquest_SSM5_2_dermoscopy_skin_melanoma.png,"(1094, 1640, 3)",50519,"(396, 319, 193, 368)"
train,dermquest_SSM5_2_dermoscopy_skin_lesion.png,"(1094, 1640, 3)",50519,"(396, 319, 193, 368)"
train,dermquest_SSM5_dermoscopy_skin_melanoma.png,"(1043, 1640, 3)",10881,"(475, 406, 86, 178)"
train,dermquest_SSM5_dermoscopy_skin_lesion.png,"(1043, 1640, 3)",10881,"(475, 406, 86, 178)"
test,dermquest_SSM62_dermoscopy_skin_melanoma.png,"(1043, 1640, 3)",36884,"(365, 373, 289, 194)"
test,dermquest_SSM62_dermoscopy_skin_lesion.png,"(1043, 1640, 3)",36884,"(365, 373, 289, 194)"
train,dermquest_SSM65_dermoscopy_skin_melanoma.png,"(1043, 1640, 3)",32982,"(410, 369, 226, 210)"
train,dermquest_SSM65_dermoscopy_skin_lesion.png,"(1043, 1640, 3)",32982,"(410, 369, 226, 210)"
train,dermquest_SSM68_dermoscopy_skin_melanoma.png,"(1043, 1640, 3)",23223,"(387, 398, 217, 165)"
train,dermquest_SSM68_dermoscopy_skin_lesion.png,"(1043, 1640, 3)",23223,"(387, 398, 217, 165)"
test,dermquest_SSM70_dermoscopy_skin_melanoma.png,"(1060, 1640, 3)",57271,"(333, 472, 320, 267)"
test,dermquest_SSM70_dermoscopy_skin_lesion.png,"(1060, 1640, 3)",57271,"(333, 472, 320, 267)"
train,dermquest_SSM71_dermoscopy_skin_melanoma.png,"(1043, 1640, 3)",13269,"(431, 421, 148, 141)"
train,dermquest_SSM71_dermoscopy_skin_lesion.png,"(1043, 1640, 3)",13269,"(431, 421, 148, 141)"
train,dermquest_SSM72_dermoscopy_skin_melanoma.png,"(1043, 1640, 3)",32040,"(419, 391, 225, 211)"
train,dermquest_SSM72_dermoscopy_skin_lesion.png,"(1043, 1640, 3)",32040,"(419, 391, 225, 211)"
train,dermquest_SSM74_dermoscopy_skin_melanoma.png,"(1094, 1640, 3)",120733,"(297, 384, 529, 392)"
train,dermquest_SSM74_dermoscopy_skin_lesion.png,"(1094, 1640, 3)",120733,"(297, 384, 529, 392)"
train,dermquest_SSM75_dermoscopy_skin_melanoma.png,"(1043, 1640, 3)",4724,"(472, 471, 84, 79)"
train,dermquest_SSM75_dermoscopy_skin_lesion.png,"(1043, 1640, 3)",4724,"(472, 471, 84, 79)"
train,dermquest_SSM76_dermoscopy_skin_melanoma.png,"(1043, 1640, 3)",67208,"(362, 318, 339, 330)"
train,dermquest_SSM76_dermoscopy_skin_lesion.png,"(1043, 1640, 3)",67208,"(362, 318, 339, 330)"
train,dermquest_SSM78_dermoscopy_skin_melanoma.png,"(1043, 1640, 3)",52171,"(422, 338, 297, 242)"
train,dermquest_SSM78_dermoscopy_skin_lesion.png,"(1043, 1640, 3)",52171,"(422, 338, 297, 242)"
train,dermquest_SSM7_2_dermoscopy_skin_melanoma.png,"(1043, 1640, 3)",55197,"(444, 400, 239, 328)"
train,dermquest_SSM7_2_dermoscopy_skin_lesion.png,"(1043, 1640, 3)",55197,"(444, 400, 239, 328)"
train,dermquest_SSM7_dermoscopy_skin_melanoma.png,"(1043, 1640, 3)",7286,"(472, 456, 87, 123)"
train,dermquest_SSM7_dermoscopy_skin_lesion.png,"(1043, 1640, 3)",7286,"(472, 456, 87, 123)"
test,dermquest_SSM82_dermoscopy_skin_melanoma.png,"(1605, 1129, 3)",133480,"(200, 332, 639, 332)"
test,dermquest_SSM82_dermoscopy_skin_lesion.png,"(1605, 1129, 3)",133480,"(200, 332, 639, 332)"
train,dermquest_SSM84_dermoscopy_skin_melanoma.png,"(1043, 1640, 3)",49137,"(375, 348, 231, 343)"
train,dermquest_SSM84_dermoscopy_skin_lesion.png,"(1043, 1640, 3)",49137,"(375, 348, 231, 343)"
test,dermquest_SSM85_2_dermoscopy_skin_melanoma.png,"(1043, 1640, 3)",65972,"(309, 330, 405, 250)"
test,dermquest_SSM85_2_dermoscopy_skin_lesion.png,"(1043, 1640, 3)",65972,"(309, 330, 405, 250)"
train,dermquest_SSM85_dermoscopy_skin_melanoma.png,"(1043, 1640, 3)",14583,"(445, 406, 196, 124)"
train,dermquest_SSM85_dermoscopy_skin_lesion.png,"(1043, 1640, 3)",14583,"(445, 406, 196, 124)"
train,dermquest_SSM86_dermoscopy_skin_melanoma.png,"(865, 1200, 3)",15952,"(397, 426, 160, 175)"
train,dermquest_SSM86_dermoscopy_skin_lesion.png,"(865, 1200, 3)",15952,"(397, 426, 160, 175)"
train,dermquest_SSM90_dermoscopy_skin_melanoma.png,"(1097, 1240, 3)",226804,"(234, 304, 615, 513)"
train,dermquest_SSM90_dermoscopy_skin_lesion.png,"(1097, 1240, 3)",226804,"(234, 304, 615, 513)"
test,dermquest_SSM9_2_dermoscopy_skin_melanoma.png,"(1043, 1640, 3)",38520,"(380, 398, 240, 283)"
test,dermquest_SSM9_2_dermoscopy_skin_lesion.png,"(1043, 1640, 3)",38520,"(380, 398, 240, 283)"
