split,fname,original_shape,mask_area,mask_bbox
train,g0011_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",9589,"(343, 62, 159, 141)"
train,g0011_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",8230,"(371, 89, 107, 97)"
train,g0012_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",9711,"(421, 98, 142, 122)"
train,g0012_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",4005,"(459, 129, 70, 71)"
train,g0013_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",9185,"(431, 61, 133, 129)"
train,g0013_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",4535,"(454, 83, 75, 78)"
train,g0014_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",7223,"(377, 103, 165, 154)"
train,g0014_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",13190,"(397, 118, 128, 129)"
train,g0015_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",17595,"(343, 123, 182, 160)"
train,g0015_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",5285,"(381, 164, 93, 76)"
train,g0016_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",8105,"(387, 86, 144, 135)"
train,g0016_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",7292,"(410, 110, 102, 91)"
train,g0017_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",7786,"(361, 36, 150, 129)"
train,g0017_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",7453,"(379, 53, 105, 89)"
train,g0018_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",4192,"(472, 40, 155, 112)"
train,g0018_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",11447,"(479, 64, 138, 101)"
train,g0019_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",9390,"(405, 96, 155, 137)"
train,g0019_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",7352,"(434, 117, 96, 96)"
train,g0020_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",7900,"(416, 107, 121, 123)"
train,g0020_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",4039,"(449, 140, 70, 70)"
train,g0021_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",8749,"(429, 113, 132, 125)"
train,g0021_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",4359,"(459, 144, 74, 74)"
train,g0022_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",14384,"(381, 189, 174, 164)"
train,g0022_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",8468,"(417, 235, 101, 108)"
train,g0023_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",16137,"(373, 261, 167, 174)"
train,g0023_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",7008,"(410, 313, 91, 97)"
train,g0024_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",9380,"(485, 37, 159, 145)"
train,g0024_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",8921,"(508, 70, 111, 101)"
train,g0025_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",9225,"(443, 142, 172, 159)"
train,g0025_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",12581,"(461, 172, 133, 116)"
train,g0026_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",7392,"(439, 150, 159, 154)"
train,g0026_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",11924,"(447, 189, 141, 106)"
train,g0027_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",12573,"(371, 30, 161, 141)"
train,g0027_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",5599,"(408, 65, 90, 78)"
train,g0028_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",5169,"(414, 127, 138, 126)"
train,g0028_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",8618,"(422, 145, 110, 95)"
train,g0029_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",9299,"(441, 135, 139, 132)"
train,g0029_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",5209,"(467, 160, 88, 73)"
train,g0030_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",7852,"(398, 76, 157, 131)"
train,g0030_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",8522,"(425, 90, 103, 103)"
train,g0031_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",4995,"(426, 63, 139, 135)"
train,g0031_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",9939,"(442, 72, 109, 115)"
train,g0032_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",12306,"(435, 103, 152, 153)"
train,g0032_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",6113,"(467, 133, 86, 90)"
train,g0033_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",10890,"(417, 94, 148, 150)"
train,g0033_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",6838,"(442, 122, 93, 94)"
train,g0034_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",6061,"(383, 46, 179, 163)"
train,g0034_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",17039,"(400, 56, 153, 140)"
train,g0035_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",5887,"(414, 99, 157, 138)"
train,g0035_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",11398,"(427, 114, 130, 110)"
train,g0036_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",7752,"(396, 132, 161, 143)"
train,g0036_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",10397,"(414, 156, 128, 103)"
train,g0037_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",12989,"(375, 101, 161, 161)"
train,g0037_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",7537,"(402, 134, 95, 97)"
train,g0038_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",7838,"(361, 90, 162, 147)"
train,g0038_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",10877,"(379, 109, 122, 111)"
train,g0039_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",12084,"(423, 74, 149, 146)"
train,g0039_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",5182,"(458, 108, 82, 79)"
train,g0040_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",5656,"(372, 112, 144, 144)"
train,g0040_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",10786,"(383, 135, 122, 111)"
train,n0001_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",17900,"(402, 65, 189, 160)"
train,n0001_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",5838,"(464, 112, 87, 86)"
train,n0002_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",17671,"(435, 124, 173, 159)"
train,n0002_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",4115,"(487, 178, 73, 70)"
train,n0003_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",10400,"(414, 176, 137, 126)"
train,n0003_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",3323,"(455, 212, 62, 65)"
train,n0004_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",8795,"(399, 58, 126, 111)"
train,n0004_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",2292,"(435, 92, 57, 50)"
train,n0005_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",11220,"(417, 68, 142, 124)"
train,n0005_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",2742,"(456, 99, 58, 59)"
train,n0006_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",9931,"(410, 126, 142, 119)"
train,n0006_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",3490,"(454, 164, 66, 64)"
train,n0007_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",10767,"(419, 93, 141, 118)"
train,n0007_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",2356,"(462, 128, 47, 65)"
train,n0008_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",9579,"(433, 68, 142, 114)"
train,n0008_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",3369,"(473, 99, 68, 62)"
train,n0009_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",16393,"(408, 94, 186, 148)"
train,n0009_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",5429,"(458, 132, 82, 82)"
train,n0010_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",16418,"(338, 39, 183, 148)"
train,n0010_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",5182,"(391, 70, 80, 81)"
train,n0011_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",10740,"(335, 187, 148, 129)"
train,n0011_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",4520,"(376, 221, 74, 75)"
train,n0012_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",11294,"(304, 166, 141, 130)"
train,n0012_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",3162,"(342, 206, 63, 63)"
train,n0013_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",13070,"(425, 66, 151, 140)"
train,n0013_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",3802,"(468, 109, 66, 73)"
train,n0014_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",18307,"(392, 74, 171, 165)"
train,n0014_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",3931,"(446, 126, 72, 69)"
train,n0015_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",14666,"(366, 45, 162, 157)"
train,n0015_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",5546,"(402, 89, 90, 77)"
train,n0016_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",11385,"(385, 113, 144, 124)"
train,n0016_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",2762,"(423, 148, 63, 55)"
train,n0017_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",9433,"(462, 135, 132, 119)"
train,n0017_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",3193,"(501, 162, 63, 65)"
train,n0018_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",12709,"(376, 141, 156, 134)"
train,n0018_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",3865,"(424, 185, 70, 70)"
train,n0019_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",10623,"(375, 97, 150, 124)"
train,n0019_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",4187,"(411, 118, 71, 74)"
train,n0020_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",15755,"(399, 13, 169, 147)"
train,n0020_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",4007,"(448, 66, 73, 67)"
train,n0021_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",14287,"(369, 73, 165, 145)"
train,n0021_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",4644,"(416, 113, 76, 76)"
train,n0022_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",15077,"(365, 35, 177, 150)"
train,n0022_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",6093,"(409, 75, 88, 87)"
train,n0023_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",14956,"(421, 37, 178, 153)"
train,n0023_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",6393,"(460, 68, 89, 89)"
train,n0024_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",11757,"(388, 79, 146, 134)"
train,n0024_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",3718,"(431, 116, 68, 67)"
train,n0025_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",14123,"(387, 52, 177, 144)"
train,n0025_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",5967,"(439, 80, 89, 84)"
train,n0026_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",14099,"(396, 27, 175, 145)"
train,n0026_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",6262,"(439, 58, 91, 86)"
train,n0027_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",16632,"(387, 45, 181, 156)"
train,n0027_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",5682,"(425, 86, 90, 81)"
train,n0028_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",9947,"(379, 71, 142, 124)"
train,n0028_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",4020,"(417, 103, 71, 71)"
train,n0029_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",12918,"(374, 35, 165, 149)"
train,n0029_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",6668,"(402, 71, 97, 90)"
train,n0030_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",12871,"(276, 106, 155, 150)"
train,n0030_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",5785,"(308, 141, 87, 83)"
train,n0031_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",13280,"(482, 85, 148, 145)"
train,n0031_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",3708,"(525, 126, 68, 67)"
train,n0032_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",11096,"(423, 42, 142, 121)"
train,n0032_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",2434,"(470, 73, 51, 58)"
train,n0033_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",11480,"(410, 71, 144, 130)"
train,n0033_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",3577,"(454, 107, 66, 68)"
train,n0034_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",11442,"(404, 74, 143, 129)"
train,n0034_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",3248,"(451, 96, 62, 65)"
train,n0035_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",10442,"(377, 124, 144, 118)"
train,n0035_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",3222,"(414, 160, 68, 61)"
train,n0036_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",9037,"(403, 85, 132, 113)"
train,n0036_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",2880,"(443, 115, 62, 60)"
train,n0037_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",9595,"(381, 158, 146, 114)"
train,n0037_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",3648,"(418, 189, 68, 68)"
train,n0038_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",13458,"(425, 39, 153, 140)"
train,n0038_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",3616,"(469, 78, 66, 68)"
train,n0039_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",15595,"(383, 62, 176, 173)"
train,n0039_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",8539,"(420, 97, 104, 105)"
train,n0040_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",12417,"(391, 63, 150, 136)"
train,n0040_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",3812,"(433, 96, 66, 72)"
train,n0041_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",13103,"(347, 101, 172, 147)"
train,n0041_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",7019,"(386, 142, 95, 94)"
train,n0042_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",13320,"(457, 20, 155, 144)"
train,n0042_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",4281,"(499, 67, 74, 75)"
train,n0043_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",10335,"(397, 69, 168, 142)"
train,n0043_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",8253,"(433, 94, 101, 102)"
train,n0044_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",12813,"(399, 39, 159, 144)"
train,n0044_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",5516,"(433, 80, 82, 83)"
train,n0045_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",11127,"(364, 152, 149, 125)"
train,n0045_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",3442,"(412, 195, 70, 62)"
train,n0046_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",11424,"(358, 130, 153, 124)"
train,n0046_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",3402,"(403, 163, 64, 65)"
train,n0047_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",12765,"(411, 49, 152, 137)"
train,n0047_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",3563,"(459, 102, 68, 65)"
train,n0048_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",13877,"(424, 31, 161, 135)"
train,n0048_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",3483,"(478, 78, 64, 66)"
train,n0049_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",16178,"(404, 48, 175, 164)"
train,n0049_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",6389,"(447, 97, 82, 94)"
train,n0050_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",15249,"(360, 51, 170, 164)"
train,n0050_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",6996,"(395, 98, 95, 92)"
train,n0051_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",16509,"(418, 215, 164, 148)"
train,n0051_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",2819,"(478, 273, 59, 59)"
train,n0052_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",10931,"(424, 88, 139, 123)"
train,n0052_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",2902,"(460, 120, 62, 57)"
train,n0053_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",13008,"(404, 54, 163, 135)"
train,n0053_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",4497,"(443, 94, 80, 70)"
train,n0054_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",13257,"(360, 61, 180, 147)"
train,n0054_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",7526,"(402, 92, 97, 96)"
train,n0055_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",12471,"(360, 101, 139, 148)"
train,n0055_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",3922,"(399, 142, 65, 75)"
train,n0056_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",14699,"(370, 92, 143, 163)"
train,n0056_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",3808,"(420, 141, 60, 77)"
train,n0057_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",11208,"(428, 69, 136, 132)"
train,n0057_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",3266,"(466, 108, 64, 65)"
train,n0058_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",9801,"(404, 75, 154, 127)"
train,n0058_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",5894,"(437, 98, 91, 80)"
train,n0059_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",11266,"(403, 88, 152, 127)"
train,n0059_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",4159,"(442, 120, 72, 72)"
train,n0060_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",12270,"(361, 66, 156, 127)"
train,n0060_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",3596,"(405, 99, 67, 67)"
train,n0061_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",15135,"(386, 23, 164, 144)"
train,n0061_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",3506,"(441, 74, 63, 66)"
train,n0062_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",15646,"(371, 56, 169, 142)"
train,n0062_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",3438,"(427, 102, 65, 66)"
train,n0063_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",12089,"(411, 86, 143, 137)"
train,n0063_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",3459,"(456, 132, 65, 64)"
train,n0064_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",12383,"(367, 106, 147, 137)"
train,n0064_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",3492,"(412, 144, 69, 63)"
train,n0065_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",13209,"(441, 161, 147, 140)"
train,n0065_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",3264,"(483, 202, 63, 63)"
train,n0066_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",14389,"(403, 101, 161, 152)"
train,n0066_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",4931,"(445, 145, 78, 78)"
train,n0067_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",12927,"(382, 34, 161, 136)"
train,n0067_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",4533,"(420, 70, 78, 74)"
train,n0068_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",13017,"(367, 74, 157, 132)"
train,n0068_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",3428,"(411, 108, 68, 65)"
train,n0069_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",12825,"(387, 55, 144, 136)"
train,n0069_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",2936,"(430, 93, 62, 60)"
train,n0070_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",13303,"(404, 99, 163, 127)"
train,n0070_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",3160,"(451, 133, 69, 57)"
train,n0071_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",12693,"(387, 85, 145, 131)"
train,n0071_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",2423,"(427, 124, 53, 57)"
train,n0072_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",15805,"(366, 68, 163, 159)"
train,n0072_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",4718,"(418, 113, 72, 80)"
train,n0073_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",18487,"(370, 110, 181, 165)"
train,n0073_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",5313,"(428, 158, 81, 82)"
train,n0074_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",12110,"(385, 52, 143, 133)"
train,n0074_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",3020,"(429, 92, 59, 66)"
train,n0075_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",11568,"(433, 70, 142, 132)"
train,n0075_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",3270,"(472, 115, 62, 66)"
train,n0076_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",15124,"(407, 84, 158, 161)"
train,n0076_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",5032,"(450, 125, 79, 81)"
train,n0077_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",18197,"(377, 65, 169, 165)"
train,n0077_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",3928,"(425, 121, 69, 70)"
train,n0078_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",11185,"(391, 132, 147, 125)"
train,n0078_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",3542,"(431, 165, 63, 71)"
train,n0079_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",11826,"(428, 56, 155, 130)"
train,n0079_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",4236,"(467, 86, 73, 72)"
train,n0080_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",13794,"(420, 169, 153, 139)"
train,n0080_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",3061,"(464, 211, 61, 62)"
train,n0081_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",13911,"(441, 246, 151, 140)"
train,n0081_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",2821,"(481, 290, 59, 59)"
train,n0082_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",9831,"(485, 133, 125, 119)"
train,n0082_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",2138,"(525, 174, 52, 49)"
train,n0083_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",9502,"(438, 153, 132, 113)"
train,n0083_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",2404,"(480, 187, 53, 54)"
train,n0084_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",10782,"(409, 226, 146, 118)"
train,n0084_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",2704,"(454, 268, 55, 61)"
train,n0085_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",13782,"(376, 40, 150, 145)"
train,n0085_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",3383,"(416, 91, 64, 64)"
train,n0086_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",14538,"(365, 36, 167, 148)"
train,n0086_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",4923,"(405, 76, 83, 74)"
train,n0087_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",10979,"(440, 180, 154, 129)"
train,n0087_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",4769,"(475, 213, 84, 71)"
train,n0088_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",12480,"(429, 160, 147, 134)"
train,n0088_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",3209,"(468, 201, 62, 65)"
train,n0089_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",11852,"(436, 154, 152, 123)"
train,n0089_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",3085,"(478, 198, 67, 57)"
train,n0090_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",11277,"(414, 154, 142, 127)"
train,n0090_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",3108,"(454, 197, 61, 62)"
train,n0091_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",13480,"(379, 70, 157, 137)"
train,n0091_fundus_retinal_optic+cup.png,"(2056, 2124, 3)",3430,"(423, 114, 66, 64)"
train,n0092_fundus_retinal_optic+disc.png,"(2056, 2124, 3)",13049,"(348, 101, 146, 144)"
