split,fname,original_shape,mask_area,mask_bbox,slice_ratio
train,training_data-Case03_15_MRI_prostate_prostate.png,"(512, 512)",38872,"(380, 366, 187, 265)",9
train,training_data-Case03_16_MRI_prostate_prostate.png,"(512, 512)",41052,"(380, 360, 189, 277)",10
train,training_data-Case03_17_MRI_prostate_prostate.png,"(512, 512)",38660,"(384, 362, 189, 269)",9
train,training_data-Case03_18_MRI_prostate_prostate.png,"(512, 512)",40396,"(376, 360, 193, 283)",9
train,training_data-Case03_19_MRI_prostate_prostate.png,"(512, 512)",36944,"(386, 362, 181, 275)",8
train,training_data-Case03_20_MRI_prostate_prostate.png,"(512, 512)",36796,"(370, 366, 191, 279)",8
train,training_data-Case03_21_MRI_prostate_prostate.png,"(512, 512)",34280,"(374, 368, 189, 259)",8
train,training_data-Case03_22_MRI_prostate_prostate.png,"(512, 512)",32976,"(382, 370, 181, 247)",8
train,training_data-Case03_23_MRI_prostate_prostate.png,"(512, 512)",30848,"(378, 380, 187, 229)",7
train,training_data-Case04_7_MRI_prostate_prostate.png,"(512, 512)",20640,"(362, 400, 145, 193)",4
train,training_data-Case04_8_MRI_prostate_prostate.png,"(512, 512)",22556,"(368, 384, 141, 223)",4
train,training_data-Case04_9_MRI_prostate_prostate.png,"(512, 512)",24632,"(360, 388, 157, 237)",5
train,training_data-Case04_10_MRI_prostate_prostate.png,"(512, 512)",29264,"(356, 372, 167, 269)",6
train,training_data-Case04_11_MRI_prostate_prostate.png,"(512, 512)",30924,"(358, 366, 161, 279)",6
train,training_data-Case04_12_MRI_prostate_prostate.png,"(512, 512)",32828,"(356, 372, 169, 277)",6
train,training_data-Case04_13_MRI_prostate_prostate.png,"(512, 512)",32916,"(364, 368, 159, 285)",6
train,training_data-Case04_14_MRI_prostate_prostate.png,"(512, 512)",34448,"(358, 370, 167, 287)",7
train,training_data-Case04_15_MRI_prostate_prostate.png,"(512, 512)",39572,"(354, 360, 175, 303)",8
train,training_data-Case04_16_MRI_prostate_prostate.png,"(512, 512)",41936,"(346, 358, 181, 313)",8
train,training_data-Case04_17_MRI_prostate_prostate.png,"(512, 512)",42472,"(354, 360, 171, 321)",8
train,training_data-Case04_18_MRI_prostate_prostate.png,"(512, 512)",44060,"(350, 348, 173, 337)",9
train,training_data-Case04_19_MRI_prostate_prostate.png,"(512, 512)",43120,"(348, 348, 177, 321)",8
train,training_data-Case04_20_MRI_prostate_prostate.png,"(512, 512)",44584,"(336, 354, 181, 325)",9
train,training_data-Case04_21_MRI_prostate_prostate.png,"(512, 512)",46804,"(320, 354, 195, 323)",9
train,training_data-Case04_22_MRI_prostate_prostate.png,"(512, 512)",48416,"(304, 348, 209, 337)",10
train,training_data-Case04_23_MRI_prostate_prostate.png,"(512, 512)",44260,"(314, 348, 195, 319)",9
train,training_data-Case04_24_MRI_prostate_prostate.png,"(512, 512)",42512,"(310, 354, 201, 299)",8
train,training_data-Case04_25_MRI_prostate_prostate.png,"(512, 512)",40164,"(304, 366, 193, 283)",8
train,training_data-Case04_26_MRI_prostate_prostate.png,"(512, 512)",38704,"(300, 368, 211, 271)",7
train,training_data-Case04_27_MRI_prostate_prostate.png,"(512, 512)",39892,"(286, 370, 221, 265)",8
train,training_data-Case04_28_MRI_prostate_prostate.png,"(512, 512)",35480,"(304, 372, 201, 273)",7
train,training_data-Case04_29_MRI_prostate_prostate.png,"(512, 512)",19080,"(306, 414, 145, 197)",3
train,training_data-Case04_30_MRI_prostate_prostate.png,"(512, 512)",13676,"(314, 438, 133, 129)",2
train,training_data-Case05_9_MRI_prostate_prostate.png,"(512, 512)",16056,"(470, 430, 175, 181)",1
train,training_data-Case05_10_MRI_prostate_prostate.png,"(512, 512)",17268,"(472, 412, 171, 217)",1
train,training_data-Case05_11_MRI_prostate_prostate.png,"(512, 512)",20676,"(478, 390, 153, 243)",2
train,training_data-Case05_12_MRI_prostate_prostate.png,"(512, 512)",24724,"(476, 386, 167, 251)",2
train,training_data-Case05_13_MRI_prostate_prostate.png,"(512, 512)",27764,"(472, 376, 161, 269)",2
train,training_data-Case05_14_MRI_prostate_prostate.png,"(512, 512)",32168,"(454, 392, 169, 259)",3
train,training_data-Case05_15_MRI_prostate_prostate.png,"(512, 512)",43668,"(440, 380, 199, 279)",4
train,training_data-Case05_16_MRI_prostate_prostate.png,"(512, 512)",49224,"(434, 358, 209, 309)",4
train,training_data-Case05_17_MRI_prostate_prostate.png,"(512, 512)",59068,"(408, 348, 231, 329)",5
train,training_data-Case05_18_MRI_prostate_prostate.png,"(512, 512)",68740,"(392, 326, 259, 365)",6
train,training_data-Case05_19_MRI_prostate_prostate.png,"(512, 512)",76608,"(380, 320, 265, 375)",7
train,training_data-Case05_20_MRI_prostate_prostate.png,"(512, 512)",86216,"(376, 314, 287, 401)",8
train,training_data-Case05_21_MRI_prostate_prostate.png,"(512, 512)",93812,"(358, 308, 309, 415)",9
train,training_data-Case05_22_MRI_prostate_prostate.png,"(512, 512)",97372,"(352, 302, 309, 425)",9
train,training_data-Case05_23_MRI_prostate_prostate.png,"(512, 512)",96068,"(354, 296, 307, 441)",9
train,training_data-Case05_24_MRI_prostate_prostate.png,"(512, 512)",101464,"(346, 300, 323, 437)",10
train,training_data-Case05_25_MRI_prostate_prostate.png,"(512, 512)",96636,"(344, 296, 319, 435)",9
train,training_data-Case05_26_MRI_prostate_prostate.png,"(512, 512)",95588,"(340, 298, 323, 427)",9
train,training_data-Case05_27_MRI_prostate_prostate.png,"(512, 512)",93676,"(324, 312, 347, 397)",9
train,training_data-Case05_28_MRI_prostate_prostate.png,"(512, 512)",88112,"(324, 302, 347, 397)",8
train,training_data-Case05_29_MRI_prostate_prostate.png,"(512, 512)",75180,"(318, 332, 341, 347)",7
train,training_data-Case05_30_MRI_prostate_prostate.png,"(512, 512)",31156,"(292, 442, 245, 161)",3
train,training_data-Case05_31_MRI_prostate_prostate.png,"(512, 512)",23692,"(338, 434, 191, 165)",2
train,training_data-Case05_32_MRI_prostate_prostate.png,"(512, 512)",11628,"(348, 450, 125, 131)",1
train,training_data-Case06_7_MRI_prostate_prostate.png,"(512, 512)",18052,"(490, 382, 155, 195)",1
train,training_data-Case06_8_MRI_prostate_prostate.png,"(512, 512)",21048,"(468, 376, 173, 197)",1
train,training_data-Case06_9_MRI_prostate_prostate.png,"(512, 512)",25764,"(452, 364, 177, 227)",2
train,training_data-Case06_10_MRI_prostate_prostate.png,"(512, 512)",28748,"(442, 364, 183, 239)",2
train,training_data-Case06_11_MRI_prostate_prostate.png,"(512, 512)",36836,"(438, 366, 193, 267)",3
train,training_data-Case06_12_MRI_prostate_prostate.png,"(512, 512)",48852,"(424, 352, 223, 303)",4
train,training_data-Case06_13_MRI_prostate_prostate.png,"(512, 512)",61728,"(418, 330, 257, 339)",5
train,training_data-Case06_14_MRI_prostate_prostate.png,"(512, 512)",70564,"(408, 324, 291, 363)",5
train,training_data-Case06_15_MRI_prostate_prostate.png,"(512, 512)",82432,"(390, 304, 315, 385)",7
train,training_data-Case06_16_MRI_prostate_prostate.png,"(512, 512)",83376,"(388, 308, 289, 379)",7
train,training_data-Case06_17_MRI_prostate_prostate.png,"(512, 512)",92648,"(374, 306, 301, 395)",7
train,training_data-Case06_18_MRI_prostate_prostate.png,"(512, 512)",102888,"(352, 292, 331, 413)",8
train,training_data-Case06_19_MRI_prostate_prostate.png,"(512, 512)",107804,"(354, 292, 333, 435)",9
train,training_data-Case06_20_MRI_prostate_prostate.png,"(512, 512)",110212,"(352, 294, 325, 439)",9
train,training_data-Case06_21_MRI_prostate_prostate.png,"(512, 512)",117720,"(340, 280, 345, 449)",10
train,training_data-Case06_22_MRI_prostate_prostate.png,"(512, 512)",114136,"(342, 284, 343, 427)",9
train,training_data-Case06_23_MRI_prostate_prostate.png,"(512, 512)",112900,"(350, 282, 339, 429)",9
train,training_data-Case06_24_MRI_prostate_prostate.png,"(512, 512)",112344,"(340, 274, 339, 437)",9
train,training_data-Case06_25_MRI_prostate_prostate.png,"(512, 512)",106036,"(352, 282, 347, 403)",9
train,training_data-Case06_26_MRI_prostate_prostate.png,"(512, 512)",106112,"(358, 260, 331, 425)",9
train,training_data-Case06_27_MRI_prostate_prostate.png,"(512, 512)",102816,"(332, 280, 343, 379)",8
train,training_data-Case06_28_MRI_prostate_prostate.png,"(512, 512)",89540,"(338, 288, 311, 361)",7
train,training_data-Case06_29_MRI_prostate_prostate.png,"(512, 512)",68232,"(354, 316, 267, 337)",5
train,training_data-Case06_30_MRI_prostate_prostate.png,"(512, 512)",54392,"(360, 332, 253, 299)",4
train,training_data-Case06_31_MRI_prostate_prostate.png,"(512, 512)",45400,"(372, 340, 229, 271)",3
train,training_data-Case06_32_MRI_prostate_prostate.png,"(512, 512)",49872,"(368, 338, 255, 275)",4
train,training_data-Case06_33_MRI_prostate_prostate.png,"(512, 512)",29464,"(374, 364, 195, 227)",2
train,training_data-Case06_34_MRI_prostate_prostate.png,"(512, 512)",22728,"(364, 402, 171, 193)",1
train,training_data-Case06_35_MRI_prostate_prostate.png,"(512, 512)",12544,"(386, 424, 129, 141)",1
train,training_data-Case07_5_MRI_prostate_prostate.png,"(512, 512)",8776,"(430, 456, 83, 145)",1
train,training_data-Case07_6_MRI_prostate_prostate.png,"(512, 512)",16216,"(396, 438, 121, 185)",2
train,training_data-Case07_7_MRI_prostate_prostate.png,"(512, 512)",18700,"(378, 422, 137, 199)",2
train,training_data-Case07_8_MRI_prostate_prostate.png,"(512, 512)",28832,"(346, 416, 169, 231)",4
train,training_data-Case07_9_MRI_prostate_prostate.png,"(512, 512)",35276,"(326, 398, 191, 251)",5
train,training_data-Case07_10_MRI_prostate_prostate.png,"(512, 512)",38000,"(340, 376, 165, 297)",5
train,training_data-Case07_11_MRI_prostate_prostate.png,"(512, 512)",55228,"(308, 352, 215, 335)",7
train,training_data-Case07_12_MRI_prostate_prostate.png,"(512, 512)",60704,"(302, 350, 217, 351)",8
train,training_data-Case07_13_MRI_prostate_prostate.png,"(512, 512)",65624,"(292, 344, 229, 363)",9
train,training_data-Case07_14_MRI_prostate_prostate.png,"(512, 512)",68820,"(292, 346, 235, 361)",9
train,training_data-Case07_15_MRI_prostate_prostate.png,"(512, 512)",70304,"(282, 340, 237, 379)",10
train,training_data-Case07_16_MRI_prostate_prostate.png,"(512, 512)",69896,"(290, 336, 235, 375)",9
train,training_data-Case07_17_MRI_prostate_prostate.png,"(512, 512)",69476,"(282, 344, 237, 361)",9
train,training_data-Case07_18_MRI_prostate_prostate.png,"(512, 512)",56600,"(272, 370, 241, 317)",8
train,training_data-Case07_19_MRI_prostate_prostate.png,"(512, 512)",57208,"(250, 352, 245, 335)",8
train,training_data-Case07_20_MRI_prostate_prostate.png,"(512, 512)",23008,"(276, 430, 161, 199)",3
train,training_data-Case08_6_MRI_prostate_prostate.png,"(512, 512)",5224,"(370, 426, 67, 107)",1
train,training_data-Case08_7_MRI_prostate_prostate.png,"(512, 512)",5856,"(350, 430, 87, 111)",1
train,training_data-Case08_8_MRI_prostate_prostate.png,"(512, 512)",12340,"(306, 416, 131, 129)",2
train,training_data-Case08_9_MRI_prostate_prostate.png,"(512, 512)",17724,"(290, 406, 149, 157)",4
train,training_data-Case08_10_MRI_prostate_prostate.png,"(512, 512)",21644,"(296, 384, 149, 193)",5
train,training_data-Case08_11_MRI_prostate_prostate.png,"(512, 512)",25380,"(294, 372, 147, 231)",6
train,training_data-Case08_12_MRI_prostate_prostate.png,"(512, 512)",34112,"(278, 350, 157, 259)",8
train,training_data-Case08_13_MRI_prostate_prostate.png,"(512, 512)",34320,"(262, 344, 165, 275)",8
train,training_data-Case08_14_MRI_prostate_prostate.png,"(512, 512)",37468,"(256, 344, 165, 291)",8
train,training_data-Case08_15_MRI_prostate_prostate.png,"(512, 512)",39032,"(242, 352, 179, 277)",9
train,training_data-Case08_16_MRI_prostate_prostate.png,"(512, 512)",41808,"(236, 338, 177, 305)",10
train,training_data-Case08_17_MRI_prostate_prostate.png,"(512, 512)",38528,"(234, 340, 173, 283)",9
train,training_data-Case08_18_MRI_prostate_prostate.png,"(512, 512)",35620,"(232, 350, 169, 271)",8
train,training_data-Case08_19_MRI_prostate_prostate.png,"(512, 512)",31792,"(216, 370, 179, 249)",7
train,training_data-Case08_20_MRI_prostate_prostate.png,"(512, 512)",32992,"(200, 368, 187, 235)",7
train,training_data-Case08_21_MRI_prostate_prostate.png,"(512, 512)",27576,"(198, 390, 187, 189)",6
train,training_data-Case09_8_MRI_prostate_prostate.png,"(512, 512)",25560,"(300, 404, 187, 201)",2
train,training_data-Case09_9_MRI_prostate_prostate.png,"(512, 512)",29328,"(300, 408, 201, 203)",3
train,training_data-Case09_10_MRI_prostate_prostate.png,"(512, 512)",31956,"(292, 396, 211, 229)",3
train,training_data-Case09_11_MRI_prostate_prostate.png,"(512, 512)",31472,"(298, 386, 193, 233)",3
train,training_data-Case09_12_MRI_prostate_prostate.png,"(512, 512)",33132,"(288, 378, 193, 241)",3
train,training_data-Case09_13_MRI_prostate_prostate.png,"(512, 512)",35152,"(294, 366, 175, 257)",3
train,training_data-Case09_14_MRI_prostate_prostate.png,"(512, 512)",40288,"(286, 356, 191, 273)",4
train,training_data-Case09_15_MRI_prostate_prostate.png,"(512, 512)",52212,"(262, 346, 223, 299)",5
train,training_data-Case09_16_MRI_prostate_prostate.png,"(512, 512)",58056,"(248, 334, 229, 325)",6
train,training_data-Case09_17_MRI_prostate_prostate.png,"(512, 512)",64200,"(242, 324, 241, 345)",6
train,training_data-Case09_18_MRI_prostate_prostate.png,"(512, 512)",67884,"(230, 316, 245, 359)",7
train,training_data-Case09_19_MRI_prostate_prostate.png,"(512, 512)",74492,"(220, 306, 261, 373)",7
train,training_data-Case09_20_MRI_prostate_prostate.png,"(512, 512)",76924,"(220, 304, 257, 381)",8
train,training_data-Case09_21_MRI_prostate_prostate.png,"(512, 512)",86812,"(216, 290, 269, 399)",9
train,training_data-Case09_22_MRI_prostate_prostate.png,"(512, 512)",89576,"(206, 286, 285, 397)",9
train,training_data-Case09_23_MRI_prostate_prostate.png,"(512, 512)",93584,"(208, 280, 279, 413)",10
train,training_data-Case09_24_MRI_prostate_prostate.png,"(512, 512)",87104,"(206, 284, 273, 399)",9
train,training_data-Case09_25_MRI_prostate_prostate.png,"(512, 512)",79284,"(208, 294, 273, 367)",8
train,training_data-Case09_26_MRI_prostate_prostate.png,"(512, 512)",80868,"(206, 290, 273, 389)",8
train,training_data-Case09_27_MRI_prostate_prostate.png,"(512, 512)",73356,"(208, 312, 269, 363)",7
train,training_data-Case09_28_MRI_prostate_prostate.png,"(512, 512)",63572,"(220, 334, 247, 333)",6
train,training_data-Case09_29_MRI_prostate_prostate.png,"(512, 512)",49712,"(226, 354, 221, 287)",5
train,training_data-Case09_30_MRI_prostate_prostate.png,"(512, 512)",38516,"(232, 380, 199, 249)",4
train,training_data-Case09_31_MRI_prostate_prostate.png,"(512, 512)",30264,"(228, 386, 185, 223)",3
train,training_data-Case09_32_MRI_prostate_prostate.png,"(512, 512)",23456,"(216, 398, 173, 191)",2
train,training_data-Case09_33_MRI_prostate_prostate.png,"(512, 512)",15944,"(278, 406, 135, 171)",1
train,training_data-Case10_5_MRI_prostate_prostate.png,"(512, 512)",16288,"(520, 436, 169, 141)",2
train,training_data-Case10_6_MRI_prostate_prostate.png,"(512, 512)",19808,"(518, 424, 171, 167)",3
train,training_data-Case10_7_MRI_prostate_prostate.png,"(512, 512)",23136,"(506, 408, 175, 205)",3
train,training_data-Case10_8_MRI_prostate_prostate.png,"(512, 512)",28588,"(478, 402, 179, 203)",4
train,training_data-Case10_9_MRI_prostate_prostate.png,"(512, 512)",32120,"(478, 388, 175, 247)",5
train,training_data-Case10_10_MRI_prostate_prostate.png,"(512, 512)",41776,"(456, 380, 199, 269)",7
train,training_data-Case10_11_MRI_prostate_prostate.png,"(512, 512)",46780,"(446, 360, 201, 291)",8
train,training_data-Case10_12_MRI_prostate_prostate.png,"(512, 512)",51520,"(438, 360, 207, 311)",8
train,training_data-Case10_13_MRI_prostate_prostate.png,"(512, 512)",57432,"(424, 350, 215, 327)",9
train,training_data-Case10_14_MRI_prostate_prostate.png,"(512, 512)",58372,"(432, 348, 207, 333)",10
train,training_data-Case10_15_MRI_prostate_prostate.png,"(512, 512)",56728,"(426, 336, 203, 343)",9
train,training_data-Case10_16_MRI_prostate_prostate.png,"(512, 512)",52652,"(436, 340, 183, 347)",9
train,training_data-Case10_17_MRI_prostate_prostate.png,"(512, 512)",47380,"(418, 350, 195, 307)",8
train,training_data-Case10_18_MRI_prostate_prostate.png,"(512, 512)",45564,"(406, 340, 195, 311)",7
train,training_data-Case10_19_MRI_prostate_prostate.png,"(512, 512)",34628,"(432, 354, 167, 289)",5
train,training_data-Case10_20_MRI_prostate_prostate.png,"(512, 512)",27888,"(446, 358, 135, 271)",4
train,training_data-Case11_10_MRI_prostate_prostate.png,"(512, 512)",10184,"(562, 424, 81, 155)",1
train,training_data-Case11_11_MRI_prostate_prostate.png,"(512, 512)",29000,"(444, 406, 195, 189)",4
train,training_data-Case11_12_MRI_prostate_prostate.png,"(512, 512)",32984,"(432, 398, 207, 209)",5
train,training_data-Case11_13_MRI_prostate_prostate.png,"(512, 512)",38364,"(432, 390, 205, 243)",5
train,training_data-Case11_14_MRI_prostate_prostate.png,"(512, 512)",46760,"(400, 390, 231, 257)",7
train,training_data-Case11_15_MRI_prostate_prostate.png,"(512, 512)",51668,"(398, 372, 235, 281)",7
train,training_data-Case11_16_MRI_prostate_prostate.png,"(512, 512)",55108,"(392, 366, 241, 295)",8
train,training_data-Case11_17_MRI_prostate_prostate.png,"(512, 512)",57296,"(390, 358, 239, 305)",8
train,training_data-Case11_18_MRI_prostate_prostate.png,"(512, 512)",61844,"(386, 336, 241, 339)",9
train,training_data-Case11_19_MRI_prostate_prostate.png,"(512, 512)",61176,"(374, 352, 249, 325)",9
train,training_data-Case11_20_MRI_prostate_prostate.png,"(512, 512)",61580,"(368, 358, 251, 315)",9
train,training_data-Case11_21_MRI_prostate_prostate.png,"(512, 512)",64712,"(370, 350, 261, 331)",10
train,training_data-Case11_22_MRI_prostate_prostate.png,"(512, 512)",60980,"(380, 348, 241, 335)",9
train,training_data-Case11_23_MRI_prostate_prostate.png,"(512, 512)",59928,"(390, 352, 229, 331)",9
train,training_data-Case11_24_MRI_prostate_prostate.png,"(512, 512)",56788,"(390, 362, 231, 317)",8
train,training_data-Case11_25_MRI_prostate_prostate.png,"(512, 512)",46800,"(392, 374, 223, 271)",7
train,training_data-Case11_26_MRI_prostate_prostate.png,"(512, 512)",40968,"(404, 382, 187, 265)",6
train,training_data-Case11_27_MRI_prostate_prostate.png,"(512, 512)",34856,"(402, 382, 179, 241)",5
train,training_data-Case11_28_MRI_prostate_prostate.png,"(512, 512)",20080,"(420, 422, 143, 199)",3
train,training_data-Case11_29_MRI_prostate_prostate.png,"(512, 512)",16920,"(422, 426, 151, 161)",2
train,training_data-Case11_30_MRI_prostate_prostate.png,"(512, 512)",7612,"(430, 450, 93, 109)",1
train,training_data-Case12_5_MRI_prostate_prostate.png,"(512, 512)",13872,"(340, 422, 143, 127)",2
train,training_data-Case12_6_MRI_prostate_prostate.png,"(512, 512)",15060,"(324, 420, 159, 125)",2
train,training_data-Case12_7_MRI_prostate_prostate.png,"(512, 512)",24708,"(312, 382, 173, 185)",3
train,training_data-Case12_8_MRI_prostate_prostate.png,"(512, 512)",25976,"(328, 380, 177, 191)",4
train,training_data-Case12_9_MRI_prostate_prostate.png,"(512, 512)",39284,"(318, 352, 197, 269)",6
train,training_data-Case12_10_MRI_prostate_prostate.png,"(512, 512)",43256,"(318, 346, 197, 285)",6
train,training_data-Case12_11_MRI_prostate_prostate.png,"(512, 512)",52728,"(300, 324, 217, 319)",8
train,training_data-Case12_12_MRI_prostate_prostate.png,"(512, 512)",53276,"(302, 318, 207, 331)",8
train,training_data-Case12_13_MRI_prostate_prostate.png,"(512, 512)",56212,"(294, 324, 213, 339)",8
train,training_data-Case12_14_MRI_prostate_prostate.png,"(512, 512)",58416,"(294, 322, 205, 347)",9
train,training_data-Case12_15_MRI_prostate_prostate.png,"(512, 512)",64176,"(272, 312, 227, 353)",9
train,training_data-Case12_16_MRI_prostate_prostate.png,"(512, 512)",61220,"(274, 318, 225, 349)",9
train,training_data-Case12_17_MRI_prostate_prostate.png,"(512, 512)",64760,"(256, 320, 243, 353)",10
train,training_data-Case12_18_MRI_prostate_prostate.png,"(512, 512)",61148,"(254, 322, 241, 343)",9
train,training_data-Case12_19_MRI_prostate_prostate.png,"(512, 512)",60720,"(250, 316, 239, 337)",9
train,training_data-Case12_20_MRI_prostate_prostate.png,"(512, 512)",57004,"(254, 322, 233, 311)",8
