split,fname,original_shape,mask_area,mask_bbox
train,patient0001_2CH_half_sequence_0_ultrasound_heart_left+heart+atrium.png,"(549, 389)",36983,"(483, 679, 223, 195)"
train,patient0001_2CH_half_sequence_1_ultrasound_heart_left+heart+ventricle.png,"(549, 389)",96989,"(412, 248, 296, 426)"
train,patient0001_2CH_half_sequence_1_ultrasound_heart_left+heart+atrium.png,"(549, 389)",38191,"(483, 675, 223, 199)"
train,patient0001_2CH_half_sequence_2_ultrasound_heart_left+heart+ventricle.png,"(549, 389)",93489,"(414, 248, 288, 422)"
train,patient0001_2CH_half_sequence_2_ultrasound_heart_left+heart+atrium.png,"(549, 389)",39438,"(483, 670, 223, 204)"
train,patient0001_2CH_half_sequence_3_ultrasound_heart_left+heart+ventricle.png,"(549, 389)",90303,"(418, 250, 280, 417)"
train,patient0001_2CH_half_sequence_3_ultrasound_heart_left+heart+atrium.png,"(549, 389)",40596,"(483, 666, 223, 208)"
train,patient0001_2CH_half_sequence_4_ultrasound_heart_left+heart+ventricle.png,"(549, 389)",87042,"(422, 252, 273, 411)"
train,patient0001_2CH_half_sequence_4_ultrasound_heart_left+heart+atrium.png,"(549, 389)",41877,"(483, 662, 223, 212)"
train,patient0001_2CH_half_sequence_5_ultrasound_heart_left+heart+ventricle.png,"(549, 389)",83874,"(423, 254, 268, 405)"
train,patient0001_2CH_half_sequence_5_ultrasound_heart_left+heart+atrium.png,"(549, 389)",43155,"(483, 658, 223, 216)"
train,patient0001_2CH_half_sequence_6_ultrasound_heart_left+heart+ventricle.png,"(549, 389)",80968,"(427, 254, 258, 402)"
train,patient0001_2CH_half_sequence_6_ultrasound_heart_left+heart+atrium.png,"(549, 389)",44229,"(481, 655, 225, 219)"
train,patient0001_2CH_half_sequence_7_ultrasound_heart_left+heart+ventricle.png,"(549, 389)",77889,"(431, 256, 251, 396)"
train,patient0001_2CH_half_sequence_7_ultrasound_heart_left+heart+atrium.png,"(549, 389)",45532,"(479, 649, 227, 225)"
train,patient0001_2CH_half_sequence_8_ultrasound_heart_left+heart+ventricle.png,"(549, 389)",74847,"(433, 257, 245, 391)"
train,patient0001_2CH_half_sequence_8_ultrasound_heart_left+heart+atrium.png,"(549, 389)",46880,"(477, 645, 231, 229)"
train,patient0001_2CH_half_sequence_9_ultrasound_heart_left+heart+ventricle.png,"(549, 389)",71981,"(436, 257, 238, 387)"
train,patient0001_2CH_half_sequence_9_ultrasound_heart_left+heart+atrium.png,"(549, 389)",48177,"(474, 642, 234, 232)"
train,patient0001_2CH_half_sequence_10_ultrasound_heart_left+heart+ventricle.png,"(549, 389)",69273,"(438, 259, 231, 382)"
train,patient0001_2CH_half_sequence_10_ultrasound_heart_left+heart+atrium.png,"(549, 389)",49376,"(472, 638, 236, 236)"
train,patient0001_2CH_half_sequence_11_ultrasound_heart_left+heart+ventricle.png,"(549, 389)",66439,"(440, 261, 225, 376)"
train,patient0001_2CH_half_sequence_11_ultrasound_heart_left+heart+atrium.png,"(549, 389)",50713,"(470, 634, 238, 240)"
train,patient0001_2CH_half_sequence_12_ultrasound_heart_left+heart+ventricle.png,"(549, 389)",63630,"(442, 263, 219, 370)"
train,patient0001_2CH_half_sequence_12_ultrasound_heart_left+heart+atrium.png,"(549, 389)",52155,"(466, 629, 244, 245)"
train,patient0001_2CH_half_sequence_13_ultrasound_heart_left+heart+ventricle.png,"(549, 389)",61145,"(444, 263, 213, 366)"
train,patient0001_2CH_half_sequence_13_ultrasound_heart_left+heart+atrium.png,"(549, 389)",53417,"(464, 625, 246, 249)"
train,patient0001_2CH_half_sequence_14_ultrasound_heart_left+heart+ventricle.png,"(549, 389)",58533,"(446, 265, 208, 361)"
train,patient0001_2CH_half_sequence_14_ultrasound_heart_left+heart+atrium.png,"(549, 389)",54780,"(461, 621, 249, 253)"
train,patient0001_2CH_half_sequence_15_ultrasound_heart_left+heart+ventricle.png,"(549, 389)",55888,"(448, 267, 200, 355)"
train,patient0001_2CH_half_sequence_15_ultrasound_heart_left+heart+atrium.png,"(549, 389)",56204,"(459, 617, 253, 257)"
train,patient0001_2CH_half_sequence_16_ultrasound_heart_left+heart+ventricle.png,"(549, 389)",53509,"(450, 267, 194, 351)"
train,patient0001_2CH_half_sequence_16_ultrasound_heart_left+heart+atrium.png,"(549, 389)",57574,"(455, 614, 257, 260)"
train,patient0001_2CH_half_sequence_17_ultrasound_heart_left+heart+ventricle.png,"(549, 389)",51324,"(450, 269, 191, 346)"
train,patient0001_2CH_half_sequence_17_ultrasound_heart_left+heart+atrium.png,"(549, 389)",58988,"(451, 608, 262, 266)"
train,patient0001_2CH_ES_0_ultrasound_heart_left+heart+ventricle.png,"(549, 389)",51321,"(450, 269, 191, 346)"
train,patient0001_2CH_ES_0_ultrasound_heart_left+heart+atrium.png,"(549, 389)",58973,"(451, 608, 262, 266)"
train,patient0001_2CH_ED_0_ultrasound_heart_left+heart+ventricle.png,"(549, 389)",100390,"(407, 248, 303, 430)"
train,patient0001_2CH_ED_0_ultrasound_heart_left+heart+atrium.png,"(549, 389)",36979,"(483, 679, 223, 195)"
train,patient0002_4CH_half_sequence_0_ultrasound_heart_left+heart+ventricle.png,"(748, 584)",73746,"(448, 257, 240, 381)"
train,patient0002_4CH_half_sequence_0_ultrasound_heart_left+heart+atrium.png,"(748, 584)",25529,"(470, 617, 171, 179)"
train,patient0002_4CH_half_sequence_1_ultrasound_heart_left+heart+ventricle.png,"(748, 584)",71848,"(446, 257, 235, 377)"
train,patient0002_4CH_half_sequence_1_ultrasound_heart_left+heart+atrium.png,"(748, 584)",26041,"(468, 615, 170, 181)"
train,patient0002_4CH_half_sequence_2_ultrasound_heart_left+heart+ventricle.png,"(748, 584)",69968,"(444, 259, 231, 371)"
train,patient0002_4CH_half_sequence_2_ultrasound_heart_left+heart+atrium.png,"(748, 584)",26511,"(465, 612, 171, 182)"
train,patient0002_4CH_half_sequence_3_ultrasound_heart_left+heart+ventricle.png,"(748, 584)",68285,"(442, 259, 228, 367)"
train,patient0002_4CH_half_sequence_3_ultrasound_heart_left+heart+atrium.png,"(748, 584)",27085,"(464, 609, 169, 185)"
train,patient0002_4CH_half_sequence_4_ultrasound_heart_left+heart+ventricle.png,"(748, 584)",66485,"(439, 260, 224, 361)"
train,patient0002_4CH_half_sequence_4_ultrasound_heart_left+heart+atrium.png,"(748, 584)",27567,"(461, 606, 170, 188)"
train,patient0002_4CH_half_sequence_5_ultrasound_heart_left+heart+ventricle.png,"(748, 584)",64740,"(438, 260, 219, 356)"
train,patient0002_4CH_half_sequence_5_ultrasound_heart_left+heart+atrium.png,"(748, 584)",28170,"(460, 605, 170, 188)"
train,patient0002_4CH_half_sequence_6_ultrasound_heart_left+heart+ventricle.png,"(748, 584)",63115,"(437, 261, 215, 351)"
train,patient0002_4CH_half_sequence_6_ultrasound_heart_left+heart+atrium.png,"(748, 584)",28750,"(457, 602, 170, 191)"
train,patient0002_4CH_half_sequence_7_ultrasound_heart_left+heart+ventricle.png,"(748, 584)",61399,"(434, 261, 211, 347)"
train,patient0002_4CH_half_sequence_7_ultrasound_heart_left+heart+atrium.png,"(748, 584)",29324,"(453, 600, 173, 193)"
train,patient0002_4CH_half_sequence_8_ultrasound_heart_left+heart+ventricle.png,"(748, 584)",59737,"(431, 261, 209, 343)"
train,patient0002_4CH_half_sequence_8_ultrasound_heart_left+heart+atrium.png,"(748, 584)",29949,"(450, 597, 175, 196)"
train,patient0002_4CH_half_sequence_9_ultrasound_heart_left+heart+ventricle.png,"(748, 584)",58142,"(428, 263, 206, 336)"
train,patient0002_4CH_half_sequence_9_ultrasound_heart_left+heart+atrium.png,"(748, 584)",30530,"(448, 594, 175, 198)"
train,patient0002_4CH_half_sequence_10_ultrasound_heart_left+heart+ventricle.png,"(748, 584)",56565,"(424, 263, 203, 332)"
train,patient0002_4CH_half_sequence_10_ultrasound_heart_left+heart+atrium.png,"(748, 584)",31188,"(445, 591, 177, 201)"
train,patient0002_4CH_half_sequence_11_ultrasound_heart_left+heart+ventricle.png,"(748, 584)",55028,"(420, 264, 202, 326)"
train,patient0002_4CH_half_sequence_11_ultrasound_heart_left+heart+atrium.png,"(748, 584)",31814,"(442, 589, 179, 203)"
train,patient0002_4CH_half_sequence_12_ultrasound_heart_left+heart+ventricle.png,"(748, 584)",53429,"(418, 264, 198, 322)"
train,patient0002_4CH_half_sequence_12_ultrasound_heart_left+heart+atrium.png,"(748, 584)",32443,"(439, 586, 180, 204)"
train,patient0002_4CH_half_sequence_13_ultrasound_heart_left+heart+ventricle.png,"(748, 584)",52015,"(413, 266, 198, 316)"
train,patient0002_4CH_half_sequence_13_ultrasound_heart_left+heart+atrium.png,"(748, 584)",33070,"(435, 583, 183, 207)"
train,patient0002_4CH_half_sequence_14_ultrasound_heart_left+heart+ventricle.png,"(748, 584)",50503,"(409, 266, 195, 313)"
train,patient0002_4CH_half_sequence_14_ultrasound_heart_left+heart+atrium.png,"(748, 584)",33809,"(433, 578, 183, 212)"
train,patient0002_4CH_ES_0_ultrasound_heart_left+heart+ventricle.png,"(748, 584)",50490,"(409, 266, 195, 313)"
train,patient0002_4CH_ES_0_ultrasound_heart_left+heart+atrium.png,"(748, 584)",33798,"(433, 578, 183, 212)"
train,patient0002_4CH_ED_0_ultrasound_heart_left+heart+ventricle.png,"(748, 584)",73678,"(448, 257, 240, 381)"
train,patient0002_4CH_ED_0_ultrasound_heart_left+heart+atrium.png,"(748, 584)",25537,"(470, 617, 171, 179)"
train,patient0002_2CH_half_sequence_0_ultrasound_heart_left+heart+ventricle.png,"(748, 584)",60190,"(396, 256, 204, 356)"
train,patient0002_2CH_half_sequence_0_ultrasound_heart_left+heart+atrium.png,"(748, 584)",25722,"(435, 585, 170, 203)"
train,patient0002_2CH_half_sequence_1_ultrasound_heart_left+heart+ventricle.png,"(748, 584)",58380,"(397, 257, 202, 351)"
train,patient0002_2CH_half_sequence_1_ultrasound_heart_left+heart+atrium.png,"(748, 584)",26611,"(437, 582, 171, 206)"
train,patient0002_2CH_half_sequence_2_ultrasound_heart_left+heart+ventricle.png,"(748, 584)",56529,"(400, 259, 199, 345)"
train,patient0002_2CH_half_sequence_2_ultrasound_heart_left+heart+atrium.png,"(748, 584)",27543,"(438, 579, 173, 209)"
train,patient0002_2CH_half_sequence_3_ultrasound_heart_left+heart+ventricle.png,"(748, 584)",54794,"(402, 260, 195, 341)"
train,patient0002_2CH_half_sequence_3_ultrasound_heart_left+heart+atrium.png,"(748, 584)",28446,"(439, 576, 175, 212)"
train,patient0002_2CH_half_sequence_4_ultrasound_heart_left+heart+ventricle.png,"(748, 584)",52957,"(405, 261, 191, 336)"
train,patient0002_2CH_half_sequence_4_ultrasound_heart_left+heart+atrium.png,"(748, 584)",29375,"(441, 574, 175, 214)"
train,patient0002_2CH_half_sequence_5_ultrasound_heart_left+heart+ventricle.png,"(748, 584)",51325,"(407, 263, 188, 330)"
train,patient0002_2CH_half_sequence_5_ultrasound_heart_left+heart+atrium.png,"(748, 584)",30324,"(442, 572, 177, 216)"
train,patient0002_2CH_half_sequence_6_ultrasound_heart_left+heart+ventricle.png,"(748, 584)",49586,"(409, 264, 184, 326)"
train,patient0002_2CH_half_sequence_6_ultrasound_heart_left+heart+atrium.png,"(748, 584)",31275,"(444, 569, 178, 219)"
train,patient0002_2CH_half_sequence_7_ultrasound_heart_left+heart+ventricle.png,"(748, 584)",47939,"(412, 266, 180, 320)"
train,patient0002_2CH_half_sequence_7_ultrasound_heart_left+heart+atrium.png,"(748, 584)",32274,"(444, 567, 181, 222)"
train,patient0002_2CH_half_sequence_8_ultrasound_heart_left+heart+ventricle.png,"(748, 584)",46265,"(415, 267, 175, 315)"
train,patient0002_2CH_half_sequence_8_ultrasound_heart_left+heart+atrium.png,"(748, 584)",33272,"(442, 564, 185, 225)"
train,patient0002_2CH_half_sequence_9_ultrasound_heart_left+heart+ventricle.png,"(748, 584)",44719,"(416, 268, 173, 311)"
train,patient0002_2CH_half_sequence_9_ultrasound_heart_left+heart+atrium.png,"(748, 584)",34310,"(442, 561, 188, 228)"
train,patient0002_2CH_half_sequence_10_ultrasound_heart_left+heart+ventricle.png,"(748, 584)",43159,"(419, 270, 169, 305)"
train,patient0002_2CH_half_sequence_10_ultrasound_heart_left+heart+atrium.png,"(748, 584)",35330,"(442, 559, 191, 230)"
train,patient0002_2CH_half_sequence_11_ultrasound_heart_left+heart+ventricle.png,"(748, 584)",41544,"(422, 271, 164, 300)"
train,patient0002_2CH_half_sequence_11_ultrasound_heart_left+heart+atrium.png,"(748, 584)",36391,"(441, 557, 195, 232)"
train,patient0002_2CH_half_sequence_12_ultrasound_heart_left+heart+ventricle.png,"(748, 584)",40082,"(424, 272, 161, 296)"
train,patient0002_2CH_half_sequence_12_ultrasound_heart_left+heart+atrium.png,"(748, 584)",37425,"(441, 554, 197, 235)"
train,patient0002_2CH_half_sequence_13_ultrasound_heart_left+heart+ventricle.png,"(748, 584)",38596,"(426, 274, 158, 290)"
train,patient0002_2CH_half_sequence_13_ultrasound_heart_left+heart+atrium.png,"(748, 584)",38545,"(439, 552, 202, 237)"
train,patient0002_2CH_half_sequence_14_ultrasound_heart_left+heart+ventricle.png,"(748, 584)",37131,"(428, 275, 156, 285)"
train,patient0002_2CH_half_sequence_14_ultrasound_heart_left+heart+atrium.png,"(748, 584)",39641,"(438, 549, 206, 240)"
train,patient0002_2CH_half_sequence_15_ultrasound_heart_left+heart+ventricle.png,"(748, 584)",35721,"(431, 277, 151, 281)"
train,patient0002_2CH_half_sequence_15_ultrasound_heart_left+heart+atrium.png,"(748, 584)",40711,"(438, 548, 209, 241)"
train,patient0002_2CH_half_sequence_16_ultrasound_heart_left+heart+ventricle.png,"(748, 584)",34300,"(433, 278, 148, 275)"
train,patient0002_2CH_half_sequence_16_ultrasound_heart_left+heart+atrium.png,"(748, 584)",41838,"(437, 545, 212, 245)"
train,patient0002_2CH_ES_0_ultrasound_heart_left+heart+ventricle.png,"(748, 584)",34312,"(433, 278, 148, 275)"
train,patient0002_2CH_ES_0_ultrasound_heart_left+heart+atrium.png,"(748, 584)",41840,"(437, 545, 212, 245)"
train,patient0002_2CH_ED_0_ultrasound_heart_left+heart+ventricle.png,"(748, 584)",60209,"(396, 257, 204, 355)"
train,patient0002_2CH_ED_0_ultrasound_heart_left+heart+atrium.png,"(748, 584)",25724,"(435, 585, 170, 203)"
train,patient0003_4CH_half_sequence_0_ultrasound_heart_left+heart+ventricle.png,"(591, 487)",108072,"(390, 236, 330, 480)"
train,patient0003_4CH_half_sequence_0_ultrasound_heart_left+heart+atrium.png,"(591, 487)",38800,"(520, 669, 195, 260)"
train,patient0003_4CH_half_sequence_1_ultrasound_heart_left+heart+ventricle.png,"(591, 487)",105660,"(392, 237, 324, 478)"
train,patient0003_4CH_half_sequence_1_ultrasound_heart_left+heart+atrium.png,"(591, 487)",39086,"(518, 667, 195, 262)"
train,patient0003_4CH_half_sequence_2_ultrasound_heart_left+heart+ventricle.png,"(591, 487)",103333,"(392, 237, 321, 476)"
train,patient0003_4CH_half_sequence_2_ultrasound_heart_left+heart+atrium.png,"(591, 487)",39355,"(518, 667, 195, 262)"
train,patient0003_4CH_half_sequence_3_ultrasound_heart_left+heart+ventricle.png,"(591, 487)",100942,"(393, 239, 316, 472)"
train,patient0003_4CH_half_sequence_3_ultrasound_heart_left+heart+atrium.png,"(591, 487)",39648,"(516, 667, 195, 261)"
train,patient0003_4CH_half_sequence_4_ultrasound_heart_left+heart+ventricle.png,"(591, 487)",98653,"(395, 239, 313, 470)"
train,patient0003_4CH_half_sequence_4_ultrasound_heart_left+heart+atrium.png,"(591, 487)",39924,"(515, 667, 196, 261)"
train,patient0003_4CH_half_sequence_5_ultrasound_heart_left+heart+ventricle.png,"(591, 487)",96344,"(397, 241, 307, 467)"
train,patient0003_4CH_half_sequence_5_ultrasound_heart_left+heart+atrium.png,"(591, 487)",40175,"(515, 665, 194, 263)"
train,patient0003_4CH_half_sequence_6_ultrasound_heart_left+heart+ventricle.png,"(591, 487)",94060,"(399, 241, 302, 465)"
train,patient0003_4CH_half_sequence_6_ultrasound_heart_left+heart+atrium.png,"(591, 487)",40487,"(513, 665, 196, 263)"
train,patient0003_4CH_half_sequence_7_ultrasound_heart_left+heart+ventricle.png,"(591, 487)",91857,"(400, 243, 297, 461)"
train,patient0003_4CH_half_sequence_7_ultrasound_heart_left+heart+atrium.png,"(591, 487)",40747,"(513, 665, 196, 263)"
train,patient0003_4CH_half_sequence_8_ultrasound_heart_left+heart+ventricle.png,"(591, 487)",89581,"(402, 243, 292, 461)"
train,patient0003_4CH_half_sequence_8_ultrasound_heart_left+heart+atrium.png,"(591, 487)",41074,"(511, 664, 197, 264)"
train,patient0003_4CH_half_sequence_9_ultrasound_heart_left+heart+ventricle.png,"(591, 487)",87409,"(404, 244, 286, 458)"
train,patient0003_4CH_half_sequence_9_ultrasound_heart_left+heart+atrium.png,"(591, 487)",41377,"(509, 664, 199, 264)"
train,patient0003_4CH_half_sequence_10_ultrasound_heart_left+heart+ventricle.png,"(591, 487)",85240,"(405, 244, 284, 457)"
train,patient0003_4CH_half_sequence_10_ultrasound_heart_left+heart+atrium.png,"(591, 487)",41584,"(509, 664, 197, 264)"
train,patient0003_4CH_half_sequence_11_ultrasound_heart_left+heart+ventricle.png,"(591, 487)",83113,"(405, 246, 280, 453)"
train,patient0003_4CH_half_sequence_11_ultrasound_heart_left+heart+atrium.png,"(591, 487)",41837,"(508, 664, 198, 264)"
train,patient0003_4CH_half_sequence_12_ultrasound_heart_left+heart+ventricle.png,"(591, 487)",80985,"(407, 246, 275, 451)"
train,patient0003_4CH_half_sequence_12_ultrasound_heart_left+heart+atrium.png,"(591, 487)",42132,"(506, 662, 198, 266)"
train,patient0003_4CH_half_sequence_13_ultrasound_heart_left+heart+ventricle.png,"(591, 487)",78835,"(409, 248, 269, 448)"
train,patient0003_4CH_half_sequence_13_ultrasound_heart_left+heart+atrium.png,"(591, 487)",42419,"(506, 662, 198, 266)"
train,patient0003_4CH_half_sequence_14_ultrasound_heart_left+heart+ventricle.png,"(591, 487)",76766,"(411, 248, 264, 446)"
train,patient0003_4CH_half_sequence_14_ultrasound_heart_left+heart+atrium.png,"(591, 487)",42689,"(504, 662, 198, 266)"
train,patient0003_4CH_half_sequence_15_ultrasound_heart_left+heart+ventricle.png,"(591, 487)",74690,"(412, 250, 261, 442)"
train,patient0003_4CH_half_sequence_15_ultrasound_heart_left+heart+atrium.png,"(591, 487)",43027,"(502, 662, 200, 266)"
train,patient0003_4CH_half_sequence_16_ultrasound_heart_left+heart+ventricle.png,"(591, 487)",72698,"(414, 250, 256, 442)"
train,patient0003_4CH_half_sequence_16_ultrasound_heart_left+heart+atrium.png,"(591, 487)",43284,"(502, 660, 199, 268)"
train,patient0003_4CH_half_sequence_17_ultrasound_heart_left+heart+ventricle.png,"(591, 487)",70604,"(416, 250, 250, 440)"
train,patient0003_4CH_half_sequence_17_ultrasound_heart_left+heart+atrium.png,"(591, 487)",43591,"(501, 660, 200, 268)"
train,patient0003_4CH_half_sequence_18_ultrasound_heart_left+heart+ventricle.png,"(591, 487)",68665,"(416, 251, 247, 438)"
train,patient0003_4CH_half_sequence_18_ultrasound_heart_left+heart+atrium.png,"(591, 487)",43828,"(499, 660, 202, 268)"
train,patient0003_4CH_half_sequence_19_ultrasound_heart_left+heart+ventricle.png,"(591, 487)",66690,"(418, 251, 243, 436)"
train,patient0003_4CH_half_sequence_19_ultrasound_heart_left+heart+atrium.png,"(591, 487)",44099,"(499, 660, 200, 268)"
train,patient0003_4CH_half_sequence_20_ultrasound_heart_left+heart+ventricle.png,"(591, 487)",64744,"(419, 253, 240, 432)"
train,patient0003_4CH_half_sequence_20_ultrasound_heart_left+heart+atrium.png,"(591, 487)",44408,"(497, 658, 202, 270)"
train,patient0003_4CH_ES_0_ultrasound_heart_left+heart+ventricle.png,"(591, 487)",64729,"(419, 253, 240, 432)"
train,patient0003_4CH_ES_0_ultrasound_heart_left+heart+atrium.png,"(591, 487)",44415,"(497, 658, 202, 270)"
train,patient0003_4CH_ED_0_ultrasound_heart_left+heart+ventricle.png,"(591, 487)",107943,"(388, 236, 330, 480)"
train,patient0003_4CH_ED_0_ultrasound_heart_left+heart+atrium.png,"(591, 487)",38802,"(520, 669, 195, 260)"
train,patient0003_2CH_half_sequence_0_ultrasound_heart_left+heart+ventricle.png,"(591, 487)",92205,"(425, 258, 274, 443)"
train,patient0003_2CH_half_sequence_0_ultrasound_heart_left+heart+atrium.png,"(591, 487)",46044,"(516, 657, 211, 276)"
train,patient0003_2CH_half_sequence_1_ultrasound_heart_left+heart+ventricle.png,"(591, 487)",89701,"(428, 260, 268, 439)"
train,patient0003_2CH_half_sequence_1_ultrasound_heart_left+heart+atrium.png,"(591, 487)",47069,"(516, 655, 214, 278)"
train,patient0003_2CH_half_sequence_2_ultrasound_heart_left+heart+ventricle.png,"(591, 487)",87161,"(430, 262, 262, 435)"
train,patient0003_2CH_half_sequence_2_ultrasound_heart_left+heart+atrium.png,"(591, 487)",48091,"(515, 653, 217, 280)"
train,patient0003_2CH_half_sequence_3_ultrasound_heart_left+heart+ventricle.png,"(591, 487)",84831,"(431, 265, 259, 432)"
train,patient0003_2CH_half_sequence_3_ultrasound_heart_left+heart+atrium.png,"(591, 487)",49161,"(515, 651, 219, 282)"
train,patient0003_2CH_half_sequence_4_ultrasound_heart_left+heart+ventricle.png,"(591, 487)",82478,"(433, 267, 254, 429)"
train,patient0003_2CH_half_sequence_4_ultrasound_heart_left+heart+atrium.png,"(591, 487)",50174,"(515, 650, 220, 283)"
train,patient0003_2CH_half_sequence_5_ultrasound_heart_left+heart+ventricle.png,"(591, 487)",80057,"(437, 269, 246, 425)"
