split,fname,original_shape,mask_area,mask_bbox,slice_ratio
train,la_005_61_MRI_heart_left+heart+atrium.png,"(320, 320)",14340,"(416, 470, 101, 201)",9
train,la_005_62_MRI_heart_left+heart+atrium.png,"(320, 320)",13985,"(419, 470, 98, 198)",9
train,la_005_63_MRI_heart_left+heart+atrium.png,"(320, 320)",13437,"(419, 470, 98, 198)",9
train,la_005_64_MRI_heart_left+heart+atrium.png,"(320, 320)",13311,"(419, 470, 95, 195)",9
train,la_005_65_MRI_heart_left+heart+atrium.png,"(320, 320)",13309,"(419, 474, 95, 191)",9
train,la_005_66_MRI_heart_left+heart+atrium.png,"(320, 320)",13186,"(419, 474, 92, 191)",8
train,la_005_67_MRI_heart_left+heart+atrium.png,"(320, 320)",13116,"(416, 477, 95, 184)",8
train,la_005_68_MRI_heart_left+heart+atrium.png,"(320, 320)",12988,"(416, 477, 95, 184)",8
train,la_005_69_MRI_heart_left+heart+atrium.png,"(320, 320)",12823,"(416, 480, 95, 181)",8
train,la_005_70_MRI_heart_left+heart+atrium.png,"(320, 320)",12619,"(416, 483, 92, 175)",8
train,la_005_71_MRI_heart_left+heart+atrium.png,"(320, 320)",12478,"(416, 483, 92, 175)",8
train,la_005_72_MRI_heart_left+heart+atrium.png,"(320, 320)",12252,"(416, 483, 92, 172)",8
train,la_005_73_MRI_heart_left+heart+atrium.png,"(320, 320)",12008,"(416, 486, 92, 169)",8
train,la_005_74_MRI_heart_left+heart+atrium.png,"(320, 320)",11765,"(416, 486, 92, 163)",8
train,la_005_75_MRI_heart_left+heart+atrium.png,"(320, 320)",11540,"(416, 490, 95, 155)",7
train,la_005_76_MRI_heart_left+heart+atrium.png,"(320, 320)",11387,"(416, 490, 95, 155)",7
train,la_005_77_MRI_heart_left+heart+atrium.png,"(320, 320)",11192,"(416, 493, 95, 149)",7
train,la_005_78_MRI_heart_left+heart+atrium.png,"(320, 320)",10940,"(419, 496, 92, 143)",7
train,la_005_79_MRI_heart_left+heart+atrium.png,"(320, 320)",10792,"(419, 496, 92, 143)",7
train,la_005_80_MRI_heart_left+heart+atrium.png,"(320, 320)",10462,"(422, 499, 89, 137)",7
train,la_005_81_MRI_heart_left+heart+atrium.png,"(320, 320)",10271,"(422, 499, 89, 137)",6
train,la_005_82_MRI_heart_left+heart+atrium.png,"(320, 320)",9997,"(422, 499, 89, 137)",6
train,la_005_83_MRI_heart_left+heart+atrium.png,"(320, 320)",9591,"(426, 502, 85, 131)",6
train,la_005_84_MRI_heart_left+heart+atrium.png,"(320, 320)",9255,"(426, 502, 85, 131)",6
train,la_005_85_MRI_heart_left+heart+atrium.png,"(320, 320)",8949,"(426, 506, 85, 123)",6
train,la_005_86_MRI_heart_left+heart+atrium.png,"(320, 320)",8654,"(426, 506, 85, 120)",5
train,la_005_87_MRI_heart_left+heart+atrium.png,"(320, 320)",8312,"(426, 509, 85, 117)",5
train,la_005_88_MRI_heart_left+heart+atrium.png,"(320, 320)",7879,"(426, 509, 85, 114)",5
train,la_005_89_MRI_heart_left+heart+atrium.png,"(320, 320)",7498,"(426, 512, 82, 111)",5
train,la_005_90_MRI_heart_left+heart+atrium.png,"(320, 320)",7066,"(422, 515, 86, 105)",4
train,la_005_91_MRI_heart_left+heart+atrium.png,"(320, 320)",6586,"(422, 515, 83, 102)",4
train,la_005_92_MRI_heart_left+heart+atrium.png,"(320, 320)",6105,"(419, 518, 82, 95)",4
train,la_005_93_MRI_heart_left+heart+atrium.png,"(320, 320)",5653,"(419, 522, 79, 91)",3
train,la_005_94_MRI_heart_left+heart+atrium.png,"(320, 320)",5144,"(419, 525, 76, 85)",3
train,la_005_95_MRI_heart_left+heart+atrium.png,"(320, 320)",4522,"(419, 528, 73, 82)",3
train,la_005_96_MRI_heart_left+heart+atrium.png,"(320, 320)",3970,"(419, 531, 70, 76)",2
train,la_005_97_MRI_heart_left+heart+atrium.png,"(320, 320)",3599,"(419, 531, 63, 76)",2
train,la_005_98_MRI_heart_left+heart+atrium.png,"(320, 320)",3329,"(419, 534, 63, 73)",2
train,la_005_99_MRI_heart_left+heart+atrium.png,"(320, 320)",2942,"(419, 538, 63, 66)",2
train,la_005_100_MRI_heart_left+heart+atrium.png,"(320, 320)",2617,"(422, 544, 63, 60)",1
train,la_005_101_MRI_heart_left+heart+atrium.png,"(320, 320)",2314,"(422, 547, 67, 54)",1
train,la_005_102_MRI_heart_left+heart+atrium.png,"(320, 320)",1991,"(426, 550, 63, 54)",1
train,la_005_103_MRI_heart_left+heart+atrium.png,"(320, 320)",1574,"(429, 557, 60, 47)",1
train,la_007_44_MRI_heart_left+heart+atrium.png,"(320, 320)",2113,"(394, 525, 91, 146)",1
train,la_007_45_MRI_heart_left+heart+atrium.png,"(320, 320)",3035,"(394, 515, 95, 156)",2
train,la_007_46_MRI_heart_left+heart+atrium.png,"(320, 320)",4306,"(397, 509, 95, 162)",3
train,la_007_47_MRI_heart_left+heart+atrium.png,"(320, 320)",5628,"(397, 502, 98, 169)",4
train,la_007_48_MRI_heart_left+heart+atrium.png,"(320, 320)",6767,"(400, 499, 98, 172)",4
train,la_007_49_MRI_heart_left+heart+atrium.png,"(320, 320)",7786,"(400, 496, 101, 175)",5
train,la_007_50_MRI_heart_left+heart+atrium.png,"(320, 320)",8720,"(400, 493, 105, 175)",6
train,la_007_51_MRI_heart_left+heart+atrium.png,"(320, 320)",9593,"(403, 490, 108, 178)",7
train,la_007_52_MRI_heart_left+heart+atrium.png,"(320, 320)",10207,"(403, 486, 111, 179)",7
train,la_007_53_MRI_heart_left+heart+atrium.png,"(320, 320)",10678,"(406, 483, 108, 182)",7
train,la_007_54_MRI_heart_left+heart+atrium.png,"(320, 320)",11082,"(406, 480, 111, 181)",8
train,la_007_55_MRI_heart_left+heart+atrium.png,"(320, 320)",11338,"(406, 480, 111, 181)",8
train,la_007_56_MRI_heart_left+heart+atrium.png,"(320, 320)",11813,"(410, 477, 111, 181)",8
train,la_007_57_MRI_heart_left+heart+atrium.png,"(320, 320)",12303,"(410, 477, 111, 181)",9
train,la_007_58_MRI_heart_left+heart+atrium.png,"(320, 320)",13104,"(413, 474, 108, 181)",9
train,la_007_59_MRI_heart_left+heart+atrium.png,"(320, 320)",13471,"(413, 474, 108, 178)",9
train,la_007_60_MRI_heart_left+heart+atrium.png,"(320, 320)",13649,"(413, 474, 111, 178)",9
train,la_007_61_MRI_heart_left+heart+atrium.png,"(320, 320)",13673,"(416, 474, 111, 175)",10
train,la_007_62_MRI_heart_left+heart+atrium.png,"(320, 320)",13614,"(416, 474, 111, 175)",9
train,la_007_63_MRI_heart_left+heart+atrium.png,"(320, 320)",13557,"(419, 474, 108, 171)",9
train,la_007_64_MRI_heart_left+heart+atrium.png,"(320, 320)",13511,"(419, 474, 108, 171)",9
train,la_007_65_MRI_heart_left+heart+atrium.png,"(320, 320)",13463,"(419, 474, 108, 168)",9
train,la_007_66_MRI_heart_left+heart+atrium.png,"(320, 320)",13397,"(419, 474, 108, 168)",9
train,la_007_67_MRI_heart_left+heart+atrium.png,"(320, 320)",13277,"(419, 474, 108, 168)",9
train,la_007_68_MRI_heart_left+heart+atrium.png,"(320, 320)",12984,"(422, 477, 105, 165)",9
train,la_007_69_MRI_heart_left+heart+atrium.png,"(320, 320)",12864,"(422, 477, 105, 165)",9
train,la_007_70_MRI_heart_left+heart+atrium.png,"(320, 320)",12522,"(426, 477, 101, 165)",9
train,la_007_71_MRI_heart_left+heart+atrium.png,"(320, 320)",12231,"(426, 477, 101, 162)",8
train,la_007_72_MRI_heart_left+heart+atrium.png,"(320, 320)",11968,"(426, 480, 101, 159)",8
train,la_007_73_MRI_heart_left+heart+atrium.png,"(320, 320)",11688,"(426, 480, 98, 156)",8
train,la_007_74_MRI_heart_left+heart+atrium.png,"(320, 320)",11375,"(429, 480, 95, 156)",8
train,la_007_75_MRI_heart_left+heart+atrium.png,"(320, 320)",11032,"(429, 483, 95, 150)",8
train,la_007_76_MRI_heart_left+heart+atrium.png,"(320, 320)",10692,"(429, 483, 92, 146)",7
train,la_007_77_MRI_heart_left+heart+atrium.png,"(320, 320)",10437,"(432, 483, 89, 143)",7
train,la_007_78_MRI_heart_left+heart+atrium.png,"(320, 320)",10198,"(432, 486, 89, 140)",7
train,la_007_79_MRI_heart_left+heart+atrium.png,"(320, 320)",9953,"(432, 486, 89, 137)",7
train,la_007_80_MRI_heart_left+heart+atrium.png,"(320, 320)",9728,"(435, 490, 86, 133)",7
train,la_007_81_MRI_heart_left+heart+atrium.png,"(320, 320)",9554,"(435, 490, 86, 133)",6
train,la_007_82_MRI_heart_left+heart+atrium.png,"(320, 320)",9245,"(435, 493, 86, 130)",6
train,la_007_83_MRI_heart_left+heart+atrium.png,"(320, 320)",8962,"(435, 493, 86, 127)",6
train,la_007_84_MRI_heart_left+heart+atrium.png,"(320, 320)",8691,"(435, 493, 86, 127)",6
train,la_007_85_MRI_heart_left+heart+atrium.png,"(320, 320)",8349,"(435, 496, 86, 121)",6
train,la_007_86_MRI_heart_left+heart+atrium.png,"(320, 320)",8005,"(435, 496, 82, 121)",5
train,la_007_87_MRI_heart_left+heart+atrium.png,"(320, 320)",7639,"(435, 499, 79, 118)",5
train,la_007_88_MRI_heart_left+heart+atrium.png,"(320, 320)",7356,"(435, 499, 79, 114)",5
train,la_007_89_MRI_heart_left+heart+atrium.png,"(320, 320)",7072,"(435, 502, 76, 111)",5
train,la_007_90_MRI_heart_left+heart+atrium.png,"(320, 320)",6828,"(435, 506, 76, 104)",4
train,la_007_91_MRI_heart_left+heart+atrium.png,"(320, 320)",6570,"(435, 506, 73, 104)",4
train,la_007_92_MRI_heart_left+heart+atrium.png,"(320, 320)",6386,"(432, 509, 76, 101)",4
train,la_007_93_MRI_heart_left+heart+atrium.png,"(320, 320)",6193,"(432, 509, 76, 101)",4
train,la_007_94_MRI_heart_left+heart+atrium.png,"(320, 320)",6025,"(429, 512, 79, 98)",4
train,la_007_95_MRI_heart_left+heart+atrium.png,"(320, 320)",5788,"(429, 515, 76, 95)",4
train,la_007_96_MRI_heart_left+heart+atrium.png,"(320, 320)",5577,"(426, 518, 79, 92)",4
train,la_007_97_MRI_heart_left+heart+atrium.png,"(320, 320)",5290,"(422, 522, 79, 88)",3
train,la_007_98_MRI_heart_left+heart+atrium.png,"(320, 320)",5050,"(422, 525, 79, 85)",3
train,la_007_99_MRI_heart_left+heart+atrium.png,"(320, 320)",4867,"(422, 525, 76, 85)",3
train,la_007_100_MRI_heart_left+heart+atrium.png,"(320, 320)",4702,"(419, 528, 79, 82)",3
train,la_007_101_MRI_heart_left+heart+atrium.png,"(320, 320)",4427,"(419, 531, 79, 79)",3
train,la_007_102_MRI_heart_left+heart+atrium.png,"(320, 320)",3541,"(416, 531, 82, 79)",2
train,la_007_103_MRI_heart_left+heart+atrium.png,"(320, 320)",3074,"(413, 534, 85, 76)",2
train,la_007_104_MRI_heart_left+heart+atrium.png,"(320, 320)",2845,"(410, 534, 91, 76)",2
train,la_007_105_MRI_heart_left+heart+atrium.png,"(320, 320)",2552,"(406, 538, 95, 72)",1
train,la_007_106_MRI_heart_left+heart+atrium.png,"(320, 320)",2293,"(403, 538, 98, 75)",1
train,la_007_107_MRI_heart_left+heart+atrium.png,"(320, 320)",2191,"(400, 538, 105, 75)",1
train,la_007_108_MRI_heart_left+heart+atrium.png,"(320, 320)",1987,"(400, 538, 108, 79)",1
train,la_007_109_MRI_heart_left+heart+atrium.png,"(320, 320)",1750,"(400, 538, 108, 79)",1
train,la_007_110_MRI_heart_left+heart+atrium.png,"(320, 320)",1522,"(400, 538, 111, 79)",1
train,la_009_17_MRI_heart_left+heart+atrium.png,"(320, 320)",1418,"(422, 522, 79, 88)",1
train,la_009_18_MRI_heart_left+heart+atrium.png,"(320, 320)",1713,"(422, 522, 79, 88)",1
train,la_009_19_MRI_heart_left+heart+atrium.png,"(320, 320)",2074,"(422, 525, 79, 82)",1
train,la_009_20_MRI_heart_left+heart+atrium.png,"(320, 320)",2214,"(426, 528, 75, 79)",1
train,la_009_21_MRI_heart_left+heart+atrium.png,"(320, 320)",2469,"(429, 528, 76, 79)",1
train,la_009_22_MRI_heart_left+heart+atrium.png,"(320, 320)",2840,"(432, 531, 73, 76)",2
train,la_009_23_MRI_heart_left+heart+atrium.png,"(320, 320)",3146,"(435, 534, 73, 70)",2
train,la_009_24_MRI_heart_left+heart+atrium.png,"(320, 320)",3241,"(438, 538, 70, 66)",2
train,la_009_25_MRI_heart_left+heart+atrium.png,"(320, 320)",3316,"(438, 541, 70, 63)",2
train,la_009_26_MRI_heart_left+heart+atrium.png,"(320, 320)",3441,"(438, 541, 70, 63)",2
train,la_009_27_MRI_heart_left+heart+atrium.png,"(320, 320)",3530,"(438, 541, 73, 63)",2
train,la_009_28_MRI_heart_left+heart+atrium.png,"(320, 320)",3500,"(438, 544, 70, 60)",2
train,la_009_29_MRI_heart_left+heart+atrium.png,"(320, 320)",3495,"(438, 544, 70, 60)",2
