split,fname,original_shape,mask_area,mask_bbox
train,175OLCV1_100H0011_endoscope__polyp.png,"(1048, 1232, 3)",183634,"(141, 265, 787, 593)"
train,175OLCV1_100H0099_endoscope__polyp.png,"(1048, 1232, 3)",184652,"(76, 1, 696, 423)"
train,176OLCV1_100H0002_endoscope__polyp.png,"(1080, 1350, 3)",68791,"(102, 600, 732, 181)"
train,176OLCV1_100H0089_endoscope__polyp.png,"(1048, 1232, 3)",33416,"(581, 529, 208, 247)"
train,176OLCV1_100H0126_endoscope__polyp.png,"(1048, 1232, 3)",10609,"(591, 483, 121, 114)"
train,176OLCV1_100H0160_endoscope__polyp.png,"(1048, 1232, 3)",32570,"(571, 514, 189, 235)"
train,176OLCV1_100H0255_endoscope__polyp.png,"(1048, 1232, 3)",107509,"(76, 47, 557, 586)"
train,176OLCV1_100H0290_endoscope__polyp.png,"(1080, 1350, 3)",36305,"(671, 426, 244, 310)"
train,176OLCV1_100H0470_endoscope__polyp.png,"(1048, 1232, 3)",23332,"(350, 268, 177, 172)"
train,176OLCV1_100H0537_endoscope__polyp.png,"(1048, 1232, 3)",206285,"(332, 106, 528, 539)"
train,176OLCV1_100H0587_endoscope__polyp.png,"(1048, 1232, 3)",85898,"(362, 154, 267, 409)"
train,176OLCV1_100H0730_endoscope__polyp.png,"(1048, 1232, 3)",93140,"(396, 315, 418, 292)"
train,176OLCV1_100H0738_endoscope__polyp.png,"(1048, 1232, 3)",112604,"(478, 288, 325, 461)"
train,176OLCV1_100H0739_endoscope__polyp.png,"(1048, 1232, 3)",65842,"(507, 395, 261, 324)"
train,176OLCV1_100H0846_endoscope__polyp.png,"(1048, 1232, 3)",100478,"(536, 0, 411, 430)"
train,176OLCV1_100H0885_endoscope__polyp.png,"(1048, 1232, 3)",201932,"(190, 160, 521, 565)"
train,176OLCV1_100H0889_endoscope__polyp.png,"(1048, 1232, 3)",186916,"(440, 65, 497, 579)"
train,176OLCV1_100H0890_endoscope__polyp.png,"(1048, 1232, 3)",167224,"(377, 152, 442, 508)"
train,176OLCV1_100H0902_endoscope__polyp.png,"(1048, 1232, 3)",118647,"(116, 213, 400, 381)"
train,176OLCV1_100H0912_endoscope__polyp.png,"(1048, 1232, 3)",430189,"(204, 16, 739, 867)"
train,177OLCV1_100H0014_endoscope__polyp.png,"(1080, 1350, 3)",4845,"(503, 220, 84, 92)"
train,177OLCV1_100H0024_endoscope__polyp.png,"(1080, 1350, 3)",32363,"(379, 627, 209, 211)"
train,177OLCV1_100H0038_endoscope__polyp.png,"(1080, 1350, 3)",58111,"(576, 520, 235, 423)"
train,177OLCV1_100H0040_endoscope__polyp.png,"(1080, 1350, 3)",142868,"(444, 153, 415, 526)"
train,177OLCV1_100S0005_endoscope__polyp.png,"(513, 628, 3)",15936,"(456, 264, 134, 148)"
train,180OLCV1_100H0006_endoscope__polyp.png,"(1080, 1350, 3)",17853,"(349, 488, 126, 184)"
train,186OLCV1_100H0008_endoscope__polyp.png,"(1048, 1232, 3)",189926,"(220, 0, 540, 459)"
train,186OLCV1_100H0045_endoscope__polyp.png,"(1048, 1232, 3)",212233,"(138, 152, 582, 459)"
train,186OLCV1_100H0053_endoscope__polyp.png,"(1048, 1232, 3)",323988,"(227, 77, 685, 738)"
train,186OLCV1_100H0063_endoscope__polyp.png,"(1048, 1232, 3)",90129,"(169, 282, 384, 309)"
train,186OLCV1_100H0066_endoscope__polyp.png,"(1048, 1232, 3)",61143,"(421, 99, 340, 231)"
train,187OLCV1_100H0079_endoscope__polyp.png,"(1048, 1232, 3)",31843,"(545, 417, 166, 269)"
train,188OLCV1_100H0002_endoscope__polyp.png,"(1048, 1232, 3)",184694,"(434, 106, 483, 491)"
train,192OLCV1_100H0002_endoscope__polyp.png,"(1080, 1350, 3)",155975,"(120, 388, 561, 484)"
train,192OLCV1_100H0004_endoscope__polyp.png,"(1080, 1350, 3)",80423,"(168, 288, 373, 387)"
train,195OLCV1_100H0002_endoscope__polyp.png,"(1080, 1350, 3)",13764,"(542, 420, 142, 124)"
train,195OLCV1_100H0012_endoscope__polyp.png,"(1080, 1350, 3)",3539,"(404, 584, 61, 76)"
train,199OLCV1_100H0010_endoscope__polyp.png,"(1048, 1232, 3)",479498,"(161, 0, 771, 809)"
train,201OLCV1_100H0018_endoscope__polyp.png,"(1080, 1350, 3)",8544,"(234, 821, 126, 100)"
train,204OLCV1_100H0006_endoscope__polyp.png,"(1080, 1350, 3)",89259,"(410, 516, 511, 317)"
train,205OLCV1_100H0004_endoscope__polyp.png,"(1080, 1350, 3)",33293,"(435, 0, 373, 164)"
train,206OLCV1_100H0002_endoscope__polyp.png,"(1048, 1232, 3)",4839,"(269, 521, 87, 64)"
train,208OLCV1_100H0002_endoscope__polyp.png,"(1080, 1350, 3)",91881,"(394, 542, 444, 325)"
train,214OLCV1_100H0006_endoscope__polyp.png,"(1080, 1350, 3)",14622,"(542, 418, 139, 167)"
train,220OLCV1_100H0008_endoscope__polyp.png,"(1048, 1232, 3)",61114,"(695, 228, 238, 450)"
train,226OLCV1_100H0002_endoscope__polyp.png,"(1080, 1350, 3)",1145,"(563, 488, 39, 37)"
train,231OLCV1_100H0010_endoscope__polyp.png,"(1080, 1350, 3)",8022,"(760, 316, 90, 112)"
train,232OLCV1_100H0002_endoscope__polyp.png,"(1080, 1350, 3)",51475,"(129, 5, 304, 254)"
train,232OLCV1_100S0001_endoscope__polyp.png,"(513, 628, 3)",55674,"(129, 3, 304, 247)"
train,234OLCV1_100H0020_endoscope__polyp.png,"(1048, 1232, 3)",5642,"(820, 450, 53, 146)"
train,234OLCV1_100H0024_endoscope__polyp.png,"(1048, 1232, 3)",65185,"(508, 10, 350, 234)"
train,241OLCV1_100H0002_endoscope__polyp.png,"(1080, 1350, 3)",131626,"(251, 243, 637, 411)"
train,242OLCV1_100H0012_endoscope__polyp.png,"(1080, 1350, 3)",56657,"(105, 272, 277, 382)"
train,253OLCV1_100H0004_endoscope__polyp.png,"(1080, 1350, 3)",114158,"(428, 321, 352, 455)"
train,263OLCV1_100H0002_endoscope__polyp.png,"(1048, 1232, 3)",129447,"(414, 411, 488, 395)"
train,263OLCV1_100H0010_endoscope__polyp.png,"(1048, 1232, 3)",112719,"(416, 479, 356, 403)"
train,273OLCV1_100H0002_endoscope__polyp.png,"(1080, 1350, 3)",40412,"(438, 649, 272, 215)"
train,276OLCV1_100H0004_endoscope__polyp.png,"(1048, 1232, 3)",85062,"(233, 116, 339, 332)"
train,276OLCV1_100H0006_endoscope__polyp.png,"(1048, 1232, 3)",29405,"(438, 402, 232, 174)"
train,278OLCV1_100H0010_endoscope__polyp.png,"(1048, 1232, 3)",39180,"(549, 152, 216, 420)"
train,278OLCV1_100H0012_endoscope__polyp.png,"(1048, 1232, 3)",18067,"(682, 286, 230, 108)"
train,284OLCV1_100H0004_endoscope__polyp.png,"(1048, 1232, 3)",237780,"(436, 355, 491, 664)"
train,290OLCV1_100H0020_endoscope__polyp.png,"(1048, 1232, 3)",28232,"(379, 611, 221, 198)"
train,290OLCV1_100H0040_endoscope__polyp.png,"(1080, 1350, 3)",60863,"(224, 86, 338, 254)"
train,291OLCV1_100H0012_endoscope__polyp.png,"(1080, 1350, 3)",76887,"(470, 23, 413, 247)"
train,295OLCV1_100H0004_endoscope__polyp.png,"(1048, 1232, 3)",471328,"(78, 331, 869, 692)"
train,295OLCV1_100H0006_endoscope__polyp.png,"(1048, 1232, 3)",353964,"(76, 251, 846, 642)"
train,295OLCV1_100H0008_endoscope__polyp.png,"(1048, 1232, 3)",271891,"(138, 336, 742, 557)"
train,296OLCV1_100H0004_endoscope__polyp.png,"(1048, 1232, 3)",23030,"(682, 386, 166, 194)"
train,296OLCV1_100H0008_endoscope__polyp.png,"(1048, 1232, 3)",13791,"(614, 654, 114, 169)"
train,313OLCV1_100H0026_endoscope__polyp.png,"(1080, 1350, 3)",37427,"(331, 680, 251, 206)"
train,313OLCV1_100H0032_endoscope__polyp.png,"(1080, 1350, 3)",53775,"(404, 451, 300, 258)"
train,314OLCV1_100H0008_endoscope__polyp.png,"(1080, 1350, 3)",46504,"(672, 548, 246, 307)"
train,326OLCV1_100H0002_endoscope__polyp.png,"(1080, 1350, 3)",11034,"(314, 343, 101, 144)"
train,326OLCV1_100H0006_endoscope__polyp.png,"(1080, 1350, 3)",11924,"(578, 331, 104, 156)"
train,331OLCV1_100H0004_endoscope__polyp.png,"(1048, 1232, 3)",10307,"(520, 658, 128, 99)"
train,333OLCV1_100H0006_endoscope__polyp.png,"(1048, 1232, 3)",66368,"(485, 266, 204, 499)"
train,333OLCV1_100H0010_endoscope__polyp.png,"(1048, 1232, 3)",33368,"(386, 436, 196, 231)"
train,333OLCV1_100H0014_endoscope__polyp.png,"(1048, 1232, 3)",28344,"(436, 421, 121, 297)"
train,333OLCV1_100H0016_endoscope__polyp.png,"(1048, 1232, 3)",87663,"(327, 107, 431, 269)"
train,342OLCV1_100H0004_endoscope__polyp.png,"(1080, 1350, 3)",89879,"(194, 514, 435, 441)"
train,350OLCV1_100H0002_endoscope__polyp.png,"(1048, 1232, 3)",106410,"(176, 22, 527, 288)"
train,350OLCV1_100H0004_endoscope__polyp.png,"(1048, 1232, 3)",239184,"(149, 406, 690, 508)"
train,354OLCV1_100H0002_endoscope__polyp.png,"(1080, 1350, 3)",13371,"(482, 437, 170, 115)"
train,356OLCV1_100S0007_endoscope__polyp.png,"(498, 572, 3)",120510,"(580, 263, 332, 483)"
train,358OLCV1_100H0004_endoscope__polyp.png,"(1048, 1232, 3)",30286,"(390, 574, 208, 199)"
train,363OLCV1_100H0002_endoscope__polyp.png,"(1080, 1350, 3)",26555,"(164, 231, 248, 147)"
train,366OLCV1_100H0016_endoscope__polyp.png,"(1080, 1350, 3)",16740,"(636, 663, 173, 152)"
train,370OLCV1_100H0010_endoscope__polyp.png,"(1080, 1350, 3)",28931,"(280, 437, 358, 457)"
train,371OLCV1_100H0006_endoscope__polyp.png,"(1048, 1232, 3)",20671,"(324, 373, 192, 140)"
train,371OLCV1_100H0008_endoscope__polyp.png,"(1080, 1350, 3)",19730,"(499, 605, 171, 147)"
train,372OLCV1_100H0016_endoscope__polyp.png,"(1048, 1232, 3)",88361,"(76, 652, 502, 371)"
train,374OLCV1_100H0016_endoscope__polyp.png,"(1080, 1350, 3)",7578,"(368, 394, 91, 108)"
train,375OLCV1_100H0008_endoscope__polyp.png,"(1080, 1350, 3)",172433,"(111, 523, 512, 449)"
train,375OLCV1_100H0010_endoscope__polyp.png,"(1080, 1350, 3)",110193,"(274, 475, 333, 467)"
train,376OLCV1_100H0010_endoscope__polyp.png,"(1080, 1350, 3)",95884,"(583, 571, 335, 382)"
train,377OLCV1_100H0004_endoscope__polyp.png,"(1048, 1232, 3)",88779,"(393, 290, 274, 486)"
train,378OLCV1_100H0016_endoscope__polyp.png,"(1080, 1350, 3)",106053,"(415, 168, 349, 470)"
train,388OLCV1_100H0004_endoscope__polyp.png,"(1048, 1232, 3)",114667,"(114, 119, 525, 335)"
train,394OLCV1_100H0012_endoscope__polyp.png,"(1048, 1232, 3)",23207,"(706, 436, 126, 278)"
train,396OLCV1_100H0004_endoscope__polyp.png,"(1048, 1232, 3)",64576,"(81, 497, 267, 420)"
train,398OLCV1_100H0004_endoscope__polyp.png,"(1048, 1232, 3)",171563,"(255, 161, 543, 438)"
train,405OLCV1_100H0002_endoscope__polyp.png,"(1048, 1232, 3)",273347,"(221, 99, 686, 584)"
train,409OLCV1_100H0010_endoscope__polyp.png,"(1048, 1232, 3)",250799,"(76, 410, 795, 556)"
train,413OLCV1_100S0019_endoscope__polyp.png,"(498, 572, 3)",378745,"(68, 0, 887, 822)"
train,417OLCV1_100H0002_endoscope__polyp.png,"(1048, 1232, 3)",241541,"(283, 180, 598, 624)"
train,417OLCV1_100H0004_endoscope__polyp.png,"(1080, 1350, 3)",78185,"(502, 360, 347, 526)"
train,417OLCV1_100H0006_endoscope__polyp.png,"(1048, 1232, 3)",171723,"(311, 305, 554, 467)"
train,417OLCV1_100H0008_endoscope__polyp.png,"(1048, 1232, 3)",157204,"(379, 305, 566, 470)"
train,419OLCV1_100H0006_endoscope__polyp.png,"(1080, 1350, 3)",101333,"(294, 162, 375, 473)"
train,419OLCV1_100H0014_endoscope__polyp.png,"(1080, 1350, 3)",316539,"(511, 0, 406, 1017)"
train,419OLCV1_100H0016_endoscope__polyp.png,"(1080, 1350, 3)",224143,"(253, 84, 473, 749)"
train,419OLCV1_100H0020_endoscope__polyp.png,"(1080, 1350, 3)",100483,"(542, 208, 266, 481)"
train,419OLCV1_100H0026_endoscope__polyp.png,"(1080, 1350, 3)",344943,"(124, 269, 784, 751)"
train,420OLCV1_100H0002_endoscope__polyp.png,"(1048, 1232, 3)",9163,"(375, 401, 105, 107)"
train,422OLCV1_100H0002_endoscope__polyp.png,"(1080, 1350, 3)",185280,"(234, 261, 411, 735)"
train,422OLCV1_100H0038_endoscope__polyp.png,"(1080, 1350, 3)",19126,"(473, 724, 191, 199)"
train,425OLCV1_100H0016_endoscope__polyp.png,"(1080, 1350, 3)",64050,"(409, 467, 342, 261)"
train,425OLCV1_100H0018_endoscope__polyp.png,"(1080, 1350, 3)",26470,"(243, 703, 229, 160)"
train,427OLCV1_100H0022_endoscope__polyp.png,"(1080, 1350, 3)",8877,"(542, 442, 109, 107)"
train,429OLCV1_100H0002_endoscope__polyp.png,"(1080, 1350, 3)",35448,"(441, 306, 169, 282)"
train,430OLCV1_100H0002_endoscope__polyp.png,"(1080, 1350, 3)",4947,"(432, 401, 95, 61)"
train,430OLCV1_100S0001_endoscope__polyp.png,"(513, 628, 3)",5023,"(430, 403, 101, 61)"
train,434OLCV1_100S0007_endoscope__polyp.png,"(513, 628, 3)",12428,"(496, 201, 119, 152)"
train,439OLCV1_100H0008_endoscope__polyp.png,"(1048, 1232, 3)",33382,"(203, 321, 215, 238)"
train,439OLCV1_100H0010_endoscope__polyp.png,"(1048, 1232, 3)",122626,"(495, 68, 369, 443)"
train,439OLCV1_100H0020_endoscope__polyp.png,"(1048, 1232, 3)",68891,"(632, 332, 246, 392)"
train,444OLCV1_100H0004_endoscope__polyp.png,"(1080, 1350, 3)",24139,"(234, 632, 178, 183)"
train,445OLCV1_100H0010_endoscope__polyp.png,"(1080, 1350, 3)",139354,"(137, 104, 517, 386)"
train,459OLCV1_100H0006_endoscope__polyp.png,"(1048, 1232, 3)",58342,"(239, 396, 284, 282)"
train,459OLCV1_100H0012_endoscope__polyp.png,"(1048, 1232, 3)",340625,"(407, 183, 537, 840)"
train,459OLCV1_100H0014_endoscope__polyp.png,"(1048, 1232, 3)",323185,"(327, 147, 620, 775)"
train,459OLCV1_100H0016_endoscope__polyp.png,"(1048, 1232, 3)",235074,"(232, 282, 603, 577)"
train,469OLCV1_100H0006_endoscope__polyp.png,"(1080, 1350, 3)",61268,"(275, 344, 215, 361)"
train,470OLCV1_100H0004_endoscope__polyp.png,"(1048, 1232, 3)",78765,"(84, 203, 395, 525)"
train,470OLCV1_100H0012_endoscope__polyp.png,"(1080, 1350, 3)",29852,"(694, 796, 220, 196)"
train,471OLCV1_100H0008_endoscope__polyp.png,"(1080, 1350, 3)",10999,"(439, 474, 170, 95)"
train,475OLCV1_100H0008_endoscope__polyp.png,"(1048, 1232, 3)",23977,"(392, 288, 175, 178)"
train,476OLCV1_100S0007_endoscope__polyp.png,"(498, 572, 3)",13358,"(512, 141, 144, 125)"
train,481OLCV1_100H0002_endoscope__polyp.png,"(1080, 1350, 3)",108764,"(196, 519, 501, 303)"
train,481OLCV1_100H0004_endoscope__polyp.png,"(1048, 1232, 3)",264021,"(104, 132, 611, 681)"
train,491OLCV1_100H0004_endoscope__polyp.png,"(1080, 1350, 3)",53436,"(199, 128, 369, 713)"
train,492OLCV1_100H0012_endoscope__polyp.png,"(1080, 1350, 3)",54530,"(424, 559, 392, 311)"
train,492OLCV1_100H0016_endoscope__polyp.png,"(1080, 1350, 3)",69176,"(356, 151, 463, 277)"
train,493OLCV1_100H0026_endoscope__polyp.png,"(1080, 1350, 3)",24090,"(607, 415, 171, 216)"
train,497OLCV1_100H0004_endoscope__polyp.png,"(1080, 1350, 3)",8823,"(695, 438, 105, 113)"
train,500OLCV1_100H0008_endoscope__polyp.png,"(1080, 1350, 3)",70401,"(617, 320, 302, 277)"
train,503OLCV1_100H0012_endoscope__polyp.png,"(1080, 1350, 3)",45992,"(287, 425, 273, 257)"
train,503OLCV1_100H0014_endoscope__polyp.png,"(1080, 1350, 3)",26139,"(299, 509, 202, 173)"
train,510OLCV1_100H0006_endoscope__polyp.png,"(1048, 1232, 3)",280660,"(433, 301, 511, 722)"
train,510OLCV1_100H0008_endoscope__polyp.png,"(1048, 1232, 3)",319130,"(400, 142, 547, 802)"
train,510OLCV1_100H0010_endoscope__polyp.png,"(1048, 1232, 3)",265910,"(460, 143, 485, 754)"
train,510OLCV1_100H0012_endoscope__polyp.png,"(1048, 1232, 3)",478881,"(295, 3, 652, 989)"
train,510OLCV1_100S0009_endoscope__polyp.png,"(498, 572, 3)",271591,"(458, 149, 495, 747)"
train,518OLCV1_100H0004_endoscope__polyp.png,"(1080, 1350, 3)",33853,"(291, 637, 206, 202)"
train,524OLCV1_100H0002_endoscope__polyp.png,"(1080, 1350, 3)",8297,"(410, 341, 112, 112)"
train,530OLCV1_100H0008_endoscope__polyp.png,"(1080, 1350, 3)",219949,"(178, 199, 618, 725)"
train,535OLCV1_100H0010_endoscope__polyp.png,"(1080, 1350, 3)",13883,"(441, 576, 127, 152)"
train,544OLCV1_100H0002_endoscope__polyp.png,"(1080, 1350, 3)",13142,"(661, 468, 103, 169)"
train,547OLCV1_100H0004_endoscope__polyp.png,"(1080, 1350, 3)",268895,"(337, 0, 584, 559)"
train,553OLCV1_100H0004_endoscope__polyp.png,"(1080, 1350, 3)",19757,"(244, 429, 182, 159)"
train,554OLCV1_100H0002_endoscope__polyp.png,"(1080, 1350, 3)",19415,"(607, 532, 180, 131)"
train,554OLCV1_100H0004_endoscope__polyp.png,"(1080, 1350, 3)",70018,"(217, 168, 559, 284)"
train,556OLCV1_100H0002_endoscope__polyp.png,"(1048, 1232, 3)",23969,"(633, 480, 164, 216)"
train,556OLCV1_100H0004_endoscope__polyp.png,"(1048, 1232, 3)",52341,"(243, 753, 325, 222)"
train,556OLCV1_100H0012_endoscope__polyp.png,"(1048, 1232, 3)",27493,"(314, 919, 313, 102)"
train,556OLCV1_100H0014_endoscope__polyp.png,"(1048, 1232, 3)",19311,"(345, 877, 234, 101)"
train,580OLCV1_100H0002_endoscope__polyp.png,"(1080, 1350, 3)",26691,"(450, 448, 168, 216)"
test,580OLCV1_100H0006_endoscope__polyp.png,"(1080, 1350, 3)",188073,"(290, 183, 496, 671)"
test,590OLCV1_100H0006_endoscope__polyp.png,"(1080, 1350, 3)",51003,"(339, 189, 353, 232)"
test,590OLCV1_100H0008_endoscope__polyp.png,"(1080, 1350, 3)",45792,"(265, 261, 315, 230)"
test,596OLCV1_100H0002_endoscope__polyp.png,"(1048, 1232, 3)",167611,"(182, 0, 597, 1023)"
test,597OLCV1_100H0032_endoscope__polyp.png,"(1080, 1350, 3)",59114,"(349, 220, 244, 324)"
test,597OLCV1_100H0042_endoscope__polyp.png,"(1080, 1350, 3)",64780,"(564, 549, 314, 268)"
test,597OLCV1_100H0044_endoscope__polyp.png,"(1080, 1350, 3)",15723,"(548, 449, 162, 127)"
test,608OLCV1_100H0006_endoscope__polyp.png,"(1080, 1350, 3)",157239,"(158, 9, 565, 400)"
test,608OLCV1_100H0008_endoscope__polyp.png,"(1080, 1350, 3)",267424,"(110, 1, 495, 801)"
test,608OLCV1_100H0012_endoscope__polyp.png,"(1080, 1350, 3)",476658,"(133, 127, 788, 895)"
test,615OLCV1_100H0024_endoscope__polyp.png,"(1080, 1350, 3)",196659,"(132, 41, 367, 817)"
test,642OLCV1_100H0012_endoscope__polyp.png,"(1080, 1350, 3)",5151,"(600, 415, 89, 76)"
test,649OLCV1_100H0006_endoscope__polyp.png,"(1080, 1350, 3)",34075,"(195, 475, 217, 207)"
test,651OLCV1_100H0010_endoscope__polyp.png,"(1048, 1232, 3)",194263,"(248, 358, 556, 501)"
test,656OLCV1_100H0012_endoscope__polyp.png,"(1080, 1350, 3)",51249,"(102, 64, 385, 203)"
test,660OLCV1_100H0002_endoscope__polyp.png,"(1048, 1232, 3)",120660,"(376, 147, 413, 396)"
test,667OLCV1_100H0022_endoscope__polyp.png,"(1080, 1350, 3)",14738,"(588, 149, 148, 140)"
test,667OLCV1_100H0024_endoscope__polyp.png,"(1080, 1350, 3)",37716,"(254, 238, 229, 270)"
test,673OLCV1_100H0010_endoscope__polyp.png,"(1080, 1350, 3)",77230,"(522, 492, 310, 388)"
test,673OLCV1_100H0028_endoscope__polyp.png,"(1080, 1350, 3)",24541,"(542, 748, 231, 146)"
test,680OLCV1_100H0002_endoscope__polyp.png,"(1080, 1350, 3)",123186,"(535, 64, 383, 511)"
test,688OLCV1_100H0008_endoscope__polyp.png,"(1080, 1350, 3)",11452,"(277, 536, 130, 124)"
test,711OLCV1_100H0002_endoscope__polyp.png,"(1080, 1350, 3)",46629,"(703, 32, 143, 510)"
test,718OLCV1_100H0002_endoscope__polyp.png,"(1080, 1350, 3)",15171,"(194, 617, 143, 157)"
test,726OLCV1_100H0006_endoscope__polyp.png,"(1042, 1008, 3)",133064,"(355, 327, 400, 440)"
test,729OLCV1_100H0002_endoscope__polyp.png,"(1080, 1350, 3)",114422,"(285, 178, 372, 390)"
test,731OLCV1_100H0008_endoscope__polyp.png,"(1080, 1350, 3)",206539,"(266, 327, 457, 591)"
test,732OLCV1_100H0012_endoscope__polyp.png,"(1080, 1350, 3)",36066,"(514, 582, 284, 290)"
test,732OLCV1_100H0016_endoscope__polyp.png,"(1080, 1350, 3)",38542,"(448, 203, 353, 184)"
test,732OLCV1_100H0026_endoscope__polyp.png,"(1080, 1350, 3)",50944,"(328, 466, 255, 291)"
test,732OLCV1_100H0036_endoscope__polyp.png,"(1080, 1350, 3)",69673,"(199, 239, 322, 380)"
test,742OLCV1_100H0008_endoscope__polyp.png,"(1080, 1350, 3)",19882,"(429, 497, 488, 122)"
test,779OLCV1_100H0004_endoscope__polyp.png,"(1080, 1350, 3)",29669,"(299, 705, 187, 194)"
test,779OLCV1_100H0006_endoscope__polyp.png,"(1080, 1350, 3)",106709,"(225, 413, 408, 609)"
test,848OLCV1_100H0002_endoscope__polyp.png,"(1080, 1350, 3)",11481,"(566, 276, 135, 122)"
test,864OLCV1_100H0004_endoscope__polyp.png,"(1080, 1350, 3)",78966,"(332, 350, 418, 246)"
test,883OLCV1_100H0014_endoscope__polyp.png,"(1080, 1350, 3)",22923,"(586, 251, 165, 170)"
test,887OLCV1_100H0002_endoscope__polyp.png,"(1080, 1350, 3)",50176,"(102, 128, 407, 435)"
test,896OLCV1_100H0044_endoscope__polyp.png,"(1080, 1350, 3)",52047,"(451, 501, 311, 279)"
test,906OLCV1_100H0002_endoscope__polyp.png,"(1080, 1350, 3)",12622,"(232, 291, 148, 124)"
test,906OLCV1_100H0008_endoscope__polyp.png,"(1080, 1350, 3)",118634,"(424, 421, 454, 371)"
test,906OLCV1_100H0010_endoscope__polyp.png,"(1080, 1350, 3)",84381,"(595, 212, 324, 360)"
test,925OLCV1_100H0006_endoscope__polyp.png,"(1080, 1350, 3)",24602,"(520, 589, 174, 183)"
test,925OLCV1_100H0014_endoscope__polyp.png,"(1080, 1350, 3)",310785,"(299, 18, 584, 730)"
test,925OLCV1_100S0011_endoscope__polyp.png,"(513, 628, 3)",147678,"(398, 240, 489, 426)"
test,940OLCV1_100H0004_endoscope__polyp.png,"(1080, 1350, 3)",11674,"(330, 355, 108, 144)"
test,958OLCV1_100H0002_endoscope__polyp.png,"(1080, 1350, 3)",45482,"(266, 715, 369, 208)"
test,962OLCV1_100H0004_endoscope__polyp.png,"(1080, 1350, 3)",17517,"(249, 510, 232, 279)"
test,963OLCV1_100H0006_endoscope__polyp.png,"(1080, 1350, 3)",271060,"(181, 35, 706, 764)"
