split,fname,original_shape,mask_area,mask_bbox
train,00044_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",157792,"(304, 356, 511, 391)"
train,00045_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",21024,"(104, 396, 143, 211)"
train,00045_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",157216,"(304, 352, 511, 387)"
train,00046_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",18448,"(120, 380, 131, 191)"
train,00046_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",180608,"(300, 312, 527, 439)"
train,00047_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",18240,"(116, 380, 135, 191)"
train,00047_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",173744,"(308, 304, 519, 423)"
train,00048_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",18032,"(104, 364, 123, 195)"
train,00048_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",207232,"(336, 248, 583, 447)"
train,00049_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",18064,"(116, 360, 131, 191)"
train,00049_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",171968,"(296, 260, 515, 423)"
train,00050_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",14096,"(76, 388, 103, 187)"
train,00050_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",143408,"(296, 308, 483, 359)"
train,00051_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",15008,"(68, 472, 119, 199)"
train,00051_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",144880,"(272, 316, 483, 379)"
train,00052_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",14720,"(72, 472, 115, 199)"
train,00052_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",144880,"(272, 336, 483, 383)"
train,00053_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",14720,"(72, 472, 115, 199)"
train,00053_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",144176,"(276, 364, 475, 383)"
train,00054_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",14272,"(72, 472, 115, 199)"
train,00054_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",144192,"(280, 360, 475, 379)"
train,00055_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",14272,"(72, 472, 115, 199)"
train,00055_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",144192,"(280, 360, 475, 379)"
train,00056_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",14192,"(72, 472, 115, 199)"
train,00056_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",144192,"(280, 360, 475, 379)"
train,00057_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",14192,"(72, 472, 115, 199)"
train,00057_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",144192,"(280, 360, 475, 379)"
train,00058_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",14192,"(72, 472, 115, 199)"
train,00058_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",144192,"(280, 360, 475, 379)"
train,00059_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",14432,"(72, 472, 119, 199)"
train,00059_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",144192,"(280, 360, 475, 379)"
train,00060_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",14592,"(76, 468, 115, 199)"
train,00060_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",140752,"(280, 376, 475, 363)"
train,00061_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",14144,"(72, 472, 119, 199)"
train,00061_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",144192,"(280, 360, 475, 379)"
train,00062_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",14144,"(72, 472, 119, 199)"
train,00062_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",144192,"(280, 360, 475, 379)"
train,00063_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",13920,"(76, 472, 115, 199)"
train,00063_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",139280,"(280, 360, 475, 367)"
train,00064_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",14752,"(72, 472, 119, 199)"
train,00064_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",138768,"(280, 392, 475, 363)"
train,00065_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",14448,"(80, 416, 115, 199)"
train,00065_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",135552,"(304, 344, 447, 379)"
train,00066_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",14048,"(80, 416, 107, 199)"
train,00066_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",138560,"(296, 352, 459, 383)"
train,00067_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",14048,"(80, 416, 107, 199)"
train,00067_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",138448,"(296, 352, 463, 383)"
train,00068_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",13984,"(80, 416, 107, 199)"
train,00068_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",138448,"(296, 352, 463, 383)"
train,00069_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",13984,"(80, 416, 107, 199)"
train,00069_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",138448,"(296, 352, 467, 383)"
train,00070_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",13984,"(80, 416, 107, 199)"
train,00070_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",138432,"(296, 352, 467, 383)"
train,00071_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",13984,"(80, 416, 107, 199)"
train,00071_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",138432,"(296, 352, 467, 383)"
train,00072_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",14592,"(72, 472, 119, 199)"
train,00072_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",138224,"(280, 404, 475, 363)"
train,00073_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",13984,"(80, 416, 107, 199)"
train,00073_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",138432,"(296, 352, 467, 383)"
train,00074_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",13984,"(80, 416, 107, 199)"
train,00074_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",138816,"(292, 352, 471, 383)"
train,00075_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",13984,"(80, 416, 107, 199)"
train,00075_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",138816,"(292, 352, 471, 383)"
train,00076_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",13984,"(80, 416, 107, 199)"
train,00076_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",138816,"(292, 352, 471, 383)"
train,00077_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",13984,"(80, 416, 107, 199)"
train,00077_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",138816,"(292, 352, 471, 383)"
train,00078_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",13984,"(80, 416, 107, 199)"
train,00078_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",137488,"(292, 352, 463, 383)"
train,00079_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",13984,"(80, 416, 107, 199)"
train,00079_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",137488,"(292, 344, 463, 379)"
train,00080_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",13984,"(80, 416, 107, 199)"
train,00080_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",138976,"(292, 344, 463, 379)"
train,00081_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",14272,"(80, 420, 111, 199)"
train,00081_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",139728,"(288, 344, 467, 379)"
train,00082_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",14272,"(80, 420, 111, 199)"
train,00082_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",140944,"(288, 344, 475, 379)"
train,00083_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",14448,"(72, 472, 119, 199)"
train,00083_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",139744,"(284, 404, 471, 363)"
train,00084_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",14080,"(76, 424, 111, 195)"
train,00084_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",140992,"(284, 388, 475, 379)"
train,00085_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",14080,"(76, 424, 111, 195)"
train,00085_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",140992,"(284, 388, 475, 379)"
train,00086_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",14080,"(76, 424, 111, 195)"
train,00086_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",141104,"(292, 388, 479, 379)"
train,00087_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",14080,"(76, 424, 111, 195)"
train,00087_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",141056,"(288, 376, 479, 379)"
train,00088_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",14080,"(76, 424, 111, 195)"
train,00088_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",141056,"(288, 376, 479, 379)"
train,00089_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",14160,"(76, 416, 107, 199)"
train,00089_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",142992,"(288, 376, 479, 379)"
train,00090_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",14128,"(76, 412, 111, 199)"
train,00090_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",143312,"(284, 372, 479, 379)"
train,00091_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",13888,"(80, 404, 107, 199)"
train,00091_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",145584,"(292, 376, 479, 379)"
train,00092_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",14112,"(80, 396, 107, 199)"
train,00092_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",145360,"(296, 356, 479, 375)"
train,00093_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",13456,"(80, 404, 107, 191)"
train,00093_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",145360,"(296, 356, 479, 375)"
train,00094_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",13456,"(80, 404, 107, 191)"
train,00094_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",145360,"(296, 356, 479, 375)"
train,00095_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",13456,"(80, 404, 107, 191)"
train,00095_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",138912,"(296, 356, 467, 359)"
train,00096_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",12976,"(80, 404, 99, 191)"
train,00096_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",138912,"(296, 356, 467, 359)"
train,00097_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",12976,"(80, 404, 99, 191)"
train,00097_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",139808,"(292, 352, 475, 359)"
train,00098_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",12656,"(80, 404, 99, 191)"
train,00098_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",139808,"(292, 352, 475, 359)"
train,00099_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",12528,"(80, 404, 99, 183)"
train,00099_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",139808,"(292, 352, 475, 359)"
train,00100_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",12288,"(80, 404, 91, 183)"
train,00100_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",139264,"(296, 352, 471, 359)"
train,00101_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",12864,"(80, 404, 99, 183)"
train,00101_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",140880,"(296, 352, 471, 359)"
train,00102_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",13008,"(80, 404, 103, 183)"
train,00102_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",140880,"(296, 352, 471, 359)"
train,00103_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",13008,"(80, 404, 103, 183)"
train,00103_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",140864,"(300, 336, 475, 359)"
train,00104_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",13008,"(80, 404, 103, 183)"
train,00104_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",140832,"(292, 328, 475, 359)"
train,00105_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",13008,"(76, 388, 99, 183)"
train,00105_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",141008,"(292, 324, 475, 359)"
train,00106_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",13008,"(76, 388, 99, 183)"
train,00106_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",141008,"(292, 324, 475, 359)"
train,00107_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",14768,"(76, 460, 119, 195)"
train,00107_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",147552,"(280, 368, 491, 379)"
train,00108_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",14768,"(76, 460, 119, 195)"
train,00108_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",146080,"(272, 372, 483, 379)"
train,00109_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",14592,"(76, 468, 115, 199)"
train,00109_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",140928,"(284, 376, 479, 363)"
train,00110_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",14768,"(76, 460, 119, 195)"
train,00110_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",141392,"(272, 372, 475, 379)"
train,00111_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",8576,"(84, 376, 71, 167)"
train,00111_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",134704,"(300, 340, 447, 379)"
train,00112_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",8784,"(80, 396, 71, 163)"
train,00112_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",133680,"(296, 360, 447, 379)"
train,00113_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",8768,"(84, 396, 71, 167)"
train,00113_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",133504,"(296, 372, 447, 379)"
train,00114_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",8448,"(80, 432, 87, 155)"
train,00114_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",133296,"(288, 432, 443, 375)"
train,00115_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",6896,"(80, 448, 75, 151)"
train,00115_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",133312,"(288, 448, 439, 375)"
train,00116_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",9520,"(72, 448, 107, 163)"
train,00116_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",133232,"(276, 476, 439, 379)"
train,00117_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",9520,"(72, 448, 107, 163)"
train,00117_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",132640,"(280, 476, 435, 379)"
train,00118_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",10096,"(88, 440, 83, 171)"
train,00118_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",132480,"(296, 456, 435, 379)"
train,00119_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",10048,"(84, 452, 79, 171)"
train,00119_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",132272,"(296, 456, 435, 379)"
train,00120_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",10112,"(84, 452, 79, 171)"
train,00120_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",132272,"(296, 456, 435, 379)"
train,00121_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",10800,"(72, 464, 91, 175)"
train,00121_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",132272,"(300, 448, 435, 379)"
train,00122_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",10976,"(76, 464, 91, 183)"
train,00122_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",132272,"(300, 448, 435, 379)"
train,00123_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",10752,"(60, 456, 91, 167)"
train,00123_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",129936,"(316, 392, 423, 375)"
train,00124_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",10640,"(56, 460, 91, 167)"
train,00124_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",129424,"(316, 408, 427, 379)"
train,00125_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",10624,"(60, 460, 91, 167)"
train,00125_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",129424,"(316, 408, 427, 379)"
train,00126_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",10624,"(60, 460, 91, 167)"
train,00126_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",129424,"(316, 408, 427, 379)"
train,00127_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",10736,"(72, 444, 91, 163)"
train,00127_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",129392,"(328, 396, 423, 379)"
train,00128_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",10736,"(72, 444, 91, 163)"
train,00128_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",129392,"(320, 408, 423, 375)"
train,00129_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",10800,"(64, 448, 91, 167)"
train,00129_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",129504,"(312, 412, 427, 379)"
train,00130_ultrasound_transperineal_public+symphysis.png,"(256, 256, 3)",10800,"(64, 448, 91, 167)"
train,00130_ultrasound_transperineal_fetal+head.png,"(256, 256, 3)",129408,"(300, 396, 423, 379)"
