split,fname,original_shape,mask_area,mask_bbox,slice_ratio
train,A0S9V9_sa_9_3_MRI_heart_myocardium.png,"(216, 256)",8928,"(364, 464, 175, 203)",5
train,A0S9V9_sa_9_4_MRI_heart_left+heart+ventricle.png,"(216, 256)",29808,"(360, 388, 195, 207)",9
train,A0S9V9_sa_9_4_MRI_heart_myocardium.png,"(216, 256)",15632,"(332, 372, 243, 247)",9
train,A0S9V9_sa_9_4_MRI_heart_right+heart+ventricle.png,"(216, 256)",17824,"(264, 364, 115, 243)",10
train,A0S9V9_sa_9_5_MRI_heart_left+heart+ventricle.png,"(216, 256)",31840,"(344, 400, 203, 215)",10
train,A0S9V9_sa_9_5_MRI_heart_myocardium.png,"(216, 256)",12704,"(320, 384, 243, 239)",7
train,A0S9V9_sa_9_5_MRI_heart_right+heart+ventricle.png,"(216, 256)",16816,"(256, 400, 143, 223)",9
train,A0S9V9_sa_9_6_MRI_heart_left+heart+ventricle.png,"(216, 256)",29744,"(336, 432, 207, 191)",9
train,A0S9V9_sa_9_6_MRI_heart_myocardium.png,"(216, 256)",13136,"(312, 420, 243, 231)",7
train,A0S9V9_sa_9_6_MRI_heart_right+heart+ventricle.png,"(216, 256)",14576,"(256, 428, 135, 223)",8
train,A0S9V9_sa_9_7_MRI_heart_left+heart+ventricle.png,"(216, 256)",26880,"(340, 448, 195, 175)",8
train,A0S9V9_sa_9_7_MRI_heart_myocardium.png,"(216, 256)",17248,"(320, 416, 239, 235)",10
train,A0S9V9_sa_9_7_MRI_heart_right+heart+ventricle.png,"(216, 256)",9616,"(276, 444, 107, 203)",5
train,A0S9V9_sa_9_8_MRI_heart_left+heart+ventricle.png,"(216, 256)",23536,"(336, 460, 179, 167)",7
train,A0S9V9_sa_9_8_MRI_heart_myocardium.png,"(216, 256)",15632,"(316, 428, 227, 227)",9
train,A0S9V9_sa_9_8_MRI_heart_right+heart+ventricle.png,"(216, 256)",6160,"(280, 476, 103, 183)",3
train,A0S9V9_sa_9_9_MRI_heart_left+heart+ventricle.png,"(216, 256)",17872,"(352, 468, 151, 159)",5
train,A0S9V9_sa_9_9_MRI_heart_myocardium.png,"(216, 256)",10464,"(332, 452, 191, 195)",6
train,A0S9V9_sa_9_9_MRI_heart_right+heart+ventricle.png,"(216, 256)",3936,"(304, 516, 87, 127)",2
train,A0S9V9_sa_9_10_MRI_heart_left+heart+ventricle.png,"(216, 256)",12112,"(356, 488, 119, 139)",3
train,A0S9V9_sa_9_10_MRI_heart_myocardium.png,"(216, 256)",10160,"(336, 464, 159, 183)",5
train,A0S9V9_sa_9_11_MRI_heart_left+heart+ventricle.png,"(216, 256)",5504,"(376, 528, 87, 87)",1
train,A0S9V9_sa_9_11_MRI_heart_myocardium.png,"(216, 256)",8464,"(356, 496, 131, 139)",4
train,A0S9V9_sa_9_12_MRI_heart_myocardium.png,"(216, 256)",3376,"(368, 544, 87, 83)",1
train,A1D0Q7_sa_0_1_MRI_heart_left+heart+ventricle.png,"(320, 320)",2756,"(496, 531, 60, 60)",1
train,A1D0Q7_sa_0_1_MRI_heart_myocardium.png,"(320, 320)",10865,"(451, 496, 140, 124)",6
train,A1D0Q7_sa_0_2_MRI_heart_left+heart+ventricle.png,"(320, 320)",6255,"(490, 486, 91, 86)",4
train,A1D0Q7_sa_0_2_MRI_heart_myocardium.png,"(320, 320)",13213,"(448, 454, 162, 156)",7
train,A1D0Q7_sa_0_3_MRI_heart_left+heart+ventricle.png,"(320, 320)",10172,"(470, 480, 118, 111)",7
train,A1D0Q7_sa_0_3_MRI_heart_myocardium.png,"(320, 320)",13617,"(435, 454, 178, 172)",7
train,A1D0Q7_sa_0_3_MRI_heart_right+heart+ventricle.png,"(320, 320)",4419,"(406, 544, 86, 98)",2
train,A1D0Q7_sa_0_4_MRI_heart_left+heart+ventricle.png,"(320, 320)",12656,"(464, 461, 137, 117)",8
train,A1D0Q7_sa_0_4_MRI_heart_myocardium.png,"(320, 320)",14694,"(432, 435, 194, 182)",8
train,A1D0Q7_sa_0_4_MRI_heart_right+heart+ventricle.png,"(320, 320)",10808,"(381, 445, 98, 197)",5
train,A1D0Q7_sa_0_5_MRI_heart_left+heart+ventricle.png,"(320, 320)",14244,"(461, 461, 140, 130)",10
train,A1D0Q7_sa_0_5_MRI_heart_myocardium.png,"(320, 320)",13654,"(432, 438, 194, 185)",7
train,A1D0Q7_sa_0_5_MRI_heart_right+heart+ventricle.png,"(320, 320)",13081,"(358, 477, 118, 178)",6
train,A1D0Q7_sa_0_6_MRI_heart_left+heart+ventricle.png,"(320, 320)",13111,"(474, 451, 127, 134)",9
train,A1D0Q7_sa_0_6_MRI_heart_myocardium.png,"(320, 320)",17289,"(429, 422, 197, 201)",10
train,A1D0Q7_sa_0_6_MRI_heart_right+heart+ventricle.png,"(320, 320)",16172,"(349, 426, 120, 216)",7
train,A1D0Q7_sa_0_7_MRI_heart_left+heart+ventricle.png,"(320, 320)",12362,"(480, 480, 117, 140)",8
train,A1D0Q7_sa_0_7_MRI_heart_myocardium.png,"(320, 320)",17081,"(429, 451, 191, 198)",9
train,A1D0Q7_sa_0_7_MRI_heart_right+heart+ventricle.png,"(320, 320)",20624,"(339, 426, 121, 245)",10
train,A1D0Q7_sa_0_8_MRI_heart_left+heart+ventricle.png,"(320, 320)",12102,"(467, 493, 124, 127)",8
train,A1D0Q7_sa_0_8_MRI_heart_myocardium.png,"(320, 320)",13398,"(432, 464, 185, 181)",7
train,A1D0Q7_sa_9_2_MRI_heart_left+heart+ventricle.png,"(320, 320)",2154,"(496, 509, 50, 50)",4
train,A1D0Q7_sa_9_2_MRI_heart_myocardium.png,"(320, 320)",14851,"(442, 454, 146, 143)",7
train,A1D0Q7_sa_9_3_MRI_heart_left+heart+ventricle.png,"(320, 320)",3617,"(483, 512, 63, 66)",8
train,A1D0Q7_sa_9_3_MRI_heart_myocardium.png,"(320, 320)",16845,"(429, 458, 168, 159)",8
train,A1D0Q7_sa_9_4_MRI_heart_left+heart+ventricle.png,"(320, 320)",4093,"(486, 486, 67, 70)",9
train,A1D0Q7_sa_9_4_MRI_heart_myocardium.png,"(320, 320)",18681,"(432, 438, 175, 172)",9
train,A1D0Q7_sa_9_4_MRI_heart_right+heart+ventricle.png,"(320, 320)",2658,"(416, 515, 69, 105)",2
train,A1D0Q7_sa_9_5_MRI_heart_left+heart+ventricle.png,"(320, 320)",4132,"(486, 493, 76, 69)",9
train,A1D0Q7_sa_9_5_MRI_heart_myocardium.png,"(320, 320)",19814,"(426, 451, 181, 166)",10
train,A1D0Q7_sa_9_5_MRI_heart_right+heart+ventricle.png,"(320, 320)",5827,"(387, 490, 95, 143)",5
train,A1D0Q7_sa_9_6_MRI_heart_left+heart+ventricle.png,"(320, 320)",4465,"(490, 486, 72, 79)",10
train,A1D0Q7_sa_9_6_MRI_heart_myocardium.png,"(320, 320)",17958,"(429, 454, 178, 163)",9
train,A1D0Q7_sa_9_6_MRI_heart_right+heart+ventricle.png,"(320, 320)",10100,"(381, 464, 104, 169)",10
train,A1D0Q7_sa_9_7_MRI_heart_left+heart+ventricle.png,"(320, 320)",4380,"(483, 522, 73, 69)",9
train,A1D0Q7_sa_9_7_MRI_heart_myocardium.png,"(320, 320)",17384,"(432, 474, 172, 168)",8
train,A1D0Q7_sa_9_7_MRI_heart_right+heart+ventricle.png,"(320, 320)",6737,"(374, 547, 105, 108)",6
train,A1D9Z7_sa_11_1_MRI_heart_left+heart+ventricle.png,"(208, 256)",4160,"(492, 476, 83, 71)",2
train,A1D9Z7_sa_11_1_MRI_heart_myocardium.png,"(208, 256)",9840,"(452, 452, 143, 131)",2
train,A1D9Z7_sa_11_2_MRI_heart_left+heart+ventricle.png,"(208, 256)",4144,"(484, 452, 75, 71)",2
train,A1D9Z7_sa_11_2_MRI_heart_myocardium.png,"(208, 256)",14480,"(436, 416, 159, 151)",3
train,A1D9Z7_sa_11_3_MRI_heart_left+heart+ventricle.png,"(208, 256)",6480,"(472, 452, 87, 95)",3
train,A1D9Z7_sa_11_3_MRI_heart_myocardium.png,"(208, 256)",23840,"(420, 392, 199, 199)",5
train,A1D9Z7_sa_11_3_MRI_heart_right+heart+ventricle.png,"(208, 256)",7488,"(416, 516, 115, 135)",2
train,A1D9Z7_sa_11_4_MRI_heart_left+heart+ventricle.png,"(208, 256)",12368,"(456, 424, 127, 127)",6
train,A1D9Z7_sa_11_4_MRI_heart_myocardium.png,"(208, 256)",18896,"(428, 392, 191, 215)",4
train,A1D9Z7_sa_11_4_MRI_heart_right+heart+ventricle.png,"(208, 256)",7728,"(400, 488, 119, 159)",2
train,A1D9Z7_sa_11_5_MRI_heart_left+heart+ventricle.png,"(208, 256)",17136,"(456, 412, 159, 143)",8
train,A1D9Z7_sa_11_5_MRI_heart_myocardium.png,"(208, 256)",21408,"(420, 368, 215, 239)",4
train,A1D9Z7_sa_11_5_MRI_heart_right+heart+ventricle.png,"(208, 256)",7568,"(404, 520, 115, 127)",2
train,A1D9Z7_sa_11_6_MRI_heart_left+heart+ventricle.png,"(208, 256)",18544,"(460, 400, 159, 159)",9
train,A1D9Z7_sa_11_6_MRI_heart_myocardium.png,"(208, 256)",25568,"(408, 360, 235, 247)",5
train,A1D9Z7_sa_11_6_MRI_heart_right+heart+ventricle.png,"(208, 256)",12176,"(384, 492, 147, 171)",3
train,A1D9Z7_sa_11_7_MRI_heart_left+heart+ventricle.png,"(208, 256)",19552,"(468, 392, 167, 167)",10
train,A1D9Z7_sa_11_7_MRI_heart_myocardium.png,"(208, 256)",31056,"(408, 352, 251, 267)",7
train,A1D9Z7_sa_11_7_MRI_heart_right+heart+ventricle.png,"(208, 256)",15216,"(372, 472, 143, 203)",4
train,A1D9Z7_sa_11_8_MRI_heart_left+heart+ventricle.png,"(208, 256)",18608,"(488, 400, 147, 175)",9
train,A1D9Z7_sa_11_8_MRI_heart_myocardium.png,"(208, 256)",37312,"(408, 356, 259, 279)",8
train,A1D9Z7_sa_11_8_MRI_heart_right+heart+ventricle.png,"(208, 256)",27584,"(344, 436, 203, 271)",8
train,A1D9Z7_sa_11_9_MRI_heart_left+heart+ventricle.png,"(208, 256)",13664,"(492, 412, 127, 151)",6
train,A1D9Z7_sa_11_9_MRI_heart_myocardium.png,"(208, 256)",43040,"(400, 348, 259, 291)",10
train,A1D9Z7_sa_11_9_MRI_heart_right+heart+ventricle.png,"(208, 256)",29712,"(328, 404, 179, 303)",8
train,A1D9Z7_sa_11_10_MRI_heart_left+heart+ventricle.png,"(208, 256)",12080,"(480, 428, 115, 139)",6
train,A1D9Z7_sa_11_10_MRI_heart_myocardium.png,"(208, 256)",41584,"(408, 364, 251, 279)",9
train,A1D9Z7_sa_11_10_MRI_heart_right+heart+ventricle.png,"(208, 256)",33712,"(324, 396, 195, 315)",10
train,A1D9Z7_sa_22_1_MRI_heart_left+heart+ventricle.png,"(208, 256)",10240,"(460, 456, 119, 111)",4
train,A1D9Z7_sa_22_1_MRI_heart_myocardium.png,"(208, 256)",7360,"(440, 444, 155, 147)",1
train,A1D9Z7_sa_22_2_MRI_heart_left+heart+ventricle.png,"(208, 256)",10848,"(456, 428, 111, 123)",4
train,A1D9Z7_sa_22_2_MRI_heart_myocardium.png,"(208, 256)",10512,"(436, 408, 167, 167)",2
train,A1D9Z7_sa_22_3_MRI_heart_left+heart+ventricle.png,"(208, 256)",19520,"(440, 408, 159, 155)",8
train,A1D9Z7_sa_22_3_MRI_heart_myocardium.png,"(208, 256)",10656,"(424, 392, 195, 195)",2
train,A1D9Z7_sa_22_3_MRI_heart_right+heart+ventricle.png,"(208, 256)",4784,"(440, 552, 95, 95)",1
train,A1D9Z7_sa_22_4_MRI_heart_left+heart+ventricle.png,"(208, 256)",21408,"(440, 400, 171, 167)",9
train,A1D9Z7_sa_22_4_MRI_heart_myocardium.png,"(208, 256)",16752,"(416, 384, 211, 227)",3
train,A1D9Z7_sa_22_4_MRI_heart_right+heart+ventricle.png,"(208, 256)",5584,"(408, 544, 123, 123)",1
train,A1D9Z7_sa_22_5_MRI_heart_left+heart+ventricle.png,"(208, 256)",23536,"(432, 392, 187, 167)",9
train,A1D9Z7_sa_22_5_MRI_heart_myocardium.png,"(208, 256)",19744,"(412, 364, 227, 247)",4
train,A1D9Z7_sa_22_5_MRI_heart_right+heart+ventricle.png,"(208, 256)",10480,"(400, 508, 135, 167)",2
train,A1D9Z7_sa_22_6_MRI_heart_left+heart+ventricle.png,"(208, 256)",23216,"(444, 388, 175, 171)",9
train,A1D9Z7_sa_22_6_MRI_heart_myocardium.png,"(208, 256)",25936,"(404, 352, 243, 259)",5
train,A1D9Z7_sa_22_6_MRI_heart_right+heart+ventricle.png,"(208, 256)",14944,"(376, 480, 151, 203)",3
train,A1D9Z7_sa_22_7_MRI_heart_left+heart+ventricle.png,"(208, 256)",23760,"(460, 384, 175, 183)",10
train,A1D9Z7_sa_22_7_MRI_heart_myocardium.png,"(208, 256)",30272,"(404, 348, 255, 275)",6
train,A1D9Z7_sa_22_7_MRI_heart_right+heart+ventricle.png,"(208, 256)",22928,"(352, 456, 187, 251)",5
train,A1D9Z7_sa_22_8_MRI_heart_left+heart+ventricle.png,"(208, 256)",20880,"(480, 388, 159, 179)",8
train,A1D9Z7_sa_22_8_MRI_heart_myocardium.png,"(208, 256)",36096,"(396, 344, 263, 275)",7
train,A1D9Z7_sa_22_8_MRI_heart_right+heart+ventricle.png,"(208, 256)",28880,"(332, 440, 207, 283)",6
train,A1D9Z7_sa_22_9_MRI_heart_left+heart+ventricle.png,"(208, 256)",16528,"(484, 400, 135, 167)",6
train,A1D9Z7_sa_22_9_MRI_heart_myocardium.png,"(208, 256)",42992,"(396, 340, 263, 303)",9
train,A1D9Z7_sa_22_9_MRI_heart_right+heart+ventricle.png,"(208, 256)",33280,"(320, 416, 199, 315)",8
train,A1D9Z7_sa_22_10_MRI_heart_left+heart+ventricle.png,"(208, 256)",12960,"(472, 420, 119, 143)",5
train,A1D9Z7_sa_22_10_MRI_heart_myocardium.png,"(208, 256)",46000,"(396, 352, 259, 295)",10
train,A1D9Z7_sa_22_10_MRI_heart_right+heart+ventricle.png,"(208, 256)",37888,"(308, 396, 207, 335)",9
train,A1D9Z7_sa_22_11_MRI_heart_left+heart+ventricle.png,"(208, 256)",11920,"(468, 420, 119, 135)",5
train,A1D9Z7_sa_22_11_MRI_heart_myocardium.png,"(208, 256)",34592,"(424, 348, 219, 275)",7
train,A1D9Z7_sa_22_11_MRI_heart_right+heart+ventricle.png,"(208, 256)",41584,"(308, 376, 207, 355)",10
train,A1E9Q1_sa_0_3_MRI_heart_left+heart+ventricle.png,"(208, 256)",33984,"(380, 444, 191, 235)",5
train,A1E9Q1_sa_0_3_MRI_heart_myocardium.png,"(208, 256)",18640,"(364, 428, 239, 279)",5
train,A1E9Q1_sa_0_3_MRI_heart_right+heart+ventricle.png,"(208, 256)",55360,"(204, 368, 207, 395)",8
train,A1E9Q1_sa_0_4_MRI_heart_left+heart+ventricle.png,"(208, 256)",57376,"(388, 376, 259, 291)",9
train,A1E9Q1_sa_0_4_MRI_heart_myocardium.png,"(208, 256)",33072,"(360, 340, 331, 351)",9
train,A1E9Q1_sa_0_4_MRI_heart_right+heart+ventricle.png,"(208, 256)",63024,"(188, 320, 239, 383)",10
train,A1E9Q1_sa_0_5_MRI_heart_left+heart+ventricle.png,"(208, 256)",58720,"(400, 336, 267, 295)",10
train,A1E9Q1_sa_0_5_MRI_heart_myocardium.png,"(208, 256)",32528,"(372, 308, 331, 355)",9
train,A1E9Q1_sa_0_5_MRI_heart_right+heart+ventricle.png,"(208, 256)",53168,"(216, 308, 215, 371)",8
train,A1E9Q1_sa_0_6_MRI_heart_left+heart+ventricle.png,"(208, 256)",58368,"(384, 376, 267, 287)",9
train,A1E9Q1_sa_0_6_MRI_heart_myocardium.png,"(208, 256)",35248,"(356, 344, 335, 355)",10
train,A1E9Q1_sa_0_6_MRI_heart_right+heart+ventricle.png,"(208, 256)",43168,"(232, 356, 187, 351)",6
train,A1E9Q1_sa_0_7_MRI_heart_left+heart+ventricle.png,"(208, 256)",47296,"(408, 352, 251, 247)",8
train,A1E9Q1_sa_0_7_MRI_heart_myocardium.png,"(208, 256)",27536,"(384, 320, 303, 311)",7
train,A1E9Q1_sa_0_7_MRI_heart_right+heart+ventricle.png,"(208, 256)",31616,"(272, 344, 159, 315)",5
train,A1E9Q1_sa_0_8_MRI_heart_left+heart+ventricle.png,"(208, 256)",40016,"(416, 372, 231, 227)",6
train,A1E9Q1_sa_0_8_MRI_heart_myocardium.png,"(208, 256)",25696,"(384, 340, 295, 287)",7
train,A1E9Q1_sa_0_8_MRI_heart_right+heart+ventricle.png,"(208, 256)",21072,"(312, 392, 135, 267)",3
train,A1E9Q1_sa_0_9_MRI_heart_left+heart+ventricle.png,"(208, 256)",28976,"(380, 492, 183, 203)",4
train,A1E9Q1_sa_0_9_MRI_heart_myocardium.png,"(208, 256)",29168,"(344, 452, 259, 283)",8
train,A1E9Q1_sa_0_9_MRI_heart_right+heart+ventricle.png,"(208, 256)",12656,"(284, 500, 107, 235)",2
train,A1E9Q1_sa_0_10_MRI_heart_left+heart+ventricle.png,"(208, 256)",19152,"(440, 424, 159, 159)",3
train,A1E9Q1_sa_0_10_MRI_heart_myocardium.png,"(208, 256)",16384,"(416, 392, 211, 215)",4
train,A1E9Q1_sa_0_10_MRI_heart_right+heart+ventricle.png,"(208, 256)",8192,"(368, 484, 95, 175)",1
train,A1E9Q1_sa_0_11_MRI_heart_left+heart+ventricle.png,"(208, 256)",7680,"(452, 472, 99, 103)",1
train,A1E9Q1_sa_0_11_MRI_heart_myocardium.png,"(208, 256)",4672,"(436, 460, 127, 127)",1
train,A1E9Q1_sa_9_4_MRI_heart_left+heart+ventricle.png,"(208, 256)",38144,"(392, 404, 215, 235)",8
train,A1E9Q1_sa_9_4_MRI_heart_myocardium.png,"(208, 256)",29808,"(364, 364, 287, 311)",9
train,A1E9Q1_sa_9_4_MRI_heart_right+heart+ventricle.png,"(208, 256)",55040,"(200, 336, 235, 351)",10
train,A1E9Q1_sa_9_5_MRI_heart_left+heart+ventricle.png,"(208, 256)",43120,"(408, 368, 243, 247)",10
train,A1E9Q1_sa_9_5_MRI_heart_myocardium.png,"(208, 256)",30096,"(376, 336, 307, 315)",9
train,A1E9Q1_sa_9_5_MRI_heart_right+heart+ventricle.png,"(208, 256)",50000,"(220, 320, 223, 343)",9
train,A1E9Q1_sa_9_6_MRI_heart_left+heart+ventricle.png,"(208, 256)",42112,"(392, 396, 231, 251)",9
train,A1E9Q1_sa_9_6_MRI_heart_myocardium.png,"(208, 256)",32352,"(360, 364, 299, 323)",10
train,A1E9Q1_sa_9_6_MRI_heart_right+heart+ventricle.png,"(208, 256)",38880,"(236, 376, 183, 307)",7
train,A1E9Q1_sa_9_7_MRI_heart_left+heart+ventricle.png,"(208, 256)",37440,"(416, 368, 231, 219)",8
train,A1E9Q1_sa_9_7_MRI_heart_myocardium.png,"(208, 256)",27424,"(388, 332, 291, 295)",8
train,A1E9Q1_sa_9_7_MRI_heart_right+heart+ventricle.png,"(208, 256)",31424,"(280, 356, 159, 287)",5
train,A1E9Q1_sa_9_8_MRI_heart_left+heart+ventricle.png,"(208, 256)",31952,"(428, 384, 211, 203)",7
train,A1E9Q1_sa_9_8_MRI_heart_myocardium.png,"(208, 256)",25520,"(392, 348, 275, 271)",7
train,A1E9Q1_sa_9_8_MRI_heart_right+heart+ventricle.png,"(208, 256)",17472,"(316, 404, 131, 231)",3
train,A1E9Q1_sa_9_9_MRI_heart_left+heart+ventricle.png,"(208, 256)",18400,"(376, 500, 143, 163)",4
train,A1E9Q1_sa_9_9_MRI_heart_myocardium.png,"(208, 256)",20528,"(332, 468, 219, 227)",6
train,A1E9Q1_sa_9_9_MRI_heart_right+heart+ventricle.png,"(208, 256)",7760,"(296, 552, 75, 167)",1
train,A1E9Q1_sa_9_10_MRI_heart_left+heart+ventricle.png,"(208, 256)",12624,"(456, 432, 127, 135)",2
train,A1E9Q1_sa_9_10_MRI_heart_myocardium.png,"(208, 256)",16384,"(424, 400, 191, 195)",5
train,A1E9Q1_sa_9_10_MRI_heart_right+heart+ventricle.png,"(208, 256)",6768,"(376, 484, 83, 135)",1
train,A1E9Q1_sa_9_11_MRI_heart_myocardium.png,"(208, 256)",4560,"(448, 472, 103, 99)",1
train,A1O8Z3_sa_10_1_MRI_heart_left+heart+ventricle.png,"(256, 256)",912,"(508, 504, 31, 39)",1
train,A1O8Z3_sa_10_1_MRI_heart_myocardium.png,"(256, 256)",3632,"(480, 484, 75, 79)",3
train,A1O8Z3_sa_10_2_MRI_heart_left+heart+ventricle.png,"(256, 256)",2544,"(492, 484, 55, 63)",3
train,A1O8Z3_sa_10_2_MRI_heart_myocardium.png,"(256, 256)",5984,"(468, 460, 103, 107)",5
train,A1O8Z3_sa_10_3_MRI_heart_left+heart+ventricle.png,"(256, 256)",3856,"(480, 472, 75, 71)",4
train,A1O8Z3_sa_10_3_MRI_heart_myocardium.png,"(256, 256)",8896,"(456, 440, 127, 127)",8
train,A1O8Z3_sa_10_3_MRI_heart_right+heart+ventricle.png,"(256, 256)",2784,"(456, 540, 71, 71)",1
train,A1O8Z3_sa_10_4_MRI_heart_left+heart+ventricle.png,"(256, 256)",6240,"(472, 464, 99, 87)",7
train,A1O8Z3_sa_10_4_MRI_heart_myocardium.png,"(256, 256)",8736,"(452, 436, 139, 139)",8
train,A1O8Z3_sa_10_4_MRI_heart_right+heart+ventricle.png,"(256, 256)",5536,"(432, 512, 91, 115)",3
train,A1O8Z3_sa_10_5_MRI_heart_left+heart+ventricle.png,"(256, 256)",7712,"(472, 456, 99, 103)",9
train,A1O8Z3_sa_10_5_MRI_heart_myocardium.png,"(256, 256)",8944,"(456, 432, 139, 147)",8
train,A1O8Z3_sa_10_5_MRI_heart_right+heart+ventricle.png,"(256, 256)",9024,"(408, 484, 119, 155)",6
train,A1O8Z3_sa_10_6_MRI_heart_left+heart+ventricle.png,"(256, 256)",8208,"(476, 456, 99, 107)",10
train,A1O8Z3_sa_10_6_MRI_heart_myocardium.png,"(256, 256)",8800,"(452, 436, 143, 151)",8
train,A1O8Z3_sa_10_6_MRI_heart_right+heart+ventricle.png,"(256, 256)",12592,"(388, 456, 127, 179)",8
train,A1O8Z3_sa_10_7_MRI_heart_left+heart+ventricle.png,"(256, 256)",7472,"(476, 456, 95, 103)",9
train,A1O8Z3_sa_10_7_MRI_heart_myocardium.png,"(256, 256)",10128,"(444, 436, 155, 147)",10
train,A1O8Z3_sa_10_7_MRI_heart_right+heart+ventricle.png,"(256, 256)",14640,"(384, 436, 119, 195)",10
train,A1O8Z3_sa_10_8_MRI_heart_left+heart+ventricle.png,"(256, 256)",7184,"(464, 464, 99, 95)",8
train,A1O8Z3_sa_10_8_MRI_heart_myocardium.png,"(256, 256)",5088,"(464, 448, 127, 123)",5
train,A1O8Z3_sa_23_1_MRI_heart_left+heart+ventricle.png,"(256, 256)",2736,"(500, 496, 51, 67)",1
train,A1O8Z3_sa_23_1_MRI_heart_myocardium.png,"(256, 256)",2928,"(484, 488, 83, 83)",3
train,A1O8Z3_sa_23_2_MRI_heart_left+heart+ventricle.png,"(256, 256)",6704,"(480, 472, 87, 95)",4
train,A1O8Z3_sa_23_2_MRI_heart_myocardium.png,"(256, 256)",3728,"(468, 460, 111, 119)",4
train,A1O8Z3_sa_23_3_MRI_heart_left+heart+ventricle.png,"(256, 256)",9312,"(468, 456, 107, 111)",5
train,A1O8Z3_sa_23_3_MRI_heart_myocardium.png,"(256, 256)",5184,"(456, 436, 131, 139)",6
train,A1O8Z3_sa_23_3_MRI_heart_right+heart+ventricle.png,"(256, 256)",4272,"(444, 532, 79, 99)",1
train,A1O8Z3_sa_23_4_MRI_heart_left+heart+ventricle.png,"(256, 256)",11712,"(460, 444, 127, 123)",7
train,A1O8Z3_sa_23_4_MRI_heart_myocardium.png,"(256, 256)",6128,"(448, 428, 151, 151)",7
