split,fname,original_shape,mask_area,mask_bbox
train,Part_1_22_pathology_breast_neoplastic+cells.png,"(256, 256, 3)",191936,"(0, 0, 1023, 1023)"
train,Part_1_23_pathology_breast_neoplastic+cells.png,"(256, 256, 3)",70080,"(32, 0, 991, 1023)"
train,Part_1_23_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",29520,"(212, 644, 419, 379)"
test,Part_1_24_pathology_breast_neoplastic+cells.png,"(256, 256, 3)",189888,"(0, 0, 1023, 1023)"
test,Part_1_25_pathology_breast_neoplastic+cells.png,"(256, 256, 3)",203408,"(0, 0, 887, 1023)"
test,Part_1_25_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",12528,"(676, 620, 115, 151)"
train,Part_1_26_pathology_breast_neoplastic+cells.png,"(256, 256, 3)",89760,"(400, 0, 623, 563)"
train,Part_1_26_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",49472,"(4, 164, 1019, 859)"
train,Part_1_27_pathology_breast_neoplastic+cells.png,"(256, 256, 3)",39760,"(0, 64, 1023, 959)"
train,Part_1_27_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",74992,"(0, 4, 611, 1019)"
train,Part_1_28_pathology_breast_neoplastic+cells.png,"(256, 256, 3)",46048,"(0, 0, 1023, 1023)"
train,Part_1_28_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",101888,"(264, 0, 499, 835)"
test,Part_1_29_pathology_breast_neoplastic+cells.png,"(256, 256, 3)",92176,"(0, 68, 1023, 955)"
test,Part_1_29_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",53120,"(180, 204, 639, 395)"
train,Part_1_30_pathology_breast_neoplastic+cells.png,"(256, 256, 3)",170816,"(0, 0, 1023, 1023)"
train,Part_1_31_pathology_breast_inflammatory+cells.png,"(256, 256, 3)",31632,"(264, 224, 759, 783)"
train,Part_1_31_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",88144,"(164, 16, 859, 1007)"
test,Part_1_32_pathology_breast_neoplastic+cells.png,"(256, 256, 3)",9856,"(364, 92, 259, 59)"
test,Part_1_32_pathology_breast_inflammatory+cells.png,"(256, 256, 3)",20864,"(428, 228, 591, 195)"
test,Part_1_32_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",72960,"(20, 0, 1003, 715)"
train,Part_1_33_pathology_breast_neoplastic+cells.png,"(256, 256, 3)",279248,"(44, 52, 979, 971)"
train,Part_1_33_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",6688,"(268, 48, 63, 131)"
train,Part_1_34_pathology_breast_neoplastic+cells.png,"(256, 256, 3)",46960,"(28, 380, 483, 327)"
train,Part_1_34_pathology_breast_inflammatory+cells.png,"(256, 256, 3)",29472,"(136, 0, 887, 1023)"
train,Part_1_34_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",48336,"(0, 0, 975, 1023)"
train,Part_1_35_pathology_breast_neoplastic+cells.png,"(256, 256, 3)",145008,"(0, 440, 1023, 583)"
train,Part_1_35_pathology_breast_inflammatory+cells.png,"(256, 256, 3)",10608,"(712, 72, 307, 583)"
train,Part_1_35_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",22080,"(680, 160, 343, 755)"
train,Part_1_36_pathology_breast_neoplastic+cells.png,"(256, 256, 3)",124032,"(60, 424, 875, 599)"
train,Part_1_36_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",47904,"(356, 12, 635, 535)"
test,Part_1_37_pathology_breast_neoplastic+cells.png,"(256, 256, 3)",5280,"(0, 904, 99, 119)"
test,Part_1_37_pathology_breast_inflammatory+cells.png,"(256, 256, 3)",4368,"(136, 956, 79, 67)"
test,Part_1_37_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",41472,"(336, 52, 687, 971)"
train,Part_1_38_pathology_breast_inflammatory+cells.png,"(256, 256, 3)",4736,"(704, 800, 79, 75)"
train,Part_1_38_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",45664,"(0, 4, 819, 731)"
train,Part_1_39_pathology_breast_neoplastic+cells.png,"(256, 256, 3)",147952,"(36, 372, 979, 651)"
train,Part_1_39_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",29776,"(300, 64, 723, 543)"
train,Part_1_40_pathology_breast_neoplastic+cells.png,"(256, 256, 3)",36240,"(724, 0, 295, 235)"
train,Part_1_40_pathology_breast_inflammatory+cells.png,"(256, 256, 3)",5200,"(360, 236, 95, 71)"
train,Part_1_40_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",46784,"(4, 340, 1019, 683)"
train,Part_1_41_pathology_breast_inflammatory+cells.png,"(256, 256, 3)",8208,"(828, 688, 111, 95)"
train,Part_1_41_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",60576,"(224, 0, 799, 1011)"
train,Part_1_42_pathology_breast_neoplastic+cells.png,"(256, 256, 3)",103744,"(0, 328, 1023, 695)"
train,Part_1_42_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",52000,"(0, 76, 1023, 531)"
train,Part_1_43_pathology_breast_neoplastic+cells.png,"(256, 256, 3)",24656,"(340, 0, 203, 215)"
train,Part_1_43_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",65952,"(52, 0, 847, 971)"
test,Part_1_44_pathology_breast_neoplastic+cells.png,"(256, 256, 3)",17712,"(0, 172, 239, 155)"
test,Part_1_44_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",47920,"(164, 172, 859, 787)"
test,Part_1_45_pathology_breast_inflammatory+cells.png,"(256, 256, 3)",4880,"(768, 788, 63, 115)"
test,Part_1_45_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",14368,"(108, 212, 99, 623)"
test,Part_1_45_pathology_breast_epithelial+cells.png,"(256, 256, 3)",131296,"(232, 152, 791, 871)"
train,Part_1_46_pathology_breast_inflammatory+cells.png,"(256, 256, 3)",3904,"(820, 88, 83, 59)"
train,Part_1_46_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",35408,"(0, 44, 595, 979)"
train,Part_1_46_pathology_breast_epithelial+cells.png,"(256, 256, 3)",99792,"(0, 0, 1023, 1023)"
train,Part_1_47_pathology_breast_inflammatory+cells.png,"(256, 256, 3)",80,"(328, 1020, 19, 3)"
train,Part_1_47_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",51776,"(0, 0, 1023, 943)"
train,Part_1_47_pathology_breast_epithelial+cells.png,"(256, 256, 3)",83536,"(0, 0, 1023, 999)"
train,Part_1_48_pathology_breast_inflammatory+cells.png,"(256, 256, 3)",5648,"(428, 516, 103, 67)"
train,Part_1_48_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",34896,"(84, 108, 719, 699)"
train,Part_1_48_pathology_breast_epithelial+cells.png,"(256, 256, 3)",3104,"(0, 856, 35, 99)"
train,Part_1_49_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",128,"(1020, 48, 3, 31)"
train,Part_1_49_pathology_breast_epithelial+cells.png,"(256, 256, 3)",162240,"(448, 0, 575, 1023)"
train,Part_1_50_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",5008,"(420, 0, 603, 651)"
train,Part_1_50_pathology_breast_epithelial+cells.png,"(256, 256, 3)",87632,"(108, 232, 915, 791)"
train,Part_1_51_pathology_breast_neoplastic+cells.png,"(256, 256, 3)",38832,"(708, 440, 315, 379)"
train,Part_1_51_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",76160,"(220, 192, 559, 631)"
test,Part_1_52_pathology_breast_neoplastic+cells.png,"(256, 256, 3)",50800,"(0, 636, 279, 283)"
test,Part_1_52_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",768,"(1008, 308, 15, 63)"
test,Part_1_53_pathology_breast_neoplastic+cells.png,"(256, 256, 3)",348096,"(0, 0, 1023, 1023)"
train,Part_1_54_pathology_breast_neoplastic+cells.png,"(256, 256, 3)",20960,"(624, 0, 399, 371)"
train,Part_1_54_pathology_breast_inflammatory+cells.png,"(256, 256, 3)",8112,"(552, 824, 131, 83)"
train,Part_1_54_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",29120,"(0, 292, 855, 691)"
train,Part_1_55_pathology_breast_neoplastic+cells.png,"(256, 256, 3)",118304,"(0, 104, 1011, 919)"
train,Part_1_55_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",43856,"(344, 0, 327, 703)"
test,Part_1_56_pathology_breast_neoplastic+cells.png,"(256, 256, 3)",9712,"(728, 664, 295, 359)"
test,Part_1_56_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",95568,"(0, 0, 1023, 799)"
train,Part_1_57_pathology_breast_inflammatory+cells.png,"(256, 256, 3)",13072,"(72, 472, 527, 543)"
train,Part_1_57_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",79536,"(48, 0, 923, 1023)"
train,Part_1_58_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",7152,"(0, 892, 67, 131)"
train,Part_1_58_pathology_breast_epithelial+cells.png,"(256, 256, 3)",175088,"(0, 0, 1023, 1023)"
test,Part_1_59_pathology_breast_inflammatory+cells.png,"(256, 256, 3)",7536,"(532, 148, 127, 127)"
test,Part_1_59_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",2752,"(700, 268, 323, 163)"
test,Part_1_59_pathology_breast_epithelial+cells.png,"(256, 256, 3)",141824,"(0, 56, 747, 967)"
train,Part_1_60_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",54208,"(0, 132, 883, 343)"
train,Part_1_60_pathology_breast_epithelial+cells.png,"(256, 256, 3)",84144,"(0, 0, 1023, 1023)"
test,Part_1_61_pathology_breast_epithelial+cells.png,"(256, 256, 3)",223440,"(0, 0, 1023, 1023)"
train,Part_1_62_pathology_breast_inflammatory+cells.png,"(256, 256, 3)",2896,"(196, 644, 63, 59)"
train,Part_1_62_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",69440,"(204, 452, 771, 571)"
train,Part_1_62_pathology_breast_epithelial+cells.png,"(256, 256, 3)",29360,"(0, 0, 1023, 507)"
train,Part_1_63_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",58224,"(44, 0, 979, 827)"
train,Part_1_63_pathology_breast_epithelial+cells.png,"(256, 256, 3)",75728,"(532, 600, 383, 423)"
train,Part_1_64_pathology_breast_epithelial+cells.png,"(256, 256, 3)",242304,"(60, 0, 963, 1023)"
train,Part_1_65_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",81728,"(0, 44, 1023, 979)"
train,Part_1_65_pathology_breast_epithelial+cells.png,"(256, 256, 3)",36496,"(836, 300, 187, 575)"
train,Part_1_66_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",13344,"(252, 136, 119, 643)"
train,Part_1_66_pathology_breast_epithelial+cells.png,"(256, 256, 3)",194480,"(0, 0, 1023, 883)"
train,Part_1_67_pathology_breast_inflammatory+cells.png,"(256, 256, 3)",4176,"(0, 384, 1023, 143)"
train,Part_1_67_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",18944,"(844, 580, 135, 403)"
train,Part_1_67_pathology_breast_epithelial+cells.png,"(256, 256, 3)",216880,"(0, 0, 787, 1023)"
train,Part_1_68_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",33664,"(0, 92, 935, 931)"
train,Part_1_68_pathology_breast_epithelial+cells.png,"(256, 256, 3)",117904,"(0, 0, 1023, 1023)"
train,Part_1_69_pathology_breast_inflammatory+cells.png,"(256, 256, 3)",8496,"(332, 28, 111, 95)"
train,Part_1_69_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",39200,"(0, 0, 879, 743)"
train,Part_1_69_pathology_breast_epithelial+cells.png,"(256, 256, 3)",71728,"(0, 144, 1023, 879)"
test,Part_1_70_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",65760,"(4, 84, 995, 939)"
test,Part_1_70_pathology_breast_epithelial+cells.png,"(256, 256, 3)",84672,"(512, 0, 511, 1023)"
train,Part_1_71_pathology_breast_inflammatory+cells.png,"(256, 256, 3)",10128,"(864, 624, 135, 115)"
train,Part_1_71_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",80864,"(0, 328, 979, 675)"
train,Part_1_71_pathology_breast_epithelial+cells.png,"(256, 256, 3)",93744,"(0, 36, 1023, 775)"
train,Part_1_72_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",22416,"(96, 860, 411, 123)"
train,Part_1_72_pathology_breast_epithelial+cells.png,"(256, 256, 3)",322416,"(0, 0, 1023, 703)"
train,Part_1_73_pathology_breast_neoplastic+cells.png,"(256, 256, 3)",20896,"(828, 692, 195, 143)"
train,Part_1_73_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",31168,"(116, 232, 831, 791)"
train,Part_1_74_pathology_breast_neoplastic+cells.png,"(256, 256, 3)",25120,"(848, 60, 175, 183)"
train,Part_1_74_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",79408,"(44, 0, 511, 899)"
train,Part_1_75_pathology_breast_neoplastic+cells.png,"(256, 256, 3)",140736,"(0, 0, 955, 1023)"
train,Part_1_75_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",23232,"(744, 16, 231, 319)"
train,Part_1_76_pathology_breast_neoplastic+cells.png,"(256, 256, 3)",114016,"(0, 0, 1023, 551)"
train,Part_1_76_pathology_breast_inflammatory+cells.png,"(256, 256, 3)",4032,"(148, 684, 71, 75)"
train,Part_1_76_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",24960,"(276, 508, 271, 475)"
test,Part_1_77_pathology_breast_inflammatory+cells.png,"(256, 256, 3)",25952,"(580, 408, 443, 275)"
test,Part_1_77_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",71104,"(0, 36, 931, 987)"
train,Part_1_78_pathology_breast_neoplastic+cells.png,"(256, 256, 3)",93008,"(360, 352, 663, 671)"
train,Part_1_78_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",11488,"(28, 0, 263, 991)"
train,Part_1_79_pathology_breast_inflammatory+cells.png,"(256, 256, 3)",17232,"(32, 24, 239, 963)"
train,Part_1_79_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",71600,"(0, 224, 983, 799)"
train,Part_1_80_pathology_breast_inflammatory+cells.png,"(256, 256, 3)",8784,"(316, 36, 479, 987)"
train,Part_1_80_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",12992,"(360, 148, 635, 423)"
train,Part_1_81_pathology_breast_neoplastic+cells.png,"(256, 256, 3)",64848,"(0, 248, 1023, 775)"
train,Part_1_81_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",53552,"(0, 0, 931, 1011)"
train,Part_1_82_pathology_breast_neoplastic+cells.png,"(256, 256, 3)",59856,"(0, 0, 1023, 451)"
train,Part_1_82_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",36592,"(308, 344, 715, 679)"
train,Part_1_83_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",6944,"(896, 100, 127, 159)"
train,Part_1_83_pathology_breast_epithelial+cells.png,"(256, 256, 3)",168512,"(0, 0, 711, 1023)"
train,Part_1_84_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",53632,"(0, 0, 847, 1023)"
train,Part_1_84_pathology_breast_epithelial+cells.png,"(256, 256, 3)",249808,"(0, 0, 1023, 1023)"
train,Part_1_85_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",62944,"(492, 0, 531, 931)"
train,Part_1_85_pathology_breast_epithelial+cells.png,"(256, 256, 3)",145424,"(0, 0, 883, 1023)"
train,Part_1_86_pathology_breast_inflammatory+cells.png,"(256, 256, 3)",1904,"(804, 904, 43, 59)"
train,Part_1_86_pathology_breast_epithelial+cells.png,"(256, 256, 3)",335872,"(0, 0, 1023, 1023)"
train,Part_1_87_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",44864,"(216, 96, 795, 927)"
train,Part_1_87_pathology_breast_epithelial+cells.png,"(256, 256, 3)",100560,"(392, 0, 631, 1023)"
train,Part_1_88_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",36656,"(256, 24, 263, 363)"
train,Part_1_88_pathology_breast_epithelial+cells.png,"(256, 256, 3)",164688,"(0, 0, 1023, 1023)"
train,Part_1_89_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",62880,"(0, 228, 983, 795)"
train,Part_1_89_pathology_breast_epithelial+cells.png,"(256, 256, 3)",62272,"(0, 0, 927, 315)"
train,Part_1_90_pathology_breast_epithelial+cells.png,"(256, 256, 3)",323344,"(0, 0, 1023, 1023)"
train,Part_1_91_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",8528,"(476, 736, 103, 123)"
train,Part_1_91_pathology_breast_epithelial+cells.png,"(256, 256, 3)",145264,"(0, 0, 1023, 1023)"
test,Part_1_92_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",2720,"(124, 412, 71, 51)"
test,Part_1_92_pathology_breast_epithelial+cells.png,"(256, 256, 3)",198480,"(276, 0, 707, 931)"
train,Part_1_93_pathology_breast_neoplastic+cells.png,"(256, 256, 3)",45312,"(616, 4, 407, 1007)"
train,Part_1_93_pathology_breast_inflammatory+cells.png,"(256, 256, 3)",6352,"(892, 748, 119, 67)"
train,Part_1_93_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",64448,"(216, 0, 559, 987)"
train,Part_1_94_pathology_breast_neoplastic+cells.png,"(256, 256, 3)",55568,"(680, 20, 343, 719)"
train,Part_1_94_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",85344,"(4, 84, 963, 895)"
train,Part_1_95_pathology_breast_neoplastic+cells.png,"(256, 256, 3)",227328,"(0, 0, 799, 1023)"
train,Part_1_95_pathology_breast_inflammatory+cells.png,"(256, 256, 3)",15904,"(520, 432, 131, 163)"
train,Part_1_96_pathology_breast_neoplastic+cells.png,"(256, 256, 3)",76992,"(160, 0, 863, 1023)"
train,Part_1_96_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",18016,"(192, 0, 747, 227)"
test,Part_1_97_pathology_breast_neoplastic+cells.png,"(256, 256, 3)",129072,"(4, 0, 1019, 707)"
test,Part_1_97_pathology_breast_inflammatory+cells.png,"(256, 256, 3)",2976,"(688, 936, 83, 51)"
test,Part_1_97_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",86800,"(4, 172, 1019, 831)"
train,Part_1_98_pathology_breast_neoplastic+cells.png,"(256, 256, 3)",117536,"(4, 188, 1019, 835)"
train,Part_1_98_pathology_breast_inflammatory+cells.png,"(256, 256, 3)",11968,"(452, 656, 163, 259)"
train,Part_1_98_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",25312,"(244, 0, 535, 807)"
train,Part_1_99_pathology_breast_neoplastic+cells.png,"(256, 256, 3)",23536,"(0, 812, 223, 211)"
train,Part_1_99_pathology_breast_inflammatory+cells.png,"(256, 256, 3)",21360,"(12, 228, 1011, 759)"
train,Part_1_99_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",54640,"(0, 0, 807, 1023)"
train,Part_1_100_pathology_breast_neoplastic+cells.png,"(256, 256, 3)",83296,"(0, 172, 1023, 851)"
train,Part_1_100_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",71888,"(332, 0, 691, 1023)"
train,Part_1_101_pathology_breast_neoplastic+cells.png,"(256, 256, 3)",109392,"(0, 392, 1023, 631)"
train,Part_1_101_pathology_breast_inflammatory+cells.png,"(256, 256, 3)",20256,"(36, 0, 987, 463)"
train,Part_1_101_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",72144,"(192, 36, 831, 987)"
train,Part_1_102_pathology_breast_neoplastic+cells.png,"(256, 256, 3)",95840,"(148, 0, 875, 1023)"
train,Part_1_102_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",89360,"(0, 0, 935, 1023)"
train,Part_1_103_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",70032,"(0, 80, 1023, 891)"
train,Part_1_103_pathology_breast_epithelial+cells.png,"(256, 256, 3)",129200,"(100, 0, 923, 1023)"
train,Part_1_104_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",51536,"(0, 16, 731, 1007)"
train,Part_1_104_pathology_breast_epithelial+cells.png,"(256, 256, 3)",99968,"(256, 0, 767, 1023)"
train,Part_1_105_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",49840,"(16, 336, 1007, 491)"
train,Part_1_105_pathology_breast_epithelial+cells.png,"(256, 256, 3)",156592,"(0, 0, 891, 1023)"
train,Part_1_106_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",43728,"(0, 52, 911, 971)"
train,Part_1_106_pathology_breast_epithelial+cells.png,"(256, 256, 3)",286800,"(0, 0, 987, 1023)"
train,Part_1_107_pathology_breast_inflammatory+cells.png,"(256, 256, 3)",10528,"(20, 260, 471, 671)"
train,Part_1_107_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",44832,"(0, 0, 487, 1023)"
train,Part_1_107_pathology_breast_epithelial+cells.png,"(256, 256, 3)",138640,"(192, 0, 831, 1023)"
train,Part_1_108_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",114400,"(0, 36, 915, 987)"
train,Part_1_108_pathology_breast_epithelial+cells.png,"(256, 256, 3)",56464,"(0, 0, 1023, 1015)"
train,Part_1_109_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",106016,"(120, 0, 903, 747)"
train,Part_1_109_pathology_breast_epithelial+cells.png,"(256, 256, 3)",82336,"(0, 28, 1023, 995)"
train,Part_1_110_pathology_breast_connective+tissue+cells.png,"(256, 256, 3)",34896,"(0, 352, 867, 671)"
