split,fname,original_shape,mask_area,mask_bbox
train,image_113_fundus_retinal_optic+cup.png,"(1944, 2088, 3)",5106,"(434, 858, 87, 71)"
train,image_1136_fundus_retinal_optic+disc.png,"(2424, 3006, 3)",13998,"(353, 820, 148, 141)"
train,image_1136_fundus_retinal_optic+cup.png,"(2424, 3006, 3)",2882,"(397, 856, 57, 60)"
train,image_1137_fundus_retinal_optic+disc.png,"(2423, 3004, 3)",12959,"(434, 51, 151, 132)"
train,image_1137_fundus_retinal_optic+cup.png,"(2423, 3004, 3)",2706,"(482, 91, 57, 58)"
train,image_1138_fundus_retinal_optic+disc.png,"(2424, 3005, 3)",12192,"(410, 134, 149, 111)"
train,image_1138_fundus_retinal_optic+cup.png,"(2424, 3005, 3)",1184,"(475, 169, 33, 43)"
train,image_1139_fundus_retinal_optic+disc.png,"(2424, 3005, 3)",15996,"(557, 9, 188, 116)"
train,image_114_fundus_retinal_optic+disc.png,"(2424, 3005, 3)",10007,"(389, 898, 173, 120)"
train,image_114_fundus_retinal_optic+cup.png,"(2424, 3005, 3)",7361,"(424, 921, 103, 91)"
train,image_1140_fundus_retinal_optic+disc.png,"(2424, 3006, 3)",12655,"(508, 153, 141, 129)"
train,image_1140_fundus_retinal_optic+cup.png,"(2424, 3006, 3)",2063,"(550, 195, 53, 47)"
train,image_1141_fundus_retinal_optic+disc.png,"(2424, 3006, 3)",13480,"(459, 854, 133, 138)"
train,image_1141_fundus_retinal_optic+cup.png,"(2424, 3006, 3)",1434,"(515, 876, 40, 47)"
train,image_1142_fundus_retinal_optic+disc.png,"(2425, 3006, 3)",15680,"(542, 173, 167, 140)"
train,image_1142_fundus_retinal_optic+cup.png,"(2425, 3006, 3)",2639,"(592, 211, 56, 59)"
train,image_1143_fundus_retinal_optic+disc.png,"(2424, 3004, 3)",9956,"(457, 124, 144, 133)"
train,image_1143_fundus_retinal_optic+cup.png,"(2424, 3004, 3)",5249,"(480, 149, 84, 78)"
train,image_1144_fundus_retinal_optic+disc.png,"(2424, 3005, 3)",16216,"(450, 164, 174, 141)"
train,image_1144_fundus_retinal_optic+cup.png,"(2424, 3005, 3)",3382,"(500, 213, 71, 58)"
train,image_115_fundus_retinal_optic+disc.png,"(2423, 3005, 3)",14426,"(422, 630, 167, 154)"
train,image_115_fundus_retinal_optic+cup.png,"(2423, 3005, 3)",6097,"(467, 648, 79, 98)"
train,image_1160_fundus_retinal_optic+disc.png,"(2424, 3004, 3)",13913,"(327, 191, 144, 138)"
train,image_1160_fundus_retinal_optic+cup.png,"(2424, 3004, 3)",2120,"(386, 230, 51, 53)"
train,image_1161_fundus_retinal_optic+disc.png,"(2423, 3004, 3)",13661,"(351, 889, 157, 128)"
train,image_1161_fundus_retinal_optic+cup.png,"(2423, 3004, 3)",2442,"(400, 927, 57, 53)"
train,image_1164_fundus_retinal_optic+disc.png,"(2425, 3006, 3)",12583,"(351, 636, 139, 137)"
train,image_1164_fundus_retinal_optic+cup.png,"(2425, 3006, 3)",2474,"(395, 676, 56, 55)"
train,image_1165_fundus_retinal_optic+disc.png,"(2423, 3004, 3)",17211,"(318, 82, 174, 159)"
train,image_1165_fundus_retinal_optic+cup.png,"(2423, 3004, 3)",4864,"(358, 120, 84, 72)"
train,image_1187_fundus_retinal_optic+disc.png,"(1944, 2124, 3)",11908,"(417, 101, 138, 125)"
train,image_1187_fundus_retinal_optic+cup.png,"(1944, 2124, 3)",2262,"(468, 137, 48, 59)"
train,image_1188_fundus_retinal_optic+disc.png,"(2424, 3004, 3)",10210,"(301, 781, 142, 123)"
train,image_1188_fundus_retinal_optic+cup.png,"(2424, 3004, 3)",3725,"(336, 818, 74, 61)"
train,image_1189_fundus_retinal_optic+disc.png,"(2423, 3004, 3)",11133,"(394, 186, 153, 138)"
train,image_1189_fundus_retinal_optic+cup.png,"(2423, 3004, 3)",5513,"(422, 234, 86, 83)"
train,image_1190_fundus_retinal_optic+disc.png,"(2424, 3004, 3)",15843,"(368, 626, 160, 147)"
train,image_1190_fundus_retinal_optic+cup.png,"(2424, 3004, 3)",3121,"(413, 647, 60, 62)"
train,image_1197_fundus_retinal_optic+disc.png,"(2423, 3006, 3)",12954,"(385, 206, 164, 159)"
train,image_1197_fundus_retinal_optic+cup.png,"(2423, 3006, 3)",7833,"(420, 250, 100, 97)"
train,image_1198_fundus_retinal_optic+disc.png,"(2424, 3005, 3)",14880,"(495, 510, 130, 146)"
train,image_1199_fundus_retinal_optic+disc.png,"(2425, 3007, 3)",14822,"(365, 151, 181, 156)"
train,image_1199_fundus_retinal_optic+cup.png,"(2425, 3007, 3)",7886,"(396, 196, 109, 92)"
train,image_12_fundus_retinal_optic+disc.png,"(2425, 3004, 3)",11133,"(262, 827, 137, 119)"
train,image_12_fundus_retinal_optic+cup.png,"(2425, 3004, 3)",1992,"(308, 859, 55, 48)"
train,image_120_fundus_retinal_optic+disc.png,"(2421, 3003, 3)",17305,"(312, 118, 188, 150)"
train,image_120_fundus_retinal_optic+cup.png,"(2421, 3003, 3)",5146,"(354, 162, 91, 70)"
train,image_1201_fundus_retinal_optic+disc.png,"(2424, 3004, 3)",16608,"(447, 771, 179, 158)"
train,image_1201_fundus_retinal_optic+cup.png,"(2424, 3004, 3)",5755,"(486, 798, 88, 84)"
train,image_1202_fundus_retinal_optic+disc.png,"(2424, 3005, 3)",10811,"(462, 795, 132, 124)"
train,image_1202_fundus_retinal_optic+cup.png,"(2424, 3005, 3)",2138,"(504, 834, 53, 51)"
train,image_1203_fundus_retinal_optic+disc.png,"(2423, 3004, 3)",12908,"(426, 789, 128, 127)"
train,image_1204_fundus_retinal_optic+disc.png,"(2424, 3004, 3)",16728,"(409, 773, 155, 135)"
train,image_121_fundus_retinal_optic+disc.png,"(2424, 3005, 3)",12930,"(382, 823, 158, 144)"
train,image_121_fundus_retinal_optic+cup.png,"(2424, 3005, 3)",4927,"(424, 856, 76, 79)"
train,image_1213_fundus_retinal_optic+disc.png,"(2425, 3006, 3)",9839,"(379, 842, 126, 113)"
train,image_1213_fundus_retinal_optic+cup.png,"(2425, 3006, 3)",1276,"(418, 878, 40, 40)"
train,image_1214_fundus_retinal_optic+disc.png,"(2423, 3004, 3)",12847,"(375, 764, 140, 145)"
train,image_1214_fundus_retinal_optic+cup.png,"(2423, 3004, 3)",3897,"(413, 790, 67, 72)"
train,image_1215_fundus_retinal_optic+disc.png,"(2425, 3008, 3)",11950,"(340, 859, 182, 141)"
train,image_1215_fundus_retinal_optic+cup.png,"(2425, 3008, 3)",8739,"(375, 875, 107, 101)"
train,image_1216_fundus_retinal_optic+disc.png,"(2422, 3004, 3)",15091,"(372, 198, 157, 146)"
train,image_1216_fundus_retinal_optic+cup.png,"(2422, 3004, 3)",2776,"(425, 238, 59, 59)"
train,image_1217_fundus_retinal_optic+disc.png,"(2423, 3006, 3)",9238,"(397, 86, 134, 141)"
train,image_1217_fundus_retinal_optic+cup.png,"(2423, 3006, 3)",6344,"(426, 123, 95, 82)"
train,image_1218_fundus_retinal_optic+disc.png,"(2425, 3004, 3)",16142,"(335, 75, 166, 148)"
train,image_1218_fundus_retinal_optic+cup.png,"(2425, 3004, 3)",3435,"(380, 125, 74, 58)"
train,image_122_fundus_retinal_optic+disc.png,"(1944, 2108, 3)",10443,"(367, 86, 134, 118)"
train,image_122_fundus_retinal_optic+cup.png,"(1944, 2108, 3)",2083,"(409, 126, 54, 46)"
train,image_1225_fundus_retinal_optic+disc.png,"(2423, 3004, 3)",17210,"(358, 133, 175, 149)"
train,image_1225_fundus_retinal_optic+cup.png,"(2423, 3004, 3)",3454,"(412, 179, 70, 62)"
train,image_1226_fundus_retinal_optic+disc.png,"(2424, 3005, 3)",15632,"(347, 754, 163, 150)"
train,image_1226_fundus_retinal_optic+cup.png,"(2424, 3005, 3)",3291,"(393, 790, 63, 64)"
train,image_1227_fundus_retinal_optic+disc.png,"(2423, 3004, 3)",14677,"(760, 189, 160, 156)"
train,image_1227_fundus_retinal_optic+cup.png,"(2423, 3004, 3)",5186,"(812, 223, 81, 80)"
train,image_123_fundus_retinal_optic+disc.png,"(2423, 3004, 3)",14085,"(404, 843, 163, 133)"
train,image_123_fundus_retinal_optic+cup.png,"(2423, 3004, 3)",2933,"(448, 881, 72, 52)"
train,image_1230_fundus_retinal_optic+disc.png,"(2425, 3005, 3)",9627,"(450, 585, 135, 114)"
train,image_1230_fundus_retinal_optic+cup.png,"(2425, 3005, 3)",2588,"(487, 608, 57, 56)"
train,image_1231_fundus_retinal_optic+disc.png,"(2423, 3004, 3)",13069,"(388, 787, 151, 129)"
train,image_1231_fundus_retinal_optic+cup.png,"(2423, 3004, 3)",2039,"(429, 818, 52, 50)"
train,image_1232_fundus_retinal_optic+disc.png,"(2423, 3004, 3)",13838,"(443, 852, 154, 149)"
train,image_1232_fundus_retinal_optic+cup.png,"(2423, 3004, 3)",4510,"(482, 884, 84, 69)"
train,image_1233_fundus_retinal_optic+disc.png,"(2424, 3004, 3)",11720,"(361, 893, 142, 121)"
train,image_1233_fundus_retinal_optic+cup.png,"(2424, 3004, 3)",1943,"(402, 929, 47, 51)"
train,image_1234_fundus_retinal_optic+disc.png,"(2424, 3004, 3)",10231,"(392, 816, 127, 130)"
train,image_1234_fundus_retinal_optic+cup.png,"(2424, 3004, 3)",2549,"(434, 842, 52, 58)"
train,image_1238_fundus_retinal_optic+disc.png,"(2423, 3004, 3)",16512,"(391, 174, 159, 159)"
train,image_1238_fundus_retinal_optic+cup.png,"(2423, 3004, 3)",3617,"(446, 220, 65, 68)"
train,image_124_fundus_retinal_optic+disc.png,"(2423, 3004, 3)",14193,"(336, 193, 148, 143)"
train,image_124_fundus_retinal_optic+cup.png,"(2423, 3004, 3)",2996,"(386, 242, 64, 60)"
train,image_1240_fundus_retinal_optic+disc.png,"(2425, 3004, 3)",10219,"(450, 156, 146, 138)"
train,image_1240_fundus_retinal_optic+cup.png,"(2425, 3004, 3)",5915,"(485, 188, 82, 88)"
train,image_1241_fundus_retinal_optic+disc.png,"(2421, 3002, 3)",12136,"(371, 234, 134, 135)"
train,image_1241_fundus_retinal_optic+cup.png,"(2421, 3002, 3)",2659,"(404, 281, 60, 55)"
train,image_1242_fundus_retinal_optic+disc.png,"(2425, 3004, 3)",18045,"(381, 609, 150, 151)"
train,image_1243_fundus_retinal_optic+disc.png,"(2425, 3005, 3)",9526,"(401, 311, 122, 121)"
train,image_1243_fundus_retinal_optic+cup.png,"(2425, 3005, 3)",2436,"(435, 356, 57, 53)"
train,image_1246_fundus_retinal_optic+disc.png,"(2423, 3004, 3)",13689,"(392, 222, 162, 139)"
train,image_1246_fundus_retinal_optic+cup.png,"(2423, 3004, 3)",4250,"(433, 274, 86, 61)"
train,image_1247_fundus_retinal_optic+disc.png,"(1944, 2107, 3)",18544,"(560, 52, 177, 148)"
train,image_1247_fundus_retinal_optic+cup.png,"(1944, 2107, 3)",2765,"(625, 104, 61, 59)"
train,image_1248_fundus_retinal_optic+disc.png,"(2425, 3006, 3)",12339,"(382, 210, 154, 146)"
train,image_1248_fundus_retinal_optic+cup.png,"(2425, 3006, 3)",5130,"(415, 261, 83, 76)"
train,image_125_fundus_retinal_optic+disc.png,"(2425, 3006, 3)",30056,"(277, 26, 204, 188)"
train,image_1250_fundus_retinal_optic+disc.png,"(2424, 3006, 3)",12333,"(455, 863, 134, 133)"
train,image_1250_fundus_retinal_optic+cup.png,"(2424, 3006, 3)",2251,"(497, 903, 55, 55)"
train,image_1254_fundus_retinal_optic+disc.png,"(2425, 3006, 3)",19038,"(367, 79, 163, 143)"
train,image_1255_fundus_retinal_optic+disc.png,"(2425, 3006, 3)",15232,"(360, 801, 145, 141)"
train,image_1255_fundus_retinal_optic+cup.png,"(2425, 3006, 3)",901,"(414, 855, 31, 38)"
train,image_126_fundus_retinal_optic+disc.png,"(2425, 3006, 3)",15402,"(527, 736, 144, 130)"
train,image_1260_fundus_retinal_optic+disc.png,"(2422, 3004, 3)",10348,"(400, 819, 118, 119)"
train,image_1261_fundus_retinal_optic+disc.png,"(2424, 3004, 3)",12203,"(368, 793, 141, 135)"
train,image_1261_fundus_retinal_optic+cup.png,"(2424, 3004, 3)",3181,"(406, 828, 64, 60)"
train,image_1270_fundus_retinal_optic+disc.png,"(2424, 3006, 3)",11038,"(511, 880, 145, 126)"
train,image_1270_fundus_retinal_optic+cup.png,"(2424, 3006, 3)",3741,"(549, 917, 78, 59)"
train,image_1271_fundus_retinal_optic+disc.png,"(2424, 3004, 3)",13512,"(438, 311, 165, 118)"
train,image_1271_fundus_retinal_optic+cup.png,"(2424, 3004, 3)",2187,"(496, 355, 62, 46)"
train,image_1285_fundus_retinal_optic+disc.png,"(1944, 2088, 3)",12971,"(490, 803, 145, 128)"
train,image_1285_fundus_retinal_optic+cup.png,"(1944, 2088, 3)",1742,"(539, 845, 52, 44)"
train,image_13_fundus_retinal_optic+disc.png,"(2424, 3004, 3)",11542,"(444, 244, 151, 129)"
train,image_13_fundus_retinal_optic+cup.png,"(2424, 3004, 3)",3987,"(488, 281, 72, 70)"
train,image_1303_fundus_retinal_optic+disc.png,"(2423, 3004, 3)",12738,"(318, 634, 126, 123)"
train,image_1304_fundus_retinal_optic+disc.png,"(2423, 3004, 3)",20516,"(284, 120, 179, 149)"
train,image_1304_fundus_retinal_optic+cup.png,"(2423, 3004, 3)",1061,"(346, 166, 39, 39)"
train,image_1317_fundus_retinal_optic+disc.png,"(2424, 3004, 3)",11806,"(378, 92, 157, 108)"
train,image_1317_fundus_retinal_optic+cup.png,"(2424, 3004, 3)",1726,"(440, 110, 50, 46)"
train,image_1318_fundus_retinal_optic+disc.png,"(1944, 2087, 3)",16311,"(388, 51, 171, 139)"
train,image_1318_fundus_retinal_optic+cup.png,"(1944, 2087, 3)",2555,"(437, 96, 59, 55)"
train,image_1319_fundus_retinal_optic+disc.png,"(2423, 3004, 3)",13506,"(369, 784, 134, 138)"
train,image_1321_fundus_retinal_optic+disc.png,"(2425, 3006, 3)",15998,"(582, 87, 169, 133)"
train,image_1321_fundus_retinal_optic+cup.png,"(2425, 3006, 3)",2242,"(640, 146, 57, 49)"
train,image_1322_fundus_retinal_optic+disc.png,"(2424, 3006, 3)",16275,"(386, 169, 139, 146)"
train,image_1325_fundus_retinal_optic+disc.png,"(2423, 3004, 3)",12625,"(385, 292, 143, 146)"
train,image_1325_fundus_retinal_optic+cup.png,"(2423, 3004, 3)",4107,"(422, 334, 71, 74)"
train,image_1326_fundus_retinal_optic+disc.png,"(2423, 3004, 3)",17109,"(368, 639, 169, 159)"
train,image_1326_fundus_retinal_optic+cup.png,"(2423, 3004, 3)",3999,"(410, 682, 78, 67)"
train,image_1327_fundus_retinal_optic+disc.png,"(2425, 3008, 3)",13339,"(306, 39, 167, 130)"
train,image_1327_fundus_retinal_optic+cup.png,"(2425, 3008, 3)",4084,"(348, 64, 82, 63)"
train,image_1328_fundus_retinal_optic+disc.png,"(2423, 3005, 3)",9047,"(228, 888, 152, 111)"
train,image_1328_fundus_retinal_optic+cup.png,"(2423, 3005, 3)",1717,"(272, 931, 51, 48)"
train,image_1329_fundus_retinal_optic+disc.png,"(2424, 3004, 3)",12383,"(411, 818, 150, 128)"
train,image_1329_fundus_retinal_optic+cup.png,"(2424, 3004, 3)",3095,"(450, 845, 65, 57)"
train,image_1330_fundus_retinal_optic+disc.png,"(2424, 3004, 3)",12138,"(394, 89, 161, 125)"
train,image_1330_fundus_retinal_optic+cup.png,"(2424, 3004, 3)",4093,"(433, 131, 84, 60)"
train,image_1331_fundus_retinal_optic+disc.png,"(2425, 3006, 3)",16410,"(373, 265, 159, 148)"
train,image_1331_fundus_retinal_optic+cup.png,"(2425, 3006, 3)",1904,"(423, 331, 54, 45)"
train,image_1332_fundus_retinal_optic+disc.png,"(2424, 3004, 3)",13000,"(558, 649, 159, 151)"
train,image_1332_fundus_retinal_optic+cup.png,"(2424, 3004, 3)",6258,"(583, 690, 96, 82)"
train,image_1333_fundus_retinal_optic+disc.png,"(2424, 3005, 3)",10838,"(422, 76, 138, 124)"
train,image_1333_fundus_retinal_optic+cup.png,"(2424, 3005, 3)",2577,"(468, 112, 56, 56)"
train,image_1334_fundus_retinal_optic+disc.png,"(2424, 3005, 3)",17094,"(381, 518, 142, 152)"
train,image_1335_fundus_retinal_optic+disc.png,"(2424, 3004, 3)",17379,"(229, 208, 159, 141)"
train,image_1336_fundus_retinal_optic+disc.png,"(2425, 3007, 3)",13374,"(362, 106, 161, 147)"
train,image_1336_fundus_retinal_optic+cup.png,"(2425, 3007, 3)",5553,"(398, 145, 84, 85)"
train,image_1337_fundus_retinal_optic+disc.png,"(2425, 3006, 3)",14179,"(203, 453, 139, 159)"
train,image_1337_fundus_retinal_optic+cup.png,"(2425, 3006, 3)",3312,"(243, 495, 61, 68)"
train,image_1338_fundus_retinal_optic+disc.png,"(2425, 3005, 3)",11972,"(386, 625, 157, 150)"
train,image_1338_fundus_retinal_optic+cup.png,"(2425, 3005, 3)",7234,"(421, 630, 102, 87)"
train,image_1339_fundus_retinal_optic+disc.png,"(2423, 3004, 3)",21660,"(308, 581, 174, 154)"
train,image_1344_fundus_retinal_optic+disc.png,"(2424, 3004, 3)",15920,"(475, 64, 169, 144)"
train,image_1344_fundus_retinal_optic+cup.png,"(2424, 3004, 3)",3076,"(523, 112, 70, 54)"
train,image_1348_fundus_retinal_optic+disc.png,"(2424, 3005, 3)",15837,"(455, 647, 168, 145)"
train,image_1348_fundus_retinal_optic+cup.png,"(2424, 3005, 3)",3479,"(510, 684, 64, 65)"
train,image_1349_fundus_retinal_optic+disc.png,"(2423, 3003, 3)",17271,"(450, 680, 160, 138)"
train,image_1350_fundus_retinal_optic+disc.png,"(2423, 3004, 3)",11754,"(470, 767, 137, 132)"
train,image_1350_fundus_retinal_optic+cup.png,"(2423, 3004, 3)",3085,"(507, 786, 62, 62)"
train,image_1351_fundus_retinal_optic+disc.png,"(2424, 3005, 3)",14108,"(447, 682, 149, 139)"
train,image_1351_fundus_retinal_optic+cup.png,"(2424, 3005, 3)",2148,"(501, 724, 49, 55)"
train,image_1352_fundus_retinal_optic+disc.png,"(2425, 3004, 3)",20307,"(252, 822, 174, 149)"
train,image_1355_fundus_retinal_optic+disc.png,"(2423, 3004, 3)",13578,"(308, 503, 177, 163)"
train,image_1355_fundus_retinal_optic+cup.png,"(2423, 3004, 3)",9854,"(342, 526, 117, 104)"
train,image_1356_fundus_retinal_optic+disc.png,"(2424, 3003, 3)",15081,"(470, 527, 158, 164)"
train,image_1356_fundus_retinal_optic+cup.png,"(2424, 3003, 3)",5063,"(511, 559, 78, 81)"
train,image_1359_fundus_retinal_optic+disc.png,"(2425, 3005, 3)",14301,"(447, 820, 151, 148)"
train,image_1359_fundus_retinal_optic+cup.png,"(2425, 3005, 3)",3303,"(494, 868, 58, 72)"
train,image_1360_fundus_retinal_optic+disc.png,"(2425, 3006, 3)",12046,"(416, 92, 151, 126)"
train,image_1360_fundus_retinal_optic+cup.png,"(2425, 3006, 3)",3114,"(459, 134, 70, 59)"
train,image_1361_fundus_retinal_optic+disc.png,"(2423, 3004, 3)",17303,"(459, 813, 153, 146)"
train,image_1362_fundus_retinal_optic+disc.png,"(2425, 3005, 3)",16462,"(333, 99, 169, 149)"
train,image_1362_fundus_retinal_optic+cup.png,"(2425, 3005, 3)",3717,"(379, 150, 76, 60)"
train,image_1366_fundus_retinal_optic+disc.png,"(2423, 3004, 3)",12218,"(428, 800, 148, 128)"
train,image_1366_fundus_retinal_optic+cup.png,"(2423, 3004, 3)",2743,"(470, 830, 59, 58)"
train,image_1367_fundus_retinal_optic+disc.png,"(2423, 3005, 3)",16133,"(399, 80, 176, 162)"
train,image_1367_fundus_retinal_optic+cup.png,"(2423, 3005, 3)",6278,"(450, 132, 88, 88)"
train,image_1368_fundus_retinal_optic+disc.png,"(2423, 3004, 3)",12033,"(476, 219, 136, 141)"
train,image_1368_fundus_retinal_optic+cup.png,"(2423, 3004, 3)",3345,"(515, 273, 63, 67)"
train,image_1377_fundus_retinal_optic+disc.png,"(2424, 3004, 3)",14799,"(247, 186, 155, 134)"
train,image_1377_fundus_retinal_optic+cup.png,"(2424, 3004, 3)",1624,"(302, 232, 47, 43)"
train,image_1378_fundus_retinal_optic+disc.png,"(2425, 3005, 3)",9939,"(336, 259, 143, 128)"
train,image_1378_fundus_retinal_optic+cup.png,"(2425, 3005, 3)",4868,"(361, 308, 92, 64)"
train,image_1384_fundus_retinal_optic+disc.png,"(2425, 3004, 3)",20738,"(442, 169, 193, 200)"
train,image_1384_fundus_retinal_optic+cup.png,"(2425, 3004, 3)",10438,"(480, 210, 122, 105)"
train,image_1386_fundus_retinal_optic+disc.png,"(2426, 3007, 3)",17876,"(379, 131, 147, 149)"
