split,fname,original_shape,mask_area,mask_bbox,slice_ratio
train,pancreas_004_38_CT_pancreas_pancreas.png,"(512, 512)",2412,"(524, 492, 99, 97)",1
train,pancreas_004_38_CT_pancreas_tumor.png,"(512, 512)",4560,"(526, 506, 93, 79)",3
train,pancreas_004_39_CT_pancreas_pancreas.png,"(512, 512)",3488,"(518, 488, 123, 103)",1
train,pancreas_004_39_CT_pancreas_tumor.png,"(512, 512)",5816,"(518, 504, 105, 83)",5
train,pancreas_004_40_CT_pancreas_pancreas.png,"(512, 512)",3940,"(514, 484, 135, 111)",2
train,pancreas_004_40_CT_pancreas_tumor.png,"(512, 512)",7040,"(516, 500, 109, 93)",6
train,pancreas_004_41_CT_pancreas_pancreas.png,"(512, 512)",4024,"(512, 478, 149, 119)",2
train,pancreas_004_41_CT_pancreas_tumor.png,"(512, 512)",8492,"(514, 494, 123, 105)",7
train,pancreas_004_42_CT_pancreas_pancreas.png,"(512, 512)",2428,"(516, 476, 147, 127)",1
train,pancreas_004_42_CT_pancreas_tumor.png,"(512, 512)",10932,"(524, 482, 125, 119)",9
train,pancreas_004_43_CT_pancreas_pancreas.png,"(512, 512)",1876,"(522, 482, 139, 125)",1
train,pancreas_004_43_CT_pancreas_tumor.png,"(512, 512)",11500,"(532, 484, 127, 113)",10
train,pancreas_004_44_CT_pancreas_pancreas.png,"(512, 512)",2356,"(520, 484, 121, 125)",1
train,pancreas_004_44_CT_pancreas_tumor.png,"(512, 512)",10816,"(534, 486, 125, 109)",9
train,pancreas_004_45_CT_pancreas_pancreas.png,"(512, 512)",2896,"(504, 486, 133, 127)",1
train,pancreas_004_45_CT_pancreas_tumor.png,"(512, 512)",10208,"(534, 488, 119, 111)",8
train,pancreas_004_46_CT_pancreas_pancreas.png,"(512, 512)",3468,"(502, 488, 127, 125)",1
train,pancreas_004_46_CT_pancreas_tumor.png,"(512, 512)",8892,"(538, 496, 109, 97)",7
train,pancreas_004_47_CT_pancreas_pancreas.png,"(512, 512)",3572,"(502, 490, 115, 123)",1
train,pancreas_004_47_CT_pancreas_tumor.png,"(512, 512)",8512,"(540, 496, 107, 93)",7
train,pancreas_004_48_CT_pancreas_pancreas.png,"(512, 512)",3624,"(500, 490, 113, 121)",1
train,pancreas_004_48_CT_pancreas_tumor.png,"(512, 512)",8852,"(540, 496, 111, 93)",7
train,pancreas_004_49_CT_pancreas_pancreas.png,"(512, 512)",4156,"(494, 488, 129, 123)",2
train,pancreas_004_49_CT_pancreas_tumor.png,"(512, 512)",8240,"(542, 496, 101, 95)",7
train,pancreas_004_50_CT_pancreas_pancreas.png,"(512, 512)",5200,"(482, 482, 149, 127)",2
train,pancreas_004_50_CT_pancreas_tumor.png,"(512, 512)",7216,"(544, 496, 93, 95)",6
train,pancreas_004_51_CT_pancreas_pancreas.png,"(512, 512)",12188,"(470, 480, 165, 129)",6
train,pancreas_004_52_CT_pancreas_pancreas.png,"(512, 512)",12616,"(456, 478, 183, 131)",6
train,pancreas_004_53_CT_pancreas_pancreas.png,"(512, 512)",12776,"(442, 478, 197, 131)",6
train,pancreas_004_54_CT_pancreas_pancreas.png,"(512, 512)",12620,"(426, 478, 211, 129)",6
train,pancreas_004_55_CT_pancreas_pancreas.png,"(512, 512)",11008,"(418, 482, 217, 125)",5
train,pancreas_004_56_CT_pancreas_pancreas.png,"(512, 512)",7580,"(412, 514, 141, 91)",4
train,pancreas_004_57_CT_pancreas_pancreas.png,"(512, 512)",8012,"(400, 500, 135, 103)",4
train,pancreas_004_58_CT_pancreas_pancreas.png,"(512, 512)",9168,"(380, 488, 147, 113)",4
train,pancreas_004_59_CT_pancreas_pancreas.png,"(512, 512)",10132,"(302, 442, 221, 155)",5
train,pancreas_004_60_CT_pancreas_pancreas.png,"(512, 512)",10696,"(298, 436, 223, 159)",5
train,pancreas_004_61_CT_pancreas_pancreas.png,"(512, 512)",11384,"(296, 432, 223, 159)",6
train,pancreas_004_62_CT_pancreas_pancreas.png,"(512, 512)",12080,"(296, 428, 219, 161)",6
train,pancreas_004_63_CT_pancreas_pancreas.png,"(512, 512)",13160,"(290, 422, 219, 165)",7
train,pancreas_004_64_CT_pancreas_pancreas.png,"(512, 512)",15028,"(274, 406, 225, 177)",8
train,pancreas_004_65_CT_pancreas_pancreas.png,"(512, 512)",18256,"(248, 370, 243, 211)",9
train,pancreas_004_66_CT_pancreas_pancreas.png,"(512, 512)",18404,"(242, 366, 241, 211)",10
train,pancreas_004_67_CT_pancreas_pancreas.png,"(512, 512)",16960,"(242, 366, 231, 205)",9
train,pancreas_004_68_CT_pancreas_pancreas.png,"(512, 512)",13692,"(244, 368, 209, 177)",7
train,pancreas_004_69_CT_pancreas_pancreas.png,"(512, 512)",9464,"(250, 382, 173, 99)",5
train,pancreas_004_70_CT_pancreas_pancreas.png,"(512, 512)",4692,"(258, 398, 99, 71)",2
train,pancreas_004_71_CT_pancreas_pancreas.png,"(512, 512)",2404,"(272, 414, 67, 45)",1
train,pancreas_005_28_CT_pancreas_pancreas.png,"(512, 512)",1800,"(478, 526, 59, 41)",1
train,pancreas_005_29_CT_pancreas_pancreas.png,"(512, 512)",2480,"(470, 526, 71, 47)",1
train,pancreas_005_30_CT_pancreas_pancreas.png,"(512, 512)",3216,"(468, 524, 83, 53)",2
train,pancreas_005_31_CT_pancreas_pancreas.png,"(512, 512)",4016,"(466, 524, 93, 59)",2
train,pancreas_005_32_CT_pancreas_pancreas.png,"(512, 512)",4612,"(466, 522, 97, 65)",3
train,pancreas_005_33_CT_pancreas_pancreas.png,"(512, 512)",5996,"(464, 516, 123, 75)",4
train,pancreas_005_34_CT_pancreas_pancreas.png,"(512, 512)",8084,"(460, 512, 149, 85)",5
train,pancreas_005_35_CT_pancreas_pancreas.png,"(512, 512)",8872,"(458, 508, 155, 91)",6
train,pancreas_005_36_CT_pancreas_pancreas.png,"(512, 512)",9304,"(456, 508, 159, 93)",6
train,pancreas_005_37_CT_pancreas_pancreas.png,"(512, 512)",9468,"(456, 506, 161, 95)",6
train,pancreas_005_38_CT_pancreas_pancreas.png,"(512, 512)",9560,"(456, 504, 159, 99)",7
train,pancreas_005_39_CT_pancreas_pancreas.png,"(512, 512)",9136,"(480, 502, 137, 103)",6
train,pancreas_005_40_CT_pancreas_pancreas.png,"(512, 512)",8768,"(500, 500, 117, 105)",6
train,pancreas_005_41_CT_pancreas_pancreas.png,"(512, 512)",8592,"(508, 498, 113, 105)",6
train,pancreas_005_42_CT_pancreas_pancreas.png,"(512, 512)",8428,"(512, 498, 113, 103)",6
train,pancreas_005_43_CT_pancreas_pancreas.png,"(512, 512)",8128,"(516, 496, 109, 101)",5
train,pancreas_005_44_CT_pancreas_pancreas.png,"(512, 512)",7836,"(518, 496, 107, 99)",5
train,pancreas_005_45_CT_pancreas_pancreas.png,"(512, 512)",7292,"(520, 496, 101, 95)",5
train,pancreas_005_46_CT_pancreas_pancreas.png,"(512, 512)",6804,"(522, 498, 97, 93)",4
train,pancreas_005_47_CT_pancreas_pancreas.png,"(512, 512)",6356,"(526, 500, 95, 91)",4
train,pancreas_005_48_CT_pancreas_pancreas.png,"(512, 512)",5760,"(538, 502, 83, 89)",4
train,pancreas_005_49_CT_pancreas_pancreas.png,"(512, 512)",5368,"(548, 504, 75, 89)",3
train,pancreas_005_50_CT_pancreas_pancreas.png,"(512, 512)",4568,"(536, 504, 85, 89)",3
train,pancreas_005_50_CT_pancreas_tumor.png,"(512, 512)",648,"(548, 568, 37, 21)",3
train,pancreas_005_51_CT_pancreas_pancreas.png,"(512, 512)",4708,"(512, 506, 109, 95)",3
train,pancreas_005_51_CT_pancreas_tumor.png,"(512, 512)",884,"(546, 566, 43, 25)",4
train,pancreas_005_52_CT_pancreas_pancreas.png,"(512, 512)",3464,"(508, 520, 109, 81)",2
train,pancreas_005_52_CT_pancreas_tumor.png,"(512, 512)",1508,"(542, 554, 55, 37)",8
train,pancreas_005_53_CT_pancreas_pancreas.png,"(512, 512)",2896,"(506, 530, 107, 71)",2
train,pancreas_005_53_CT_pancreas_tumor.png,"(512, 512)",1784,"(538, 550, 59, 41)",9
train,pancreas_005_54_CT_pancreas_pancreas.png,"(512, 512)",7592,"(410, 472, 195, 127)",5
train,pancreas_005_54_CT_pancreas_tumor.png,"(512, 512)",1832,"(532, 550, 61, 41)",10
train,pancreas_005_55_CT_pancreas_pancreas.png,"(512, 512)",10356,"(390, 458, 209, 139)",7
train,pancreas_005_55_CT_pancreas_tumor.png,"(512, 512)",1652,"(526, 554, 57, 37)",9
train,pancreas_005_56_CT_pancreas_pancreas.png,"(512, 512)",11488,"(378, 452, 215, 145)",8
train,pancreas_005_56_CT_pancreas_tumor.png,"(512, 512)",1660,"(522, 548, 55, 41)",9
train,pancreas_005_57_CT_pancreas_pancreas.png,"(512, 512)",12240,"(368, 442, 221, 153)",8
train,pancreas_005_57_CT_pancreas_tumor.png,"(512, 512)",1696,"(520, 548, 55, 39)",9
train,pancreas_005_58_CT_pancreas_pancreas.png,"(512, 512)",12824,"(364, 436, 221, 159)",9
train,pancreas_005_58_CT_pancreas_tumor.png,"(512, 512)",1644,"(518, 548, 57, 39)",8
train,pancreas_005_59_CT_pancreas_pancreas.png,"(512, 512)",13448,"(364, 428, 219, 167)",9
train,pancreas_005_59_CT_pancreas_tumor.png,"(512, 512)",1128,"(522, 548, 39, 37)",6
train,pancreas_005_60_CT_pancreas_pancreas.png,"(512, 512)",13648,"(366, 422, 211, 171)",10
train,pancreas_005_61_CT_pancreas_pancreas.png,"(512, 512)",12236,"(366, 418, 205, 173)",8
train,pancreas_005_62_CT_pancreas_pancreas.png,"(512, 512)",9388,"(364, 414, 203, 177)",6
train,pancreas_005_63_CT_pancreas_pancreas.png,"(512, 512)",7360,"(364, 412, 195, 175)",5
train,pancreas_005_64_CT_pancreas_pancreas.png,"(512, 512)",4844,"(366, 412, 187, 171)",3
train,pancreas_006_34_CT_pancreas_tumor.png,"(512, 512)",832,"(522, 562, 33, 29)",1
train,pancreas_006_35_CT_pancreas_tumor.png,"(512, 512)",2652,"(512, 548, 67, 53)",5
train,pancreas_006_36_CT_pancreas_pancreas.png,"(512, 512)",3280,"(504, 516, 113, 91)",1
train,pancreas_006_36_CT_pancreas_tumor.png,"(512, 512)",3820,"(506, 536, 85, 67)",7
train,pancreas_006_37_CT_pancreas_pancreas.png,"(512, 512)",3592,"(502, 514, 117, 97)",1
train,pancreas_006_37_CT_pancreas_tumor.png,"(512, 512)",4652,"(508, 534, 97, 67)",9
train,pancreas_006_38_CT_pancreas_pancreas.png,"(512, 512)",4508,"(496, 516, 125, 99)",1
train,pancreas_006_38_CT_pancreas_tumor.png,"(512, 512)",4748,"(510, 534, 97, 71)",9
train,pancreas_006_39_CT_pancreas_pancreas.png,"(512, 512)",5652,"(490, 516, 135, 103)",2
train,pancreas_006_39_CT_pancreas_tumor.png,"(512, 512)",4712,"(510, 538, 91, 69)",9
train,pancreas_006_40_CT_pancreas_pancreas.png,"(512, 512)",7396,"(486, 518, 141, 107)",3
train,pancreas_006_40_CT_pancreas_tumor.png,"(512, 512)",4420,"(510, 550, 89, 63)",8
train,pancreas_006_41_CT_pancreas_pancreas.png,"(512, 512)",8540,"(484, 514, 145, 119)",3
train,pancreas_006_41_CT_pancreas_tumor.png,"(512, 512)",4928,"(508, 540, 87, 75)",10
train,pancreas_006_42_CT_pancreas_pancreas.png,"(512, 512)",9620,"(480, 514, 151, 121)",3
train,pancreas_006_42_CT_pancreas_tumor.png,"(512, 512)",4240,"(506, 542, 83, 71)",8
train,pancreas_006_43_CT_pancreas_pancreas.png,"(512, 512)",12240,"(464, 514, 167, 123)",5
train,pancreas_006_43_CT_pancreas_tumor.png,"(512, 512)",1972,"(520, 560, 57, 45)",4
train,pancreas_006_44_CT_pancreas_pancreas.png,"(512, 512)",16148,"(426, 512, 205, 131)",6
train,pancreas_006_45_CT_pancreas_pancreas.png,"(512, 512)",16752,"(416, 514, 213, 129)",6
train,pancreas_006_46_CT_pancreas_pancreas.png,"(512, 512)",23040,"(300, 472, 325, 169)",9
train,pancreas_006_47_CT_pancreas_pancreas.png,"(512, 512)",23812,"(296, 468, 323, 169)",9
train,pancreas_006_48_CT_pancreas_pancreas.png,"(512, 512)",24056,"(292, 466, 323, 171)",10
train,pancreas_006_49_CT_pancreas_pancreas.png,"(512, 512)",23480,"(292, 464, 323, 171)",9
train,pancreas_006_50_CT_pancreas_pancreas.png,"(512, 512)",22328,"(290, 464, 325, 169)",9
train,pancreas_006_51_CT_pancreas_pancreas.png,"(512, 512)",20684,"(292, 466, 323, 165)",8
train,pancreas_006_52_CT_pancreas_pancreas.png,"(512, 512)",19248,"(294, 470, 325, 159)",8
train,pancreas_006_53_CT_pancreas_pancreas.png,"(512, 512)",15032,"(340, 522, 283, 107)",6
train,pancreas_006_54_CT_pancreas_pancreas.png,"(512, 512)",8176,"(460, 542, 165, 85)",3
train,pancreas_006_55_CT_pancreas_pancreas.png,"(512, 512)",5952,"(466, 544, 157, 69)",2
train,pancreas_010_35_CT_pancreas_pancreas.png,"(512, 512)",1648,"(478, 514, 63, 35)",1
train,pancreas_010_36_CT_pancreas_tumor.png,"(512, 512)",1116,"(472, 526, 67, 27)",1
train,pancreas_010_37_CT_pancreas_tumor.png,"(512, 512)",1428,"(472, 524, 71, 31)",1
train,pancreas_010_38_CT_pancreas_pancreas.png,"(512, 512)",1880,"(470, 504, 81, 57)",1
train,pancreas_010_38_CT_pancreas_tumor.png,"(512, 512)",1712,"(474, 524, 73, 33)",2
train,pancreas_010_39_CT_pancreas_pancreas.png,"(512, 512)",2184,"(468, 494, 95, 69)",1
train,pancreas_010_39_CT_pancreas_tumor.png,"(512, 512)",2716,"(470, 522, 83, 39)",3
train,pancreas_010_40_CT_pancreas_pancreas.png,"(512, 512)",3548,"(466, 478, 115, 89)",2
train,pancreas_010_40_CT_pancreas_tumor.png,"(512, 512)",3428,"(468, 510, 89, 53)",4
train,pancreas_010_41_CT_pancreas_pancreas.png,"(512, 512)",3832,"(466, 476, 119, 93)",2
train,pancreas_010_41_CT_pancreas_tumor.png,"(512, 512)",3856,"(468, 508, 93, 55)",4
train,pancreas_010_42_CT_pancreas_pancreas.png,"(512, 512)",3172,"(464, 476, 123, 95)",1
train,pancreas_010_42_CT_pancreas_tumor.png,"(512, 512)",5012,"(466, 496, 95, 71)",5
train,pancreas_010_43_CT_pancreas_pancreas.png,"(512, 512)",2620,"(464, 474, 123, 99)",1
train,pancreas_010_43_CT_pancreas_tumor.png,"(512, 512)",6020,"(464, 490, 99, 81)",7
train,pancreas_010_44_CT_pancreas_pancreas.png,"(512, 512)",1984,"(462, 474, 127, 101)",1
train,pancreas_010_44_CT_pancreas_tumor.png,"(512, 512)",7112,"(456, 482, 113, 91)",8
train,pancreas_010_45_CT_pancreas_pancreas.png,"(512, 512)",2020,"(460, 472, 129, 103)",1
train,pancreas_010_45_CT_pancreas_tumor.png,"(512, 512)",7360,"(458, 478, 113, 95)",8
train,pancreas_010_46_CT_pancreas_pancreas.png,"(512, 512)",2084,"(460, 470, 129, 107)",1
train,pancreas_010_46_CT_pancreas_tumor.png,"(512, 512)",7624,"(458, 478, 113, 97)",9
train,pancreas_010_47_CT_pancreas_pancreas.png,"(512, 512)",1972,"(460, 468, 129, 111)",1
train,pancreas_010_47_CT_pancreas_tumor.png,"(512, 512)",8036,"(458, 476, 115, 101)",9
train,pancreas_010_48_CT_pancreas_pancreas.png,"(512, 512)",1688,"(460, 468, 127, 111)",1
train,pancreas_010_48_CT_pancreas_tumor.png,"(512, 512)",8416,"(456, 476, 121, 101)",10
train,pancreas_010_49_CT_pancreas_pancreas.png,"(512, 512)",1888,"(460, 468, 125, 115)",1
train,pancreas_010_49_CT_pancreas_tumor.png,"(512, 512)",8128,"(460, 478, 117, 99)",9
train,pancreas_010_50_CT_pancreas_pancreas.png,"(512, 512)",1748,"(462, 468, 121, 117)",1
train,pancreas_010_50_CT_pancreas_tumor.png,"(512, 512)",8016,"(460, 478, 113, 99)",9
train,pancreas_010_51_CT_pancreas_tumor.png,"(512, 512)",8252,"(460, 474, 113, 105)",9
train,pancreas_010_52_CT_pancreas_tumor.png,"(512, 512)",8316,"(464, 472, 111, 111)",9
train,pancreas_010_53_CT_pancreas_tumor.png,"(512, 512)",8280,"(466, 472, 107, 115)",9
train,pancreas_010_54_CT_pancreas_tumor.png,"(512, 512)",8132,"(470, 472, 103, 119)",9
train,pancreas_010_55_CT_pancreas_tumor.png,"(512, 512)",7820,"(472, 472, 101, 111)",9
train,pancreas_010_56_CT_pancreas_tumor.png,"(512, 512)",7740,"(470, 472, 105, 105)",9
train,pancreas_010_57_CT_pancreas_tumor.png,"(512, 512)",7836,"(474, 472, 99, 107)",9
train,pancreas_010_58_CT_pancreas_tumor.png,"(512, 512)",7380,"(480, 472, 93, 107)",8
train,pancreas_010_59_CT_pancreas_tumor.png,"(512, 512)",6748,"(486, 474, 85, 101)",8
train,pancreas_010_60_CT_pancreas_pancreas.png,"(512, 512)",1796,"(476, 476, 99, 113)",1
train,pancreas_010_60_CT_pancreas_tumor.png,"(512, 512)",6276,"(488, 476, 81, 99)",7
train,pancreas_010_61_CT_pancreas_tumor.png,"(512, 512)",6992,"(478, 478, 89, 109)",8
train,pancreas_010_62_CT_pancreas_tumor.png,"(512, 512)",6788,"(478, 478, 91, 109)",8
train,pancreas_010_63_CT_pancreas_pancreas.png,"(512, 512)",1672,"(480, 478, 93, 115)",1
train,pancreas_010_63_CT_pancreas_tumor.png,"(512, 512)",5932,"(480, 480, 89, 93)",7
train,pancreas_010_64_CT_pancreas_pancreas.png,"(512, 512)",1996,"(480, 478, 93, 113)",1
train,pancreas_010_64_CT_pancreas_tumor.png,"(512, 512)",5344,"(482, 482, 87, 87)",6
train,pancreas_010_65_CT_pancreas_pancreas.png,"(512, 512)",2188,"(480, 478, 91, 113)",1
train,pancreas_010_65_CT_pancreas_tumor.png,"(512, 512)",5076,"(484, 480, 87, 81)",6
train,pancreas_010_66_CT_pancreas_pancreas.png,"(512, 512)",2464,"(478, 478, 91, 111)",1
train,pancreas_010_66_CT_pancreas_tumor.png,"(512, 512)",4696,"(482, 480, 89, 81)",5
train,pancreas_010_67_CT_pancreas_pancreas.png,"(512, 512)",2624,"(476, 478, 91, 109)",1
train,pancreas_010_67_CT_pancreas_tumor.png,"(512, 512)",4540,"(482, 482, 89, 79)",5
train,pancreas_010_68_CT_pancreas_pancreas.png,"(512, 512)",2208,"(472, 480, 93, 107)",1
train,pancreas_010_68_CT_pancreas_tumor.png,"(512, 512)",4900,"(484, 482, 81, 83)",5
train,pancreas_010_69_CT_pancreas_pancreas.png,"(512, 512)",2924,"(470, 480, 93, 105)",1
train,pancreas_010_69_CT_pancreas_tumor.png,"(512, 512)",4144,"(482, 480, 67, 79)",4
train,pancreas_010_70_CT_pancreas_pancreas.png,"(512, 512)",2928,"(468, 490, 93, 93)",1
train,pancreas_010_70_CT_pancreas_tumor.png,"(512, 512)",3984,"(484, 480, 63, 77)",4
train,pancreas_010_71_CT_pancreas_pancreas.png,"(512, 512)",3048,"(466, 488, 95, 95)",1
train,pancreas_010_71_CT_pancreas_tumor.png,"(512, 512)",3616,"(486, 482, 59, 73)",4
train,pancreas_010_72_CT_pancreas_pancreas.png,"(512, 512)",6084,"(460, 486, 97, 97)",3
train,pancreas_010_73_CT_pancreas_pancreas.png,"(512, 512)",4200,"(456, 504, 95, 81)",2
train,pancreas_010_74_CT_pancreas_pancreas.png,"(512, 512)",2968,"(452, 538, 93, 49)",1
train,pancreas_010_75_CT_pancreas_pancreas.png,"(512, 512)",2904,"(450, 540, 91, 49)",1
train,pancreas_010_76_CT_pancreas_pancreas.png,"(512, 512)",2948,"(446, 542, 87, 47)",1
train,pancreas_010_77_CT_pancreas_pancreas.png,"(512, 512)",3068,"(442, 542, 87, 47)",1
train,pancreas_010_78_CT_pancreas_pancreas.png,"(512, 512)",3296,"(438, 540, 89, 49)",2
train,pancreas_010_79_CT_pancreas_pancreas.png,"(512, 512)",3480,"(434, 540, 93, 49)",2
train,pancreas_010_80_CT_pancreas_pancreas.png,"(512, 512)",3780,"(422, 540, 107, 49)",2
train,pancreas_010_81_CT_pancreas_pancreas.png,"(512, 512)",4240,"(332, 528, 197, 61)",2
train,pancreas_010_82_CT_pancreas_pancreas.png,"(512, 512)",7864,"(284, 494, 245, 97)",4
train,pancreas_010_83_CT_pancreas_pancreas.png,"(512, 512)",9372,"(280, 488, 247, 103)",5
train,pancreas_010_84_CT_pancreas_pancreas.png,"(512, 512)",11260,"(278, 480, 249, 111)",7
train,pancreas_010_85_CT_pancreas_pancreas.png,"(512, 512)",12988,"(276, 470, 249, 121)",8
train,pancreas_010_86_CT_pancreas_pancreas.png,"(512, 512)",14328,"(272, 464, 253, 127)",8
train,pancreas_010_87_CT_pancreas_pancreas.png,"(512, 512)",15200,"(270, 460, 255, 131)",9
train,pancreas_010_88_CT_pancreas_pancreas.png,"(512, 512)",15660,"(268, 458, 257, 133)",9
train,pancreas_010_89_CT_pancreas_pancreas.png,"(512, 512)",15888,"(268, 456, 255, 133)",9
train,pancreas_010_90_CT_pancreas_pancreas.png,"(512, 512)",15928,"(268, 454, 253, 135)",10
train,pancreas_010_91_CT_pancreas_pancreas.png,"(512, 512)",15392,"(270, 452, 227, 135)",9
train,pancreas_010_92_CT_pancreas_pancreas.png,"(512, 512)",15296,"(270, 450, 217, 137)",9
train,pancreas_010_93_CT_pancreas_pancreas.png,"(512, 512)",15360,"(270, 446, 215, 145)",9
train,pancreas_010_94_CT_pancreas_pancreas.png,"(512, 512)",15480,"(270, 444, 213, 147)",9
train,pancreas_010_95_CT_pancreas_pancreas.png,"(512, 512)",15516,"(270, 444, 213, 147)",9
train,pancreas_010_96_CT_pancreas_pancreas.png,"(512, 512)",15492,"(270, 442, 213, 149)",9
train,pancreas_010_97_CT_pancreas_pancreas.png,"(512, 512)",15464,"(270, 440, 211, 151)",9
train,pancreas_010_98_CT_pancreas_pancreas.png,"(512, 512)",15512,"(270, 440, 211, 151)",9
train,pancreas_010_99_CT_pancreas_pancreas.png,"(512, 512)",15548,"(270, 438, 209, 153)",9
train,pancreas_010_100_CT_pancreas_pancreas.png,"(512, 512)",15596,"(270, 436, 207, 155)",9
train,pancreas_010_101_CT_pancreas_pancreas.png,"(512, 512)",15296,"(270, 434, 205, 155)",9
train,pancreas_010_102_CT_pancreas_pancreas.png,"(512, 512)",14868,"(272, 426, 203, 161)",9
train,pancreas_010_103_CT_pancreas_pancreas.png,"(512, 512)",14588,"(272, 404, 203, 181)",9
train,pancreas_010_104_CT_pancreas_pancreas.png,"(512, 512)",13672,"(272, 402, 203, 181)",8
train,pancreas_010_105_CT_pancreas_pancreas.png,"(512, 512)",10812,"(274, 402, 199, 171)",6
train,pancreas_010_106_CT_pancreas_pancreas.png,"(512, 512)",8904,"(276, 404, 195, 165)",5
train,pancreas_010_107_CT_pancreas_pancreas.png,"(512, 512)",5916,"(280, 410, 153, 149)",3
train,pancreas_012_30_CT_pancreas_pancreas.png,"(512, 512)",3116,"(530, 528, 75, 59)",1
train,pancreas_012_31_CT_pancreas_pancreas.png,"(512, 512)",3384,"(526, 526, 85, 65)",1
train,pancreas_012_31_CT_pancreas_tumor.png,"(512, 512)",1048,"(580, 532, 37, 33)",2
train,pancreas_012_32_CT_pancreas_pancreas.png,"(512, 512)",3400,"(526, 524, 95, 69)",1
train,pancreas_012_32_CT_pancreas_tumor.png,"(512, 512)",1740,"(576, 526, 47, 45)",4
train,pancreas_012_33_CT_pancreas_pancreas.png,"(512, 512)",4232,"(530, 516, 103, 77)",1
