split,fname,original_shape,mask_area,mask_bbox
train,CHNCXR_0049_0_X-Ray_chest_lung.png,"(2931, 2996)",163612,"(182, 183, 545, 599)"
train,CHNCXR_0049_0_X-Ray_chest_left+lung.png,"(2931, 2996)",76380,"(182, 553, 545, 229)"
train,CHNCXR_0049_0_X-Ray_chest_right+lung.png,"(2931, 2996)",87232,"(183, 183, 494, 285)"
train,CHNCXR_0050_0_X-Ray_chest_lung.png,"(2947, 3000)",215015,"(19, 198, 652, 662)"
train,CHNCXR_0050_0_X-Ray_chest_left+lung.png,"(2947, 3000)",89860,"(19, 568, 529, 292)"
train,CHNCXR_0050_0_X-Ray_chest_right+lung.png,"(2947, 3000)",125155,"(30, 198, 641, 299)"
train,CHNCXR_0051_0_X-Ray_chest_lung.png,"(2935, 2985)",213793,"(123, 191, 645, 598)"
train,CHNCXR_0051_0_X-Ray_chest_left+lung.png,"(2935, 2985)",95459,"(123, 533, 645, 256)"
train,CHNCXR_0051_0_X-Ray_chest_right+lung.png,"(2935, 2985)",118334,"(124, 191, 636, 292)"
train,CHNCXR_0052_0_X-Ray_chest_lung.png,"(2548, 2419)",253369,"(61, 145, 695, 729)"
train,CHNCXR_0052_0_X-Ray_chest_left+lung.png,"(2548, 2419)",105645,"(68, 555, 688, 319)"
train,CHNCXR_0052_0_X-Ray_chest_right+lung.png,"(2548, 2419)",147724,"(61, 145, 669, 314)"
train,CHNCXR_0053_0_X-Ray_chest_lung.png,"(2890, 2531)",190042,"(164, 178, 585, 656)"
train,CHNCXR_0053_0_X-Ray_chest_left+lung.png,"(2890, 2531)",89051,"(165, 540, 562, 294)"
train,CHNCXR_0053_0_X-Ray_chest_right+lung.png,"(2890, 2531)",100991,"(164, 178, 585, 297)"
train,CHNCXR_0054_0_X-Ray_chest_lung.png,"(2933, 3000)",219034,"(85, 239, 656, 594)"
train,CHNCXR_0054_0_X-Ray_chest_left+lung.png,"(2933, 3000)",103340,"(85, 552, 656, 281)"
train,CHNCXR_0054_0_X-Ray_chest_right+lung.png,"(2933, 3000)",115694,"(100, 239, 631, 261)"
train,CHNCXR_0055_0_X-Ray_chest_lung.png,"(2941, 2739)",200602,"(188, 128, 575, 731)"
train,CHNCXR_0055_0_X-Ray_chest_left+lung.png,"(2941, 2739)",89636,"(188, 506, 552, 353)"
train,CHNCXR_0055_0_X-Ray_chest_right+lung.png,"(2941, 2739)",110966,"(202, 128, 561, 315)"
train,CHNCXR_0056_0_X-Ray_chest_lung.png,"(2947, 3000)",167812,"(122, 211, 567, 653)"
train,CHNCXR_0056_0_X-Ray_chest_left+lung.png,"(2947, 3000)",81599,"(122, 550, 557, 314)"
train,CHNCXR_0056_0_X-Ray_chest_right+lung.png,"(2947, 3000)",86213,"(153, 211, 536, 290)"
train,CHNCXR_0057_0_X-Ray_chest_lung.png,"(2941, 3000)",194634,"(87, 242, 601, 698)"
train,CHNCXR_0057_0_X-Ray_chest_left+lung.png,"(2941, 3000)",86773,"(87, 632, 601, 308)"
train,CHNCXR_0057_0_X-Ray_chest_right+lung.png,"(2941, 3000)",107861,"(96, 242, 577, 320)"
train,CHNCXR_0058_0_X-Ray_chest_lung.png,"(2937, 3000)",149747,"(118, 163, 501, 620)"
train,CHNCXR_0058_0_X-Ray_chest_left+lung.png,"(2937, 3000)",68529,"(118, 523, 501, 260)"
train,CHNCXR_0058_0_X-Ray_chest_right+lung.png,"(2937, 3000)",81218,"(130, 163, 449, 292)"
train,CHNCXR_0059_0_X-Ray_chest_lung.png,"(2947, 3000)",197367,"(99, 185, 498, 694)"
train,CHNCXR_0059_0_X-Ray_chest_left+lung.png,"(2947, 3000)",106517,"(99, 595, 498, 284)"
train,CHNCXR_0059_0_X-Ray_chest_right+lung.png,"(2947, 3000)",90850,"(111, 185, 482, 335)"
train,CHNCXR_0060_0_X-Ray_chest_lung.png,"(2931, 3000)",185586,"(200, 186, 608, 610)"
train,CHNCXR_0060_0_X-Ray_chest_left+lung.png,"(2931, 3000)",85185,"(200, 531, 608, 265)"
train,CHNCXR_0060_0_X-Ray_chest_right+lung.png,"(2931, 3000)",100401,"(205, 186, 576, 274)"
train,CHNCXR_0061_0_X-Ray_chest_lung.png,"(2955, 3000)",299351,"(104, 156, 834, 663)"
train,CHNCXR_0061_0_X-Ray_chest_left+lung.png,"(2955, 3000)",134423,"(106, 531, 832, 288)"
train,CHNCXR_0061_0_X-Ray_chest_right+lung.png,"(2955, 3000)",164928,"(104, 156, 809, 312)"
train,CHNCXR_0062_0_X-Ray_chest_lung.png,"(2943, 3000)",221781,"(115, 134, 683, 608)"
train,CHNCXR_0062_0_X-Ray_chest_left+lung.png,"(2943, 3000)",93595,"(115, 491, 620, 251)"
train,CHNCXR_0062_0_X-Ray_chest_right+lung.png,"(2943, 3000)",128186,"(133, 134, 665, 275)"
train,CHNCXR_0063_0_X-Ray_chest_lung.png,"(2939, 3000)",286050,"(86, 162, 731, 687)"
train,CHNCXR_0063_0_X-Ray_chest_left+lung.png,"(2939, 3000)",141206,"(86, 534, 731, 315)"
train,CHNCXR_0063_0_X-Ray_chest_right+lung.png,"(2939, 3000)",144844,"(87, 162, 698, 312)"
train,CHNCXR_0064_0_X-Ray_chest_lung.png,"(2943, 3000)",211823,"(106, 242, 667, 679)"
train,CHNCXR_0064_0_X-Ray_chest_left+lung.png,"(2943, 3000)",97754,"(106, 597, 667, 324)"
train,CHNCXR_0064_0_X-Ray_chest_right+lung.png,"(2943, 3000)",114069,"(107, 242, 663, 284)"
train,CHNCXR_0066_0_X-Ray_chest_lung.png,"(2941, 3000)",146645,"(171, 140, 525, 596)"
train,CHNCXR_0066_0_X-Ray_chest_left+lung.png,"(2941, 3000)",55060,"(174, 477, 393, 259)"
train,CHNCXR_0066_0_X-Ray_chest_right+lung.png,"(2941, 3000)",91585,"(171, 140, 525, 283)"
train,CHNCXR_0067_0_X-Ray_chest_lung.png,"(2941, 2996)",254313,"(107, 178, 724, 659)"
train,CHNCXR_0067_0_X-Ray_chest_left+lung.png,"(2941, 2996)",117578,"(107, 548, 724, 289)"
train,CHNCXR_0067_0_X-Ray_chest_right+lung.png,"(2941, 2996)",136735,"(112, 178, 717, 297)"
train,CHNCXR_0068_0_X-Ray_chest_lung.png,"(2939, 3000)",194429,"(111, 154, 569, 688)"
train,CHNCXR_0068_0_X-Ray_chest_left+lung.png,"(2939, 3000)",87519,"(111, 526, 569, 316)"
train,CHNCXR_0068_0_X-Ray_chest_right+lung.png,"(2939, 3000)",106910,"(117, 154, 541, 308)"
train,CHNCXR_0069_0_X-Ray_chest_lung.png,"(2406, 2631)",227607,"(134, 118, 642, 764)"
train,CHNCXR_0069_0_X-Ray_chest_left+lung.png,"(2406, 2631)",101947,"(134, 548, 588, 334)"
train,CHNCXR_0069_0_X-Ray_chest_right+lung.png,"(2406, 2631)",125660,"(146, 118, 630, 359)"
train,CHNCXR_0070_0_X-Ray_chest_lung.png,"(2617, 2486)",302284,"(75, 142, 761, 746)"
train,CHNCXR_0070_0_X-Ray_chest_left+lung.png,"(2617, 2486)",136358,"(75, 566, 761, 322)"
train,CHNCXR_0070_0_X-Ray_chest_right+lung.png,"(2617, 2486)",165926,"(85, 142, 751, 353)"
train,CHNCXR_0071_0_X-Ray_chest_lung.png,"(2452, 2384)",240746,"(135, 125, 672, 740)"
train,CHNCXR_0071_0_X-Ray_chest_left+lung.png,"(2452, 2384)",109221,"(135, 544, 595, 321)"
train,CHNCXR_0071_0_X-Ray_chest_right+lung.png,"(2452, 2384)",131525,"(147, 125, 660, 328)"
train,CHNCXR_0072_0_X-Ray_chest_lung.png,"(2731, 2733)",285137,"(162, 89, 698, 825)"
train,CHNCXR_0072_0_X-Ray_chest_left+lung.png,"(2731, 2733)",128889,"(162, 555, 691, 359)"
train,CHNCXR_0072_0_X-Ray_chest_right+lung.png,"(2731, 2733)",156248,"(170, 89, 690, 379)"
train,CHNCXR_0073_0_X-Ray_chest_lung.png,"(2949, 3000)",170996,"(174, 162, 621, 617)"
train,CHNCXR_0073_0_X-Ray_chest_left+lung.png,"(2949, 3000)",76181,"(174, 546, 621, 233)"
train,CHNCXR_0073_0_X-Ray_chest_right+lung.png,"(2949, 3000)",94815,"(174, 162, 598, 305)"
train,CHNCXR_0074_0_X-Ray_chest_lung.png,"(989, 1255)",105681,"(287, 142, 486, 768)"
train,CHNCXR_0074_0_X-Ray_chest_left+lung.png,"(989, 1255)",45392,"(299, 631, 474, 279)"
train,CHNCXR_0074_0_X-Ray_chest_right+lung.png,"(989, 1255)",60289,"(287, 142, 467, 289)"
train,CHNCXR_0075_0_X-Ray_chest_lung.png,"(1110, 1233)",144667,"(257, 97, 568, 796)"
train,CHNCXR_0075_0_X-Ray_chest_left+lung.png,"(1110, 1233)",74412,"(281, 603, 544, 290)"
train,CHNCXR_0075_0_X-Ray_chest_right+lung.png,"(1110, 1233)",70255,"(257, 97, 493, 353)"
train,CHNCXR_0076_0_X-Ray_chest_lung.png,"(1136, 1250)",142208,"(266, 94, 598, 779)"
train,CHNCXR_0076_0_X-Ray_chest_left+lung.png,"(1136, 1250)",55859,"(283, 581, 454, 292)"
train,CHNCXR_0076_0_X-Ray_chest_right+lung.png,"(1136, 1250)",86349,"(266, 94, 598, 315)"
train,CHNCXR_0077_0_X-Ray_chest_lung.png,"(2939, 3000)",195020,"(91, 147, 579, 645)"
train,CHNCXR_0077_0_X-Ray_chest_left+lung.png,"(2939, 3000)",89688,"(93, 503, 577, 289)"
train,CHNCXR_0077_0_X-Ray_chest_right+lung.png,"(2939, 3000)",105332,"(91, 147, 555, 303)"
train,CHNCXR_0078_0_X-Ray_chest_lung.png,"(2967, 3000)",257506,"(141, 139, 733, 701)"
train,CHNCXR_0078_0_X-Ray_chest_left+lung.png,"(2967, 3000)",122488,"(141, 537, 721, 303)"
train,CHNCXR_0078_0_X-Ray_chest_right+lung.png,"(2967, 3000)",135018,"(142, 139, 732, 289)"
train,CHNCXR_0079_0_X-Ray_chest_lung.png,"(2943, 3000)",246104,"(153, 164, 643, 725)"
train,CHNCXR_0079_0_X-Ray_chest_left+lung.png,"(2943, 3000)",118161,"(153, 575, 643, 314)"
train,CHNCXR_0079_0_X-Ray_chest_right+lung.png,"(2943, 3000)",127943,"(154, 164, 626, 336)"
train,CHNCXR_0080_0_X-Ray_chest_lung.png,"(2955, 3000)",191092,"(217, 118, 564, 671)"
train,CHNCXR_0080_0_X-Ray_chest_left+lung.png,"(2955, 3000)",87044,"(217, 508, 536, 281)"
train,CHNCXR_0080_0_X-Ray_chest_right+lung.png,"(2955, 3000)",104048,"(219, 118, 562, 302)"
train,CHNCXR_0081_0_X-Ray_chest_lung.png,"(2947, 3000)",324610,"(42, 140, 847, 680)"
train,CHNCXR_0081_0_X-Ray_chest_left+lung.png,"(2947, 3000)",149540,"(42, 547, 843, 273)"
train,CHNCXR_0081_0_X-Ray_chest_right+lung.png,"(2947, 3000)",175070,"(53, 140, 836, 336)"
train,CHNCXR_0082_0_X-Ray_chest_lung.png,"(2945, 3000)",234791,"(131, 167, 727, 677)"
train,CHNCXR_0082_0_X-Ray_chest_left+lung.png,"(2945, 3000)",132251,"(131, 550, 722, 294)"
train,CHNCXR_0082_0_X-Ray_chest_right+lung.png,"(2945, 3000)",102540,"(137, 167, 721, 288)"
train,CHNCXR_0083_0_X-Ray_chest_lung.png,"(2947, 3000)",196835,"(122, 187, 595, 691)"
train,CHNCXR_0083_0_X-Ray_chest_left+lung.png,"(2947, 3000)",82791,"(174, 565, 509, 313)"
train,CHNCXR_0083_0_X-Ray_chest_right+lung.png,"(2947, 3000)",114044,"(122, 187, 595, 316)"
train,CHNCXR_0084_0_X-Ray_chest_lung.png,"(2944, 2739)",258062,"(99, 138, 687, 719)"
train,CHNCXR_0084_0_X-Ray_chest_left+lung.png,"(2944, 2739)",110692,"(115, 530, 671, 327)"
train,CHNCXR_0084_0_X-Ray_chest_right+lung.png,"(2944, 2739)",147370,"(99, 138, 673, 344)"
train,CHNCXR_0085_0_X-Ray_chest_lung.png,"(2949, 3000)",220160,"(157, 142, 614, 764)"
train,CHNCXR_0085_0_X-Ray_chest_left+lung.png,"(2949, 3000)",105077,"(160, 552, 611, 354)"
train,CHNCXR_0085_0_X-Ray_chest_right+lung.png,"(2949, 3000)",115083,"(157, 142, 584, 351)"
train,CHNCXR_0086_0_X-Ray_chest_lung.png,"(2951, 3000)",170540,"(116, 181, 561, 599)"
train,CHNCXR_0086_0_X-Ray_chest_left+lung.png,"(2951, 3000)",75254,"(116, 525, 515, 255)"
train,CHNCXR_0086_0_X-Ray_chest_right+lung.png,"(2951, 3000)",95286,"(118, 181, 559, 273)"
train,CHNCXR_0087_0_X-Ray_chest_lung.png,"(3001, 2679)",273742,"(106, 152, 704, 714)"
train,CHNCXR_0087_0_X-Ray_chest_left+lung.png,"(3001, 2679)",117559,"(106, 567, 690, 299)"
train,CHNCXR_0087_0_X-Ray_chest_right+lung.png,"(3001, 2679)",156183,"(118, 152, 692, 328)"
train,CHNCXR_0088_0_X-Ray_chest_lung.png,"(2954, 2788)",258973,"(170, 184, 711, 693)"
train,CHNCXR_0088_0_X-Ray_chest_left+lung.png,"(2954, 2788)",116521,"(176, 552, 705, 325)"
train,CHNCXR_0088_0_X-Ray_chest_right+lung.png,"(2954, 2788)",142452,"(170, 184, 708, 312)"
