split,fname,original_shape,mask_area,mask_bbox
train,116DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",4004,"(488, 444, 147, 37)"
train,117DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",2952,"(188, 560, 141, 41)"
train,118DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",1160,"(252, 388, 63, 45)"
train,119DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",6356,"(206, 412, 145, 57)"
train,11DME_F_OCT_retinal_edema.png,"(512, 512, 3)",3248,"(332, 410, 49, 89)"
test,11DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",1504,"(348, 524, 43, 109)"
test,120DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",6356,"(206, 412, 145, 57)"
train,121DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",17404,"(240, 334, 185, 279)"
train,122DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",6356,"(206, 412, 145, 57)"
train,123DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",1652,"(338, 430, 59, 71)"
test,124DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",3064,"(318, 270, 85, 313)"
train,125DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",2016,"(170, 486, 55, 95)"
train,126DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",756,"(418, 462, 45, 61)"
test,127DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",3612,"(396, 400, 73, 163)"
train,128DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",6696,"(472, 470, 133, 87)"
train,129DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",3472,"(306, 448, 91, 115)"
train,12DME_F_OCT_retinal_edema.png,"(512, 512, 3)",596,"(328, 586, 27, 37)"
train,12DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",408,"(366, 570, 19, 31)"
test,130DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",15932,"(294, 396, 171, 193)"
train,131DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",14248,"(276, 376, 167, 225)"
train,132DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",15280,"(276, 366, 187, 243)"
train,133DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",10796,"(300, 390, 143, 193)"
train,134DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",5440,"(288, 466, 135, 83)"
train,135DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",9192,"(286, 422, 179, 111)"
train,136DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",1296,"(416, 442, 73, 107)"
test,137DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",1864,"(186, 518, 81, 33)"
test,138DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",3436,"(312, 514, 103, 59)"
train,139DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",352,"(534, 472, 31, 99)"
train,13DME_F_OCT_retinal_edema.png,"(496, 512, 3)",7844,"(250, 310, 101, 163)"
train,13DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",2016,"(350, 402, 51, 245)"
train,140DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",1716,"(458, 526, 55, 69)"
train,141DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",1544,"(458, 526, 47, 71)"
train,142DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",12188,"(294, 460, 107, 205)"
test,143DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",1544,"(458, 526, 47, 71)"
test,144DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",8464,"(326, 464, 71, 191)"
train,145DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",528,"(230, 422, 77, 43)"
train,146DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",8960,"(236, 352, 125, 223)"
test,147DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",4768,"(232, 382, 121, 225)"
train,148DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",3364,"(212, 424, 135, 115)"
train,149DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",5524,"(224, 376, 109, 149)"
test,14DME_F_OCT_retinal_edema.png,"(496, 768, 3)",2327,"(383, 364, 61, 124)"
train,14DME_as_F_OCT_retinal_edema.png,"(496, 512, 3)",6576,"(184, 406, 71, 187)"
test,150DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",1880,"(286, 508, 87, 39)"
train,151DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",3768,"(288, 462, 103, 59)"
train,152DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",52080,"(332, 476, 301, 423)"
train,153DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",39384,"(318, 412, 319, 427)"
train,154DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",8220,"(286, 524, 237, 121)"
train,155DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",13192,"(292, 474, 259, 119)"
train,156DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",6908,"(336, 474, 179, 279)"
train,157DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",7300,"(336, 474, 181, 281)"
train,158DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",2024,"(454, 376, 69, 169)"
test,159DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",25816,"(296, 502, 275, 195)"
train,15DME_F_OCT_retinal_edema.png,"(512, 512, 3)",2332,"(210, 474, 69, 169)"
train,15DME_as_F_OCT_retinal_edema.png,"(496, 1536, 3)",3389,"(473, 515, 81, 121)"
train,160DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",3660,"(328, 406, 163, 165)"
train,161DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",916,"(414, 428, 75, 67)"
train,162DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",16928,"(356, 668, 133, 355)"
train,163DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",47156,"(138, 350, 259, 531)"
test,164DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",41080,"(150, 404, 245, 517)"
train,165DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",42092,"(198, 414, 179, 501)"
train,166DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",940,"(306, 486, 49, 57)"
train,167DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",964,"(288, 482, 51, 51)"
train,168DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",2396,"(350, 480, 97, 51)"
train,169DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",1984,"(326, 486, 79, 53)"
train,16DME_F_OCT_retinal_edema.png,"(512, 512, 3)",2120,"(210, 474, 69, 169)"
train,16DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",1008,"(414, 412, 35, 47)"
train,170DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",2720,"(386, 378, 115, 317)"
train,171DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",1772,"(402, 466, 65, 83)"
train,172DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",3236,"(354, 442, 75, 135)"
train,173DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",4900,"(292, 470, 77, 133)"
train,174DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",2452,"(218, 508, 71, 51)"
train,175DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",3040,"(320, 476, 65, 77)"
train,176DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",3040,"(320, 476, 65, 77)"
test,177DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",3000,"(370, 540, 53, 75)"
train,178DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",3140,"(368, 548, 59, 71)"
train,179DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",3568,"(366, 522, 61, 89)"
train,17DME_F_OCT_retinal_edema.png,"(496, 768, 3)",531,"(323, 461, 35, 69)"
train,17DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",1076,"(340, 476, 47, 111)"
test,180DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",2300,"(184, 502, 63, 53)"
train,181DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",3588,"(258, 468, 65, 77)"
train,182DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",1756,"(544, 388, 55, 173)"
train,183DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",1864,"(478, 472, 67, 71)"
train,184DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",3292,"(492, 322, 69, 251)"
train,185DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",4272,"(490, 314, 65, 263)"
train,186DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",3780,"(490, 260, 61, 291)"
train,187DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",1328,"(380, 564, 47, 49)"
train,188DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",20596,"(252, 370, 247, 357)"
train,189DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",14552,"(250, 364, 225, 321)"
train,18DME_F_OCT_retinal_edema.png,"(496, 768, 3)",4206,"(413, 391, 70, 176)"
train,18DME_as_F_OCT_retinal_edema.png,"(496, 768, 3)",424,"(363, 515, 31, 53)"
train,190DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",14552,"(250, 364, 225, 321)"
train,191DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",15644,"(256, 348, 195, 329)"
train,192DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",1452,"(528, 494, 65, 47)"
train,193DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",576,"(646, 504, 43, 19)"
test,194DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",3816,"(322, 484, 105, 67)"
train,195DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",5212,"(372, 476, 119, 85)"
train,196DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",12524,"(542, 508, 115, 197)"
train,197DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",4716,"(646, 436, 85, 159)"
train,198DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",8972,"(356, 436, 179, 207)"
test,199DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",8724,"(282, 442, 193, 113)"
test,19DME_F_OCT_retinal_edema.png,"(496, 512, 3)",460,"(420, 596, 29, 31)"
train,19DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",404,"(370, 490, 37, 13)"
train,1DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",2468,"(446, 382, 77, 171)"
train,200DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",2904,"(288, 550, 61, 87)"
train,201DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",512,"(674, 426, 53, 45)"
train,202DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",512,"(674, 426, 53, 45)"
train,203DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",136,"(360, 200, 17, 11)"
train,204DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",14944,"(328, 282, 119, 405)"
train,205DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",11188,"(278, 438, 161, 369)"
test,206DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",8752,"(274, 450, 165, 345)"
train,207DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",13392,"(356, 326, 103, 373)"
train,208DME_as_F_OCT_retinal_edema.png,"(496, 768, 3)",2074,"(323, 481, 64, 43)"
train,209DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",4980,"(470, 298, 155, 307)"
train,20DME_F_OCT_retinal_edema.png,"(496, 512, 3)",2060,"(406, 470, 49, 107)"
train,20DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",468,"(378, 484, 35, 23)"
test,210DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",24760,"(222, 212, 223, 637)"
train,211DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",34924,"(214, 480, 229, 353)"
train,212DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",22400,"(224, 344, 191, 509)"
test,213DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",2840,"(434, 488, 79, 55)"
train,214DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",788,"(372, 566, 35, 25)"
train,215DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",4372,"(356, 540, 69, 87)"
train,216DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",7400,"(358, 450, 79, 179)"
test,217DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",632,"(364, 494, 31, 23)"
test,218DME_as_F_OCT_retinal_edema.png,"(496, 512, 3)",8744,"(446, 268, 65, 469)"
train,219DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",4116,"(466, 384, 53, 237)"
train,21DME_F_OCT_retinal_edema.png,"(512, 512, 3)",1716,"(444, 422, 51, 49)"
train,21DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",9344,"(150, 658, 159, 269)"
train,220DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",3140,"(452, 420, 73, 185)"
train,221DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",7420,"(450, 266, 53, 467)"
train,222DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",3408,"(394, 374, 59, 115)"
test,223DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",2884,"(444, 444, 69, 77)"
test,224DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",2596,"(442, 444, 61, 77)"
train,225DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",1324,"(436, 440, 65, 89)"
test,226DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",1360,"(446, 384, 209, 73)"
train,227DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",8804,"(338, 476, 257, 79)"
train,228DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",1936,"(512, 468, 95, 245)"
train,229DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",6700,"(320, 440, 111, 279)"
train,22DME_F_OCT_retinal_edema.png,"(512, 512, 3)",9888,"(178, 358, 179, 339)"
train,22DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",496,"(298, 546, 45, 33)"
train,230DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",9288,"(480, 398, 109, 263)"
train,231DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",9496,"(288, 332, 169, 273)"
test,232DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",5596,"(288, 396, 117, 219)"
test,233DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",4484,"(362, 466, 87, 117)"
train,234DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",4220,"(330, 380, 71, 235)"
train,235DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",5316,"(318, 344, 99, 305)"
train,23DME_F_OCT_retinal_edema.png,"(512, 512, 3)",480,"(554, 508, 41, 19)"
test,23DME_as_F_OCT_retinal_edema.png,"(496, 768, 3)",1550,"(420, 468, 80, 134)"
train,24DME_F_OCT_retinal_edema.png,"(512, 512, 3)",408,"(346, 544, 41, 17)"
test,24DME_as_F_OCT_retinal_edema.png,"(496, 512, 3)",2440,"(384, 488, 73, 105)"
train,25DME_F_OCT_retinal_edema.png,"(512, 512, 3)",1028,"(442, 480, 51, 33)"
train,25DME_as_F_OCT_retinal_edema.png,"(496, 768, 3)",461,"(355, 479, 43, 93)"
train,26DME_F_OCT_retinal_edema.png,"(512, 512, 3)",24176,"(312, 376, 255, 287)"
train,26DME_as_F_OCT_retinal_edema.png,"(496, 768, 3)",1659,"(388, 501, 58, 55)"
train,27DME_F_OCT_retinal_edema.png,"(512, 512, 3)",208,"(404, 482, 37, 7)"
train,27DME_as_F_OCT_retinal_edema.png,"(496, 768, 3)",893,"(425, 521, 39, 41)"
train,28DME_F_OCT_retinal_edema.png,"(512, 512, 3)",10292,"(180, 358, 177, 341)"
test,28DME_as_F_OCT_retinal_edema.png,"(496, 768, 3)",6531,"(269, 423, 141, 187)"
train,29DME_F_OCT_retinal_edema.png,"(512, 512, 3)",164,"(406, 528, 21, 11)"
train,29DME_as_F_OCT_retinal_edema.png,"(496, 768, 3)",10166,"(244, 372, 148, 236)"
train,2DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",780,"(534, 572, 41, 31)"
test,30DME_F_OCT_retinal_edema.png,"(512, 512, 3)",364,"(376, 502, 39, 15)"
train,30DME_as_F_OCT_retinal_edema.png,"(496, 512, 3)",13444,"(234, 368, 203, 191)"
train,31DME_F_OCT_retinal_edema.png,"(512, 512, 3)",2820,"(260, 526, 79, 185)"
test,31DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",5328,"(160, 676, 149, 261)"
test,32DME_F_OCT_retinal_edema.png,"(512, 512, 3)",436,"(346, 530, 33, 33)"
train,32DME_as_F_OCT_retinal_edema.png,"(496, 512, 3)",17796,"(204, 370, 203, 309)"
train,33DME_F_OCT_retinal_edema.png,"(512, 512, 3)",14788,"(368, 430, 147, 259)"
train,33DME_as_F_OCT_retinal_edema.png,"(496, 512, 3)",17796,"(204, 370, 203, 309)"
train,34DME_F_OCT_retinal_edema.png,"(512, 512, 3)",7204,"(386, 500, 137, 125)"
train,34DME_as_F_OCT_retinal_edema.png,"(496, 768, 3)",3950,"(305, 493, 89, 65)"
train,35DME_F_OCT_retinal_edema.png,"(512, 512, 3)",9520,"(296, 446, 153, 171)"
train,35DME_as_F_OCT_retinal_edema.png,"(496, 768, 3)",2779,"(271, 476, 92, 76)"
train,36DME_F_OCT_retinal_edema.png,"(512, 512, 3)",11184,"(296, 446, 153, 171)"
train,36DME_as_F_OCT_retinal_edema.png,"(496, 512, 3)",10444,"(270, 472, 177, 131)"
train,37DME_F_OCT_retinal_edema.png,"(512, 512, 3)",16628,"(338, 306, 315, 459)"
test,37DME_as_F_OCT_retinal_edema.png,"(496, 512, 3)",17644,"(254, 412, 207, 179)"
test,38DME_F_OCT_retinal_edema.png,"(512, 512, 3)",15492,"(338, 308, 311, 455)"
train,38DME_as_F_OCT_retinal_edema.png,"(496, 768, 3)",7909,"(328, 413, 132, 122)"
test,39DME_F_OCT_retinal_edema.png,"(512, 512, 3)",31520,"(268, 456, 391, 175)"
train,39DME_as_F_OCT_retinal_edema.png,"(496, 768, 3)",5010,"(407, 412, 115, 142)"
train,3DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",780,"(534, 572, 41, 31)"
test,40DME_as_F_OCT_retinal_edema.png,"(496, 768, 3)",4168,"(343, 481, 113, 70)"
train,41DME_as_F_OCT_retinal_edema.png,"(496, 768, 3)",7315,"(323, 320, 153, 304)"
train,42DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",3928,"(344, 462, 175, 327)"
test,43DME_as_F_OCT_retinal_edema.png,"(496, 512, 3)",1932,"(270, 336, 85, 119)"
test,44DME_as_F_OCT_retinal_edema.png,"(496, 512, 3)",2876,"(270, 366, 81, 297)"
test,45DME_as_F_OCT_retinal_edema.png,"(496, 768, 3)",2723,"(340, 444, 96, 91)"
train,46DME_as_F_OCT_retinal_edema.png,"(496, 768, 3)",589,"(339, 503, 56, 24)"
train,47DME_as_F_OCT_retinal_edema.png,"(496, 512, 3)",8532,"(200, 246, 131, 407)"
train,48DME_as_F_OCT_retinal_edema.png,"(496, 512, 3)",6848,"(206, 288, 123, 251)"
test,49DME_as_F_OCT_retinal_edema.png,"(496, 512, 3)",1564,"(194, 494, 41, 63)"
train,4DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",684,"(496, 466, 39, 49)"
train,504DME_F_OCT_retinal_edema.png,"(496, 512, 3)",8672,"(258, 490, 85, 167)"
train,505DME_F_OCT_retinal_edema.png,"(496, 512, 3)",15492,"(238, 374, 123, 249)"
train,506DME_F_OCT_retinal_edema.png,"(496, 512, 3)",10016,"(240, 350, 115, 155)"
train,507DME_F_OCT_retinal_edema.png,"(512, 512, 3)",808,"(398, 466, 39, 27)"
train,508DME_F_OCT_retinal_edema.png,"(512, 512, 3)",704,"(478, 714, 41, 19)"
train,509DME_F_OCT_retinal_edema.png,"(512, 512, 3)",1884,"(230, 640, 85, 65)"
train,50DME_as_F_OCT_retinal_edema.png,"(496, 512, 3)",3036,"(188, 474, 79, 111)"
train,510DME_F_OCT_retinal_edema.png,"(512, 512, 3)",1608,"(160, 580, 159, 101)"
train,511DME_F_OCT_retinal_edema.png,"(512, 512, 3)",1168,"(282, 634, 39, 73)"
train,512DME_F_OCT_retinal_edema.png,"(512, 512, 3)",524,"(282, 426, 33, 23)"
train,513DME_F_OCT_retinal_edema.png,"(512, 512, 3)",1976,"(104, 558, 145, 101)"
train,514DME_F_OCT_retinal_edema.png,"(496, 512, 3)",388,"(388, 620, 23, 21)"
test,515DME_F_OCT_retinal_edema.png,"(512, 512, 3)",1024,"(332, 610, 189, 277)"
train,516DME_F_OCT_retinal_edema.png,"(512, 512, 3)",3484,"(348, 434, 187, 189)"
train,517DME_F_OCT_retinal_edema.png,"(512, 512, 3)",2100,"(254, 566, 183, 45)"
test,518DME_F_OCT_retinal_edema.png,"(512, 512, 3)",1828,"(300, 456, 69, 51)"
train,519DME_F_OCT_retinal_edema.png,"(512, 512, 3)",18656,"(266, 476, 159, 437)"
train,51DME_as_F_OCT_retinal_edema.png,"(496, 768, 3)",1033,"(400, 449, 52, 41)"
train,520DME_F_OCT_retinal_edema.png,"(512, 512, 3)",40176,"(264, 198, 193, 657)"
train,521DME_F_OCT_retinal_edema.png,"(496, 1536, 3)",1594,"(429, 527, 47, 384)"
train,522DME_F_OCT_retinal_edema.png,"(496, 768, 3)",1780,"(556, 45, 75, 442)"
train,523DME_F_OCT_retinal_edema.png,"(512, 512, 3)",5532,"(422, 482, 89, 161)"
train,524DME_F_OCT_retinal_edema.png,"(512, 512, 3)",772,"(350, 456, 23, 105)"
train,525DME_F_OCT_retinal_edema.png,"(512, 512, 3)",2332,"(328, 388, 29, 263)"
test,526DME_F_OCT_retinal_edema.png,"(512, 512, 3)",2324,"(414, 422, 37, 179)"
train,527DME_F_OCT_retinal_edema.png,"(512, 512, 3)",1164,"(274, 454, 31, 119)"
test,528DME_F_OCT_retinal_edema.png,"(512, 512, 3)",1416,"(346, 570, 61, 27)"
train,529DME_F_OCT_retinal_edema.png,"(512, 512, 3)",2776,"(408, 472, 67, 75)"
train,52DME_as_F_OCT_retinal_edema.png,"(512, 512, 3)",3656,"(292, 506, 119, 163)"
train,530DME_F_OCT_retinal_edema.png,"(512, 512, 3)",1720,"(278, 442, 99, 223)"
train,531DME_F_OCT_retinal_edema.png,"(512, 512, 3)",804,"(340, 528, 29, 37)"
train,532DME_F_OCT_retinal_edema.png,"(512, 512, 3)",836,"(338, 530, 33, 41)"
train,533DME_F_OCT_retinal_edema.png,"(512, 512, 3)",276,"(284, 526, 19, 21)"
train,534DME_F_OCT_retinal_edema.png,"(512, 512, 3)",560,"(414, 540, 23, 31)"
test,535DME_F_OCT_retinal_edema.png,"(512, 512, 3)",776,"(410, 540, 27, 37)"
train,536DME_F_OCT_retinal_edema.png,"(512, 512, 3)",920,"(408, 532, 33, 45)"
train,537DME_F_OCT_retinal_edema.png,"(512, 512, 3)",640,"(270, 524, 29, 29)"
train,538DME_F_OCT_retinal_edema.png,"(512, 512, 3)",820,"(300, 524, 25, 39)"
train,539DME_F_OCT_retinal_edema.png,"(512, 512, 3)",7556,"(374, 482, 115, 493)"
train,53DME_as_F_OCT_retinal_edema.png,"(496, 768, 3)",2480,"(333, 461, 73, 86)"
train,540DME_F_OCT_retinal_edema.png,"(512, 512, 3)",1624,"(648, 294, 49, 61)"
train,541DME_F_OCT_retinal_edema.png,"(512, 512, 3)",3568,"(700, 198, 85, 95)"
train,542DME_F_OCT_retinal_edema.png,"(512, 512, 3)",19532,"(376, 230, 221, 273)"
train,543DME_F_OCT_retinal_edema.png,"(512, 512, 3)",27124,"(232, 468, 291, 449)"
train,544DME_F_OCT_retinal_edema.png,"(512, 512, 3)",8872,"(254, 508, 219, 291)"
train,545DME_F_OCT_retinal_edema.png,"(512, 512, 3)",6652,"(272, 500, 193, 249)"
test,546DME_F_OCT_retinal_edema.png,"(512, 512, 3)",11848,"(260, 56, 359, 759)"
train,547DME_F_OCT_retinal_edema.png,"(512, 512, 3)",7692,"(304, 274, 145, 261)"
train,548DME_F_OCT_retinal_edema.png,"(512, 512, 3)",2100,"(350, 62, 83, 247)"
train,549DME_F_OCT_retinal_edema.png,"(512, 512, 3)",20640,"(216, 174, 189, 409)"
test,54DME_as_F_OCT_retinal_edema.png,"(496, 768, 3)",3068,"(323, 459, 65, 95)"
train,550DME_F_OCT_retinal_edema.png,"(512, 512, 3)",18948,"(210, 190, 187, 447)"
train,551DME_F_OCT_retinal_edema.png,"(512, 512, 3)",872,"(500, 456, 53, 125)"
train,552DME_F_OCT_retinal_edema.png,"(512, 512, 3)",856,"(334, 468, 89, 127)"
train,553DME_F_OCT_retinal_edema.png,"(512, 512, 3)",1744,"(442, 416, 141, 169)"
train,554DME_F_OCT_retinal_edema.png,"(512, 512, 3)",288,"(220, 584, 27, 17)"
train,555DME_F_OCT_retinal_edema.png,"(512, 512, 3)",752,"(444, 454, 73, 121)"
train,556DME_F_OCT_retinal_edema.png,"(512, 512, 3)",636,"(292, 480, 79, 135)"
train,557DME_F_OCT_retinal_edema.png,"(512, 512, 3)",1816,"(280, 464, 119, 173)"
train,558DME_F_OCT_retinal_edema.png,"(512, 512, 3)",1928,"(354, 526, 129, 127)"
train,559DME_F_OCT_retinal_edema.png,"(512, 512, 3)",6004,"(370, 108, 147, 549)"
