split,fname,original_shape,mask_area,mask_bbox,slice_ratio
train,spleen_12_89_CT_abdomen_spleen.png,"(512, 512)",33492,"(164, 306, 213, 305)",7
train,spleen_12_90_CT_abdomen_spleen.png,"(512, 512)",35360,"(164, 304, 219, 309)",7
train,spleen_12_91_CT_abdomen_spleen.png,"(512, 512)",37016,"(164, 302, 225, 313)",7
train,spleen_12_92_CT_abdomen_spleen.png,"(512, 512)",38504,"(162, 300, 233, 315)",8
train,spleen_12_93_CT_abdomen_spleen.png,"(512, 512)",39892,"(160, 298, 241, 317)",8
train,spleen_12_94_CT_abdomen_spleen.png,"(512, 512)",41084,"(160, 298, 247, 317)",8
train,spleen_12_95_CT_abdomen_spleen.png,"(512, 512)",42116,"(160, 296, 253, 319)",8
train,spleen_12_96_CT_abdomen_spleen.png,"(512, 512)",42888,"(160, 296, 257, 319)",9
train,spleen_12_97_CT_abdomen_spleen.png,"(512, 512)",43588,"(160, 298, 261, 317)",9
train,spleen_12_98_CT_abdomen_spleen.png,"(512, 512)",44132,"(160, 298, 265, 319)",9
train,spleen_12_99_CT_abdomen_spleen.png,"(512, 512)",44732,"(160, 296, 267, 321)",9
train,spleen_12_100_CT_abdomen_spleen.png,"(512, 512)",45296,"(160, 296, 271, 321)",9
train,spleen_12_101_CT_abdomen_spleen.png,"(512, 512)",45804,"(162, 294, 273, 323)",9
train,spleen_12_102_CT_abdomen_spleen.png,"(512, 512)",46216,"(162, 294, 275, 323)",9
train,spleen_12_103_CT_abdomen_spleen.png,"(512, 512)",46572,"(162, 292, 277, 325)",9
train,spleen_12_104_CT_abdomen_spleen.png,"(512, 512)",46756,"(162, 292, 279, 323)",9
train,spleen_12_105_CT_abdomen_spleen.png,"(512, 512)",46904,"(164, 290, 279, 325)",9
train,spleen_12_106_CT_abdomen_spleen.png,"(512, 512)",46924,"(164, 288, 279, 325)",10
train,spleen_12_107_CT_abdomen_spleen.png,"(512, 512)",46828,"(164, 288, 281, 323)",9
train,spleen_12_108_CT_abdomen_spleen.png,"(512, 512)",46580,"(164, 286, 281, 323)",9
train,spleen_12_109_CT_abdomen_spleen.png,"(512, 512)",46148,"(166, 286, 281, 321)",9
train,spleen_12_110_CT_abdomen_spleen.png,"(512, 512)",45676,"(166, 284, 281, 319)",9
train,spleen_12_111_CT_abdomen_spleen.png,"(512, 512)",45052,"(166, 284, 283, 319)",9
train,spleen_12_112_CT_abdomen_spleen.png,"(512, 512)",44184,"(168, 284, 281, 315)",9
train,spleen_12_113_CT_abdomen_spleen.png,"(512, 512)",43288,"(168, 284, 281, 313)",9
train,spleen_12_114_CT_abdomen_spleen.png,"(512, 512)",42140,"(168, 282, 281, 313)",8
train,spleen_12_115_CT_abdomen_spleen.png,"(512, 512)",41144,"(170, 282, 279, 309)",8
train,spleen_12_116_CT_abdomen_spleen.png,"(512, 512)",39896,"(172, 282, 277, 307)",8
train,spleen_12_117_CT_abdomen_spleen.png,"(512, 512)",38776,"(172, 284, 275, 299)",8
train,spleen_12_118_CT_abdomen_spleen.png,"(512, 512)",37376,"(174, 284, 273, 293)",7
train,spleen_12_119_CT_abdomen_spleen.png,"(512, 512)",35816,"(174, 286, 271, 283)",7
train,spleen_12_120_CT_abdomen_spleen.png,"(512, 512)",34220,"(176, 288, 269, 263)",7
train,spleen_12_121_CT_abdomen_spleen.png,"(512, 512)",32844,"(178, 288, 267, 251)",6
train,spleen_12_122_CT_abdomen_spleen.png,"(512, 512)",31476,"(178, 290, 265, 239)",6
train,spleen_12_123_CT_abdomen_spleen.png,"(512, 512)",30124,"(180, 292, 261, 227)",6
train,spleen_12_124_CT_abdomen_spleen.png,"(512, 512)",28760,"(182, 292, 257, 221)",6
train,spleen_12_125_CT_abdomen_spleen.png,"(512, 512)",27352,"(184, 292, 253, 215)",5
train,spleen_12_126_CT_abdomen_spleen.png,"(512, 512)",25936,"(188, 294, 247, 207)",5
train,spleen_12_127_CT_abdomen_spleen.png,"(512, 512)",24424,"(192, 296, 241, 199)",5
train,spleen_12_128_CT_abdomen_spleen.png,"(512, 512)",22472,"(198, 300, 233, 173)",4
train,spleen_12_129_CT_abdomen_spleen.png,"(512, 512)",21008,"(200, 302, 229, 161)",4
train,spleen_12_130_CT_abdomen_spleen.png,"(512, 512)",19704,"(204, 306, 221, 153)",4
train,spleen_12_131_CT_abdomen_spleen.png,"(512, 512)",18404,"(208, 310, 213, 147)",3
train,spleen_12_132_CT_abdomen_spleen.png,"(512, 512)",17184,"(212, 314, 205, 139)",3
train,spleen_12_133_CT_abdomen_spleen.png,"(512, 512)",16072,"(216, 318, 197, 133)",3
train,spleen_12_134_CT_abdomen_spleen.png,"(512, 512)",14972,"(220, 322, 189, 127)",3
train,spleen_12_135_CT_abdomen_spleen.png,"(512, 512)",13916,"(224, 328, 181, 119)",2
train,spleen_12_136_CT_abdomen_spleen.png,"(512, 512)",12780,"(228, 334, 175, 111)",2
train,spleen_12_137_CT_abdomen_spleen.png,"(512, 512)",11416,"(232, 342, 165, 103)",2
train,spleen_12_138_CT_abdomen_spleen.png,"(512, 512)",9328,"(240, 350, 147, 91)",1
train,spleen_12_139_CT_abdomen_spleen.png,"(512, 512)",6332,"(272, 360, 103, 81)",1
train,spleen_13_27_CT_abdomen_spleen.png,"(512, 512)",6160,"(146, 354, 55, 219)",1
train,spleen_13_28_CT_abdomen_spleen.png,"(512, 512)",9432,"(144, 346, 61, 231)",2
train,spleen_13_29_CT_abdomen_spleen.png,"(512, 512)",11892,"(142, 338, 67, 241)",3
train,spleen_13_30_CT_abdomen_spleen.png,"(512, 512)",13652,"(140, 328, 71, 253)",4
train,spleen_13_31_CT_abdomen_spleen.png,"(512, 512)",15012,"(138, 322, 77, 259)",4
train,spleen_13_32_CT_abdomen_spleen.png,"(512, 512)",15904,"(138, 318, 81, 261)",5
train,spleen_13_33_CT_abdomen_spleen.png,"(512, 512)",16428,"(134, 312, 87, 263)",5
train,spleen_13_34_CT_abdomen_spleen.png,"(512, 512)",16896,"(134, 310, 91, 265)",5
train,spleen_13_35_CT_abdomen_spleen.png,"(512, 512)",17332,"(132, 306, 95, 269)",5
train,spleen_13_36_CT_abdomen_spleen.png,"(512, 512)",17720,"(134, 304, 97, 273)",5
train,spleen_13_37_CT_abdomen_spleen.png,"(512, 512)",18116,"(134, 300, 99, 279)",5
train,spleen_13_38_CT_abdomen_spleen.png,"(512, 512)",18532,"(134, 298, 103, 281)",5
train,spleen_13_39_CT_abdomen_spleen.png,"(512, 512)",19036,"(136, 296, 105, 283)",6
train,spleen_13_40_CT_abdomen_spleen.png,"(512, 512)",20128,"(136, 296, 111, 281)",6
train,spleen_13_41_CT_abdomen_spleen.png,"(512, 512)",21156,"(138, 296, 123, 277)",6
train,spleen_13_42_CT_abdomen_spleen.png,"(512, 512)",21752,"(140, 296, 137, 273)",6
train,spleen_13_43_CT_abdomen_spleen.png,"(512, 512)",22604,"(140, 294, 157, 267)",7
train,spleen_13_44_CT_abdomen_spleen.png,"(512, 512)",24656,"(144, 294, 199, 261)",7
train,spleen_13_45_CT_abdomen_spleen.png,"(512, 512)",25952,"(144, 296, 207, 255)",8
train,spleen_13_46_CT_abdomen_spleen.png,"(512, 512)",27132,"(146, 296, 213, 253)",8
train,spleen_13_47_CT_abdomen_spleen.png,"(512, 512)",27976,"(148, 298, 217, 249)",8
train,spleen_13_48_CT_abdomen_spleen.png,"(512, 512)",28520,"(152, 300, 219, 241)",9
train,spleen_13_49_CT_abdomen_spleen.png,"(512, 512)",28880,"(156, 300, 221, 235)",9
train,spleen_13_50_CT_abdomen_spleen.png,"(512, 512)",29192,"(160, 302, 221, 231)",9
train,spleen_13_51_CT_abdomen_spleen.png,"(512, 512)",29680,"(162, 306, 225, 227)",9
train,spleen_13_52_CT_abdomen_spleen.png,"(512, 512)",30404,"(166, 308, 227, 225)",9
train,spleen_13_53_CT_abdomen_spleen.png,"(512, 512)",31228,"(170, 310, 227, 223)",9
train,spleen_13_54_CT_abdomen_spleen.png,"(512, 512)",31644,"(174, 310, 225, 223)",10
train,spleen_13_55_CT_abdomen_spleen.png,"(512, 512)",31256,"(180, 312, 219, 221)",9
train,spleen_13_56_CT_abdomen_spleen.png,"(512, 512)",30328,"(184, 316, 213, 215)",9
train,spleen_13_57_CT_abdomen_spleen.png,"(512, 512)",28668,"(190, 320, 205, 209)",9
train,spleen_13_58_CT_abdomen_spleen.png,"(512, 512)",26884,"(196, 326, 193, 201)",8
train,spleen_13_59_CT_abdomen_spleen.png,"(512, 512)",25304,"(202, 330, 181, 195)",7
train,spleen_13_60_CT_abdomen_spleen.png,"(512, 512)",23264,"(208, 338, 169, 185)",7
train,spleen_13_61_CT_abdomen_spleen.png,"(512, 512)",19960,"(216, 348, 153, 171)",6
train,spleen_13_62_CT_abdomen_spleen.png,"(512, 512)",15776,"(226, 360, 133, 153)",4
train,spleen_13_63_CT_abdomen_spleen.png,"(512, 512)",11172,"(238, 372, 113, 135)",3
train,spleen_13_64_CT_abdomen_spleen.png,"(512, 512)",4120,"(256, 420, 73, 81)",1
train,spleen_14_24_CT_abdomen_spleen.png,"(512, 512)",6232,"(164, 430, 41, 183)",1
train,spleen_14_25_CT_abdomen_spleen.png,"(512, 512)",9444,"(162, 400, 55, 223)",2
train,spleen_14_26_CT_abdomen_spleen.png,"(512, 512)",11868,"(164, 370, 63, 257)",3
train,spleen_14_27_CT_abdomen_spleen.png,"(512, 512)",14636,"(164, 344, 83, 285)",3
train,spleen_14_28_CT_abdomen_spleen.png,"(512, 512)",17224,"(164, 330, 99, 301)",4
train,spleen_14_29_CT_abdomen_spleen.png,"(512, 512)",19628,"(162, 322, 115, 309)",5
train,spleen_14_30_CT_abdomen_spleen.png,"(512, 512)",23000,"(164, 320, 125, 309)",5
train,spleen_14_31_CT_abdomen_spleen.png,"(512, 512)",29868,"(164, 322, 199, 303)",7
train,spleen_14_32_CT_abdomen_spleen.png,"(512, 512)",32856,"(166, 322, 209, 301)",8
train,spleen_14_33_CT_abdomen_spleen.png,"(512, 512)",35028,"(168, 322, 225, 299)",9
train,spleen_14_34_CT_abdomen_spleen.png,"(512, 512)",37388,"(172, 324, 245, 295)",9
train,spleen_14_35_CT_abdomen_spleen.png,"(512, 512)",38528,"(174, 328, 253, 287)",10
train,spleen_14_36_CT_abdomen_spleen.png,"(512, 512)",38192,"(180, 332, 251, 279)",9
train,spleen_14_37_CT_abdomen_spleen.png,"(512, 512)",36184,"(184, 346, 247, 261)",9
train,spleen_14_38_CT_abdomen_spleen.png,"(512, 512)",34828,"(192, 354, 237, 249)",9
train,spleen_14_39_CT_abdomen_spleen.png,"(512, 512)",32064,"(202, 362, 221, 233)",8
train,spleen_14_40_CT_abdomen_spleen.png,"(512, 512)",28048,"(208, 378, 205, 205)",7
train,spleen_14_41_CT_abdomen_spleen.png,"(512, 512)",22984,"(216, 398, 185, 185)",5
train,spleen_14_42_CT_abdomen_spleen.png,"(512, 512)",16824,"(232, 418, 139, 159)",4
train,spleen_14_43_CT_abdomen_spleen.png,"(512, 512)",10284,"(246, 440, 101, 129)",2
train,spleen_16_40_CT_abdomen_spleen.png,"(512, 512)",7300,"(154, 354, 95, 127)",2
train,spleen_16_41_CT_abdomen_spleen.png,"(512, 512)",13952,"(150, 336, 195, 163)",5
train,spleen_16_42_CT_abdomen_spleen.png,"(512, 512)",22312,"(150, 328, 219, 197)",8
train,spleen_16_43_CT_abdomen_spleen.png,"(512, 512)",24912,"(152, 328, 223, 201)",10
train,spleen_16_44_CT_abdomen_spleen.png,"(512, 512)",24228,"(156, 328, 227, 189)",9
train,spleen_16_45_CT_abdomen_spleen.png,"(512, 512)",21120,"(162, 332, 225, 175)",8
train,spleen_16_46_CT_abdomen_spleen.png,"(512, 512)",17924,"(172, 336, 217, 159)",7
train,spleen_16_47_CT_abdomen_spleen.png,"(512, 512)",13808,"(184, 344, 201, 133)",5
train,spleen_16_48_CT_abdomen_spleen.png,"(512, 512)",9664,"(198, 364, 175, 101)",3
train,spleen_16_49_CT_abdomen_spleen.png,"(512, 512)",2924,"(232, 400, 123, 47)",1
train,spleen_17_56_CT_abdomen_spleen.png,"(512, 512)",2644,"(180, 356, 55, 63)",1
train,spleen_17_57_CT_abdomen_spleen.png,"(512, 512)",4768,"(170, 346, 77, 79)",2
train,spleen_17_58_CT_abdomen_spleen.png,"(512, 512)",6184,"(164, 338, 89, 91)",2
train,spleen_17_59_CT_abdomen_spleen.png,"(512, 512)",7592,"(160, 332, 101, 99)",3
train,spleen_17_60_CT_abdomen_spleen.png,"(512, 512)",8960,"(156, 326, 111, 109)",4
train,spleen_17_61_CT_abdomen_spleen.png,"(512, 512)",10032,"(152, 322, 121, 115)",4
train,spleen_17_62_CT_abdomen_spleen.png,"(512, 512)",10800,"(150, 318, 127, 121)",5
train,spleen_17_63_CT_abdomen_spleen.png,"(512, 512)",11464,"(148, 316, 135, 125)",5
train,spleen_17_64_CT_abdomen_spleen.png,"(512, 512)",12292,"(148, 314, 141, 127)",5
train,spleen_17_65_CT_abdomen_spleen.png,"(512, 512)",13332,"(148, 312, 149, 131)",6
train,spleen_17_66_CT_abdomen_spleen.png,"(512, 512)",14956,"(150, 308, 155, 137)",7
train,spleen_17_67_CT_abdomen_spleen.png,"(512, 512)",16500,"(152, 304, 161, 141)",7
train,spleen_17_68_CT_abdomen_spleen.png,"(512, 512)",17656,"(154, 300, 169, 147)",8
train,spleen_17_69_CT_abdomen_spleen.png,"(512, 512)",18548,"(156, 298, 175, 151)",8
train,spleen_17_70_CT_abdomen_spleen.png,"(512, 512)",19120,"(158, 296, 183, 151)",9
train,spleen_17_71_CT_abdomen_spleen.png,"(512, 512)",19692,"(160, 296, 189, 151)",9
train,spleen_17_72_CT_abdomen_spleen.png,"(512, 512)",20244,"(162, 294, 197, 153)",9
train,spleen_17_73_CT_abdomen_spleen.png,"(512, 512)",20660,"(164, 294, 203, 153)",9
train,spleen_17_74_CT_abdomen_spleen.png,"(512, 512)",20856,"(166, 294, 205, 153)",10
train,spleen_17_75_CT_abdomen_spleen.png,"(512, 512)",20836,"(168, 298, 209, 145)",9
train,spleen_17_76_CT_abdomen_spleen.png,"(512, 512)",20328,"(174, 300, 209, 141)",9
train,spleen_17_77_CT_abdomen_spleen.png,"(512, 512)",19304,"(180, 306, 203, 133)",9
train,spleen_17_78_CT_abdomen_spleen.png,"(512, 512)",17976,"(184, 312, 197, 127)",8
train,spleen_17_79_CT_abdomen_spleen.png,"(512, 512)",16272,"(190, 320, 187, 125)",7
train,spleen_17_80_CT_abdomen_spleen.png,"(512, 512)",13836,"(200, 330, 173, 105)",6
train,spleen_17_81_CT_abdomen_spleen.png,"(512, 512)",10872,"(210, 342, 153, 91)",5
train,spleen_17_82_CT_abdomen_spleen.png,"(512, 512)",7312,"(224, 358, 127, 73)",3
train,spleen_17_83_CT_abdomen_spleen.png,"(512, 512)",2620,"(252, 378, 69, 47)",1
train,spleen_18_75_CT_abdomen_spleen.png,"(512, 512)",2116,"(228, 456, 47, 85)",1
train,spleen_18_76_CT_abdomen_spleen.png,"(512, 512)",2652,"(226, 450, 53, 93)",1
train,spleen_18_77_CT_abdomen_spleen.png,"(512, 512)",3140,"(226, 446, 57, 99)",1
train,spleen_18_78_CT_abdomen_spleen.png,"(512, 512)",3640,"(224, 442, 63, 105)",2
train,spleen_18_79_CT_abdomen_spleen.png,"(512, 512)",4120,"(224, 436, 67, 113)",2
train,spleen_18_80_CT_abdomen_spleen.png,"(512, 512)",4588,"(224, 430, 71, 121)",2
train,spleen_18_81_CT_abdomen_spleen.png,"(512, 512)",5012,"(224, 426, 75, 125)",2
train,spleen_18_82_CT_abdomen_spleen.png,"(512, 512)",5392,"(222, 426, 79, 127)",3
train,spleen_18_83_CT_abdomen_spleen.png,"(512, 512)",5788,"(222, 424, 79, 129)",3
train,spleen_18_84_CT_abdomen_spleen.png,"(512, 512)",6176,"(222, 422, 81, 131)",3
train,spleen_18_85_CT_abdomen_spleen.png,"(512, 512)",6580,"(220, 418, 87, 137)",3
train,spleen_18_86_CT_abdomen_spleen.png,"(512, 512)",7016,"(220, 414, 89, 143)",3
train,spleen_18_87_CT_abdomen_spleen.png,"(512, 512)",7464,"(220, 412, 93, 147)",4
train,spleen_18_88_CT_abdomen_spleen.png,"(512, 512)",7796,"(220, 410, 95, 149)",4
train,spleen_18_89_CT_abdomen_spleen.png,"(512, 512)",8140,"(220, 410, 97, 151)",4
train,spleen_18_90_CT_abdomen_spleen.png,"(512, 512)",8524,"(220, 408, 99, 153)",4
train,spleen_18_91_CT_abdomen_spleen.png,"(512, 512)",8916,"(220, 408, 99, 155)",5
train,spleen_18_92_CT_abdomen_spleen.png,"(512, 512)",9940,"(220, 408, 163, 155)",5
train,spleen_18_93_CT_abdomen_spleen.png,"(512, 512)",10924,"(220, 406, 169, 159)",6
train,spleen_18_94_CT_abdomen_spleen.png,"(512, 512)",11784,"(220, 406, 177, 161)",6
train,spleen_18_95_CT_abdomen_spleen.png,"(512, 512)",12612,"(220, 406, 183, 161)",7
train,spleen_18_96_CT_abdomen_spleen.png,"(512, 512)",13476,"(220, 406, 187, 163)",7
train,spleen_18_97_CT_abdomen_spleen.png,"(512, 512)",14200,"(220, 406, 191, 165)",8
train,spleen_18_98_CT_abdomen_spleen.png,"(512, 512)",14904,"(220, 404, 197, 169)",8
train,spleen_18_99_CT_abdomen_spleen.png,"(512, 512)",15564,"(220, 402, 199, 173)",8
train,spleen_18_100_CT_abdomen_spleen.png,"(512, 512)",16136,"(220, 402, 201, 175)",9
train,spleen_18_101_CT_abdomen_spleen.png,"(512, 512)",16644,"(218, 402, 205, 175)",9
train,spleen_18_102_CT_abdomen_spleen.png,"(512, 512)",17068,"(218, 400, 209, 177)",9
train,spleen_18_103_CT_abdomen_spleen.png,"(512, 512)",17384,"(220, 400, 209, 177)",9
train,spleen_18_104_CT_abdomen_spleen.png,"(512, 512)",17560,"(220, 400, 211, 177)",9
train,spleen_18_105_CT_abdomen_spleen.png,"(512, 512)",17600,"(222, 400, 209, 175)",9
train,spleen_18_106_CT_abdomen_spleen.png,"(512, 512)",17636,"(222, 402, 211, 173)",10
train,spleen_18_107_CT_abdomen_spleen.png,"(512, 512)",17620,"(222, 402, 211, 173)",9
train,spleen_18_108_CT_abdomen_spleen.png,"(512, 512)",17588,"(222, 402, 211, 173)",9
train,spleen_18_109_CT_abdomen_spleen.png,"(512, 512)",17528,"(222, 404, 213, 171)",9
train,spleen_18_110_CT_abdomen_spleen.png,"(512, 512)",17392,"(224, 406, 211, 167)",9
train,spleen_18_111_CT_abdomen_spleen.png,"(512, 512)",17200,"(224, 408, 211, 165)",9
train,spleen_18_112_CT_abdomen_spleen.png,"(512, 512)",17000,"(224, 410, 211, 161)",9
train,spleen_18_113_CT_abdomen_spleen.png,"(512, 512)",16720,"(224, 412, 211, 157)",9
train,spleen_18_114_CT_abdomen_spleen.png,"(512, 512)",16360,"(224, 414, 211, 155)",9
train,spleen_18_115_CT_abdomen_spleen.png,"(512, 512)",15996,"(224, 416, 209, 151)",9
train,spleen_18_116_CT_abdomen_spleen.png,"(512, 512)",15504,"(226, 418, 207, 149)",8
train,spleen_18_117_CT_abdomen_spleen.png,"(512, 512)",14968,"(226, 422, 207, 143)",8
train,spleen_18_118_CT_abdomen_spleen.png,"(512, 512)",14300,"(226, 424, 205, 141)",8
train,spleen_18_119_CT_abdomen_spleen.png,"(512, 512)",13716,"(228, 426, 203, 137)",7
train,spleen_18_120_CT_abdomen_spleen.png,"(512, 512)",13044,"(230, 430, 199, 129)",7
train,spleen_18_121_CT_abdomen_spleen.png,"(512, 512)",12372,"(234, 432, 193, 125)",7
train,spleen_18_122_CT_abdomen_spleen.png,"(512, 512)",11500,"(238, 436, 187, 117)",6
train,spleen_18_123_CT_abdomen_spleen.png,"(512, 512)",10520,"(244, 440, 177, 107)",5
train,spleen_18_124_CT_abdomen_spleen.png,"(512, 512)",9684,"(250, 444, 167, 103)",5
train,spleen_18_125_CT_abdomen_spleen.png,"(512, 512)",8812,"(256, 448, 157, 97)",4
train,spleen_18_126_CT_abdomen_spleen.png,"(512, 512)",7744,"(262, 452, 147, 89)",4
train,spleen_18_127_CT_abdomen_spleen.png,"(512, 512)",6704,"(266, 456, 139, 81)",3
train,spleen_18_128_CT_abdomen_spleen.png,"(512, 512)",5352,"(272, 462, 129, 73)",3
train,spleen_18_129_CT_abdomen_spleen.png,"(512, 512)",4024,"(282, 468, 113, 63)",2
train,spleen_18_130_CT_abdomen_spleen.png,"(512, 512)",2964,"(294, 474, 93, 53)",1
train,spleen_18_131_CT_abdomen_spleen.png,"(512, 512)",1984,"(304, 478, 75, 47)",1
train,spleen_19_18_CT_abdomen_spleen.png,"(512, 512)",4404,"(152, 450, 47, 125)",1
train,spleen_19_19_CT_abdomen_spleen.png,"(512, 512)",8680,"(144, 434, 65, 157)",2
train,spleen_19_20_CT_abdomen_spleen.png,"(512, 512)",14480,"(140, 412, 81, 241)",4
train,spleen_19_21_CT_abdomen_spleen.png,"(512, 512)",20676,"(136, 396, 101, 275)",6
train,spleen_19_22_CT_abdomen_spleen.png,"(512, 512)",24988,"(134, 384, 117, 297)",7
train,spleen_19_23_CT_abdomen_spleen.png,"(512, 512)",27660,"(132, 374, 131, 311)",8
train,spleen_19_24_CT_abdomen_spleen.png,"(512, 512)",29208,"(130, 368, 139, 315)",8
train,spleen_19_25_CT_abdomen_spleen.png,"(512, 512)",30988,"(130, 360, 151, 315)",9
train,spleen_19_26_CT_abdomen_spleen.png,"(512, 512)",32608,"(132, 356, 173, 311)",10
train,spleen_19_27_CT_abdomen_spleen.png,"(512, 512)",32288,"(136, 354, 179, 307)",9
train,spleen_19_28_CT_abdomen_spleen.png,"(512, 512)",30412,"(140, 354, 183, 295)",9
train,spleen_19_29_CT_abdomen_spleen.png,"(512, 512)",28780,"(148, 354, 183, 281)",8
train,spleen_19_30_CT_abdomen_spleen.png,"(512, 512)",27256,"(156, 356, 187, 269)",8
train,spleen_19_31_CT_abdomen_spleen.png,"(512, 512)",24320,"(164, 364, 183, 243)",7
train,spleen_19_32_CT_abdomen_spleen.png,"(512, 512)",20164,"(176, 376, 171, 211)",6
train,spleen_19_33_CT_abdomen_spleen.png,"(512, 512)",15228,"(194, 396, 147, 171)",4
train,spleen_19_34_CT_abdomen_spleen.png,"(512, 512)",10200,"(208, 420, 121, 137)",3
train,spleen_19_35_CT_abdomen_spleen.png,"(512, 512)",5068,"(224, 456, 83, 93)",1
train,spleen_2_68_CT_abdomen_spleen.png,"(512, 512)",4608,"(188, 328, 79, 105)",1
train,spleen_2_69_CT_abdomen_spleen.png,"(512, 512)",7140,"(182, 320, 95, 129)",2
train,spleen_2_70_CT_abdomen_spleen.png,"(512, 512)",10152,"(178, 308, 115, 157)",3
train,spleen_2_71_CT_abdomen_spleen.png,"(512, 512)",13164,"(176, 304, 127, 181)",4
train,spleen_2_72_CT_abdomen_spleen.png,"(512, 512)",16428,"(170, 292, 149, 209)",5
train,spleen_2_73_CT_abdomen_spleen.png,"(512, 512)",19520,"(168, 286, 163, 223)",5
train,spleen_2_74_CT_abdomen_spleen.png,"(512, 512)",23116,"(168, 284, 183, 233)",7
train,spleen_2_75_CT_abdomen_spleen.png,"(512, 512)",26972,"(170, 284, 209, 241)",8
train,spleen_2_76_CT_abdomen_spleen.png,"(512, 512)",30180,"(176, 282, 225, 247)",9
train,spleen_2_77_CT_abdomen_spleen.png,"(512, 512)",31476,"(180, 284, 239, 241)",9
train,spleen_2_78_CT_abdomen_spleen.png,"(512, 512)",32680,"(184, 286, 253, 233)",9
